,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
93,990025,0.3168313646319962,0.3908168005846969,-0.6324770595236086,0.07751181917844081,0.3428873151484094,-0.19620712690876457,0.4725749663130109,-0.5506414903720037,-0.7561328617242737,0.03162405637834703,-0.08065390921786522,0.3006888676664495,-0.3100715211289249,-0.13842119811663584,0.07003762982406306,0.06516217880826124,0.4636572583073832,-0.1388492891833335,-0.7187525704170703,0.30255776424076497,-0.2338454175515346,0.8625043516547555,-0.15540281046145954,0.649253005192848,0.9839032932895121,0.4251712177723512,1.2655829056577266,-0.13946858130118478,0.4771759247354274,0.6523150498524178,0.024381227310217916,0.4224805610329451,0.2762787450296395,0.30858912048834775,0.16430667229818666,0.7765967743401784,0.7661858312835277,-0.19770885649534248,0.029326827236565975,1.1193505530534649,0.14154238497599123,0.03214876662138378,0.8407904429544655,0.6790724681881964,0.41590971883678673,-0.4032373969275625,-0.5246237206822206,-0.13349824787623008,-0.53220287418991,-0.08812300273277497,-0.4947293941779046,0.17452879466586707,-0.674783783007858,-0.2766623056678619,-0.24730498176440574,-0.47721511322870735,-0.32098348451775993,-0.46162139591845913,-0.35183942703228244,0.38698893466035095,0.37340974439144925,-0.728468714917332,0.1506379580225837,-0.1657637164231146,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.13569516662504602,-0.1238528981684637,-0.19305444326197943,-0.463858527628501,-0.17549264364621198,0.7260857585857812,0.5587245228080084,-0.04375527536869748,0.06713666537987517,0.06607668758162599
271,991020,0.4626027274333884,0.10687435531472085,-0.13709419625551078,0.2764774606483162,0.36647445330137846,-0.6837706032810554,-0.14493741783369798,-0.6687123176334944,-0.4242293027102732,0.03162405637834703,-0.08065390921786522,0.2272224864729002,0.01985676984557875,-0.07964038773551255,0.0007309913884157165,0.003330524326447458,0.4368589642933417,0.13126066438801773,-0.4693466309197265,0.32283649514489426,-0.049487161541942395,0.31717826682430506,-0.07969876910628032,0.5764525201575845,1.2555882726336942,0.6866871966006912,1.454506758797855,-0.07802607733942395,0.381572164392641,0.5118440635160055,-0.1035578417249563,0.3501401755664101,0.3637892773765948,0.20404251615503527,0.07373006208684035,1.2226903413344326,0.57836488571343,-0.06818729014817797,0.13562353790610235,0.6758411515467744,0.0995701588521007,0.04092680561455585,0.5915664978867979,0.4771207965987848,0.5587465831192509,-0.4032373969275625,-0.33283858225791074,-0.2005556007021781,-0.5297779089825105,-0.08812300273277497,-0.4947293941779046,0.07334791608037991,-0.5142205053086962,-0.2766623056678619,-0.24730498176440574,-0.41485111741439773,-0.3896833290135451,-0.40582511793169906,-0.29327104089041056,0.39219653093503737,0.6079732403123376,-0.5249302108321948,0.1506379580225837,-0.29971000602108766,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.13569516662504602,-0.1238528981684637,-0.19305444326197943,-0.463858527628501,-0.17549264364621198,0.7421888112291039,0.1875769144607982,-0.04375527536869748,0.06713666537987517,0.06643507337647903
386,992016,-0.059449903316540736,0.35838821658587117,-0.07902801162870746,0.0026246857758950213,-0.2747992526190236,-0.08344991251830494,-0.0792466890515959,-0.5695123367167597,-0.41531525030821315,0.03162405637834703,-0.08065390921786522,0.2272224864729002,0.01985676984557875,-0.07964038773551255,0.0007309913884157165,0.003330524326447458,0.4368589642933417,0.13126066438801773,-0.4693466309197265,0.32283649514489426,-0.049487161541942395,0.31717826682430506,-0.07969876910628032,0.5764525201575845,0.9839032932895121,0.4251712177723512,1.2655829056577266,-0.13946858130118478,0.381572164392641,0.5118440635160055,0.024381227310217916,0.3501401755664101,0.2762787450296395,0.20404251615503527,0.16430667229818666,0.7765967743401784,0.7661858312835277,-0.06818729014817797,0.13562353790610235,0.6758411515467744,0.0995701588521007,0.04092680561455585,0.5915664978867979,0.4771207965987848,0.5587465831192509,-0.4032373969275625,-0.33283858225791074,-0.2005556007021781,-0.5297779089825105,-0.08812300273277497,-0.4947293941779046,0.07334791608037991,-0.5142205053086962,-0.2766623056678619,-0.24730498176440574,-0.41485111741439773,-0.3896833290135451,-0.40582511793169906,-0.29327104089041056,0.39219653093503737,0.6079732403123376,-0.5249302108321948,0.1506379580225837,-0.29971000602108766,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.13569516662504602,-0.1238528981684637,-0.19305444326197943,-0.463858527628501,-0.17549264364621198,0.7421888112291039,0.1875769144607982,-0.04375527536869748,0.06713666537987517,0.06651101809451021
611,993012,0.6219537532983205,0.048546564950519205,0.34864391116510807,0.1556886874864815,0.07802108981837415,-0.18748573597404108,-0.3442843866805666,0.21712913349777047,-0.26920101682668673,0.03162405637834703,-0.08065390921786522,0.14961076289936068,0.566010467006574,0.029598199900037238,-0.08485489359401394,-0.08147302091088021,0.36072864181297803,0.48492687453791794,-0.34995717924953956,0.3552567849679281,0.24949503628253747,0.11051235477993832,-0.022822056749516345,0.4539678257096666,0.9839032932895121,0.4251712177723512,1.2655829056577266,-0.13946858130118478,0.2337323071033244,0.43463120063276733,0.024381227310217916,0.34445707525309416,0.2762787450296395,0.08813945038942411,0.16430667229818666,0.7765967743401784,0.7661858312835277,0.18825698560732262,0.22276017490154099,0.33351924333375843,0.024675417241762775,0.12430684447163967,0.1856513377211587,0.35940909616853306,0.7863367275815776,-0.4032373969275625,-0.022076663727829775,-0.3700006095480603,-0.5535995925148208,-0.08812300273277497,-0.4947293941779046,-0.061547089198521865,-0.41314188863702783,-0.2766623056678619,-0.24730498176440574,-0.4289905836179675,-0.5319913490227354,-0.3681417613382065,-0.21804620022695723,0.41948646995750105,0.7945158779460129,-0.26103471146507057,0.1506379580225837,-0.29971000602108766,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.13569516662504602,-0.1238528981684637,-0.19305444326197943,-0.463858527628501,-0.17549264364621198,0.8435529964929326,-0.09248564193890717,-0.04375527536869748,0.06713666537987517,0.06635730896302883
740,994009,0.05366386269256129,0.8754182249651054,0.06645326147792231,0.2707189317149126,-0.14136329102464734,-0.540077517333279,-0.14017662601354394,-0.3350169929291885,0.020617437672643884,0.03162405637834703,-0.08065390921786522,0.14961076289936068,0.566010467006574,0.029598199900037238,-0.08485489359401394,-0.08147302091088021,0.36072864181297803,0.48492687453791794,-0.34995717924953956,0.3552567849679281,0.24949503628253747,0.11051235477993832,-0.022822056749516345,0.4539678257096666,0.6032885842975333,0.19424797546637604,1.1390913931672746,-0.194386564126867,0.2337323071033244,0.43463120063276733,0.11574598274900616,0.34445707525309416,0.14010532144639387,0.08813945038942411,0.2263413194964329,0.445371924797628,1.078167737456497,0.18825698560732262,0.22276017490154099,0.33351924333375843,0.024675417241762775,0.12430684447163967,0.1856513377211587,0.35940909616853306,0.7863367275815776,-0.4032373969275625,-0.022076663727829775,-0.3700006095480603,-0.5535995925148208,-0.08812300273277497,-0.4947293941779046,-0.061547089198521865,-0.41314188863702783,-0.2766623056678619,-0.24730498176440574,-0.4289905836179675,-0.5319913490227354,-0.3681417613382065,-0.21804620022695723,0.41948646995750105,0.7945158779460129,-0.26103471146507057,0.1506379580225837,-0.29971000602108766,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.13569516662504602,-0.1238528981684637,-0.19305444326197943,-0.463858527628501,-0.17549264364621198,0.8435529964929326,-0.09248564193890717,-0.04375527536869748,0.06713666537987517,0.06610749645520864
1018,995006,0.09053619422774635,-0.05590733905107657,0.7614864550939499,0.1473238701654216,0.07110319845492934,0.16828250198238495,0.0997922563744842,-0.05458574928663093,-0.1429751863653934,0.03162405637834703,-0.08065390921786522,0.10665955873260115,0.8277486812898157,0.1346752709722388,-0.14392708263201112,-0.13675102413775678,0.2733314521064745,0.7918512638427203,-0.44741290753028157,0.36739834388683285,0.4780169582210362,0.34583957154383854,0.02233691565342799,0.4224294969559626,0.4281649922163484,0.04523374575075984,1.0592207822651913,-0.26108602009169857,0.12517626452276825,0.4110248533422989,0.18195701902125674,0.40353689332189174,0.06776009567388688,-0.10535040010312034,0.2675883345813595,0.18761268651396285,1.2283271902404478,0.29545321226523563,0.2713730411127841,0.1125214112504771,-0.02867293686568597,0.21340972065852262,-0.04163381827518511,0.38479321711256714,0.9577910151756605,-0.415243516255702,0.12279694292211432,-0.5018569627585826,-0.5839891427384097,-0.11934374426530558,-0.4862285481852575,-0.10650246633184499,-0.33785506076896277,-0.34995652037704433,-0.2447724424874778,-0.527713206812885,-0.6598121035872607,-0.3797010554978232,-0.20138974570537552,0.45196497995193086,0.8643114223748053,-0.17868642456915726,0.066736379791784,-0.29971000602108766,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.2806869216738013,-0.2126427222810444,-0.2189915601530454,-0.6222729741348109,-0.17634205451869056,0.9564589069126646,-0.374817331857676,-0.04375527536869748,0.02119717710299011,0.06593151112391082
1096,996004,0.39518702881314205,0.24002453433118717,-0.21315220296469817,0.0805589074269757,-0.37725342071715046,0.056039272563005095,0.05468214488509904,-0.208510401480984,-0.7200520582138396,0.03162405637834703,-0.08065390921786522,0.11206783216808715,0.6892413491628285,0.01632539896570274,-0.11463304086917896,-0.14242015264976104,0.4126483653669639,0.8578258585311305,-0.1254919325586576,0.3689375057525342,0.2900288937550633,-0.16285123533477786,0.03318318262760314,0.4194706795955584,0.5355496942695297,0.13640839264126706,1.0764549055543329,-0.16596560413250436,0.2080817651016128,0.26833679167889185,0.15104534793469676,0.3113010023129173,0.07295298432931469,0.08222135116505928,0.30644204164144806,0.27434951441905653,1.1975054799343399,0.19087711417541975,0.28926788032473116,0.191385812216797,-0.06268576498272924,0.08042935736091002,0.05054545852880804,0.307401331639745,0.7748957844679808,-0.4032373969275625,0.06896109734870107,-0.34375550505199276,-0.5920691387893905,-0.08812300273277497,-0.4947293941779046,-0.10427914132361994,-0.3839475420686739,-0.2766623056678619,-0.24730498176440574,-0.35466004814516067,-0.5223601540423158,-0.3596211343386019,-0.1763482477579111,0.36610974193916623,0.9300970561368886,-0.13374444607555946,0.1506379580225837,-0.5452782036173719,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.13569516662504602,-0.1238528981684637,-0.19305444326197943,-0.463858527628501,-0.17549264364621198,0.7246808663710118,-0.18734847416840492,-0.04375527536869748,0.06713666537987517,0.06567098498230461
1431,997002,0.4297040937363174,0.24129236772524704,0.04645791991300443,-0.301390980802483,-0.04516810296348189,-0.16764094748086897,-0.04714759562368449,-0.07541545426521054,0.08309276607181305,0.03162405637834703,-0.08065390921786522,0.11206783216808715,0.6892413491628285,0.01632539896570274,-0.11463304086917896,-0.14242015264976104,0.4126483653669639,0.8578258585311305,-0.1254919325586576,0.3689375057525342,0.2900288937550633,-0.16285123533477786,0.03318318262760314,0.4194706795955584,0.5355496942695297,0.13640839264126706,1.0764549055543329,-0.16596560413250436,0.2080817651016128,0.26833679167889185,0.15104534793469676,0.3113010023129173,0.07295298432931469,0.08222135116505928,0.30644204164144806,0.27434951441905653,1.1975054799343399,0.19087711417541975,0.28926788032473116,0.191385812216797,-0.06268576498272924,0.08042935736091002,0.05054545852880804,0.307401331639745,0.7748957844679808,-0.4788796894496103,0.06896109734870107,-0.34375550505199276,-0.5920691387893905,-0.08812300273277497,-0.4947293941779046,-0.10427914132361994,-0.3839475420686739,-0.2766623056678619,-0.24730498176440574,-0.35466004814516067,-0.5223601540423158,-0.3596211343386019,-0.1763482477579111,0.36610974193916623,0.9300970561368886,-0.13374444607555946,0.1506379580225837,-0.5452782036173719,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.13569516662504602,-0.1238528981684637,-0.19305444326197943,-0.463858527628501,-0.17549264364621198,0.7246808663710118,-0.18734847416840492,-0.04375527536869748,0.06713666537987517,0.06543135652435939
1495,998001,0.2014758198053507,0.21506910288867748,-0.12474069066457438,0.06974093455238996,-0.14352262399092522,0.1515211547763271,0.09163580368281184,0.14361057828594667,0.015564680780144424,0.03162405637834703,-0.08065390921786522,0.05633960035371744,0.7622744118483772,-0.13305180311177645,-0.14830665710835114,-0.2462986655930275,0.5672816522100854,0.9749368175349094,0.513860160767279,0.4177876655790247,0.05112152044809587,-0.8668470773032052,0.09437424835078126,0.3780598069724877,0.6045655091326924,0.16541489903673434,1.0934848818802088,0.027067795794928472,0.2596209751132309,0.06115151780674199,0.10812985527168907,0.09657150069887396,0.03751487972446947,0.1827653040309848,0.3711316908894658,0.2109357775671984,1.1729996275509493,0.11461365115834761,0.34181934126375607,0.15658523560638093,-0.17163134243996242,-0.1393857469017547,0.08064287811151744,0.3217823115810547,0.4850375923770133,-0.34686312236043604,0.06226470821932467,-0.08073460606960303,-0.6550133082514542,-0.060668308449647775,-0.6038398649519315,-0.09925500464591436,-0.3761923404680999,-0.2220558145656809,-0.23688564460959383,-0.24208340367343037,-0.3578221514588292,-0.29858467509175535,0.024002892769863143,0.2774739624130258,1.1738699269012072,-0.02560042400760076,0.19483095420017335,-0.5452782036173719,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.016239809658339446,-0.04342086311714765,-0.24134920555837597,-0.34615307242524773,-0.1958914198358574,0.3699723891846307,-0.051392289980204564,-0.04375527536869748,0.13531227245533223,0.06510341493811632
1733,999000,0.34961507191508484,0.16585316746399337,-0.03124968915980505,0.42574499354978534,0.1610502643004837,-0.09061993217921653,0.470512068192331,-0.2413549439528643,-0.4683328429998873,0.03162405637834703,-0.08065390921786522,0.06777497684270785,0.7622744118483772,-0.13305180311177645,-0.14830665710835114,-0.2462986655930275,0.5672816522100854,0.9749368175349094,0.513860160767279,0.4177876655790247,0.05112152044809587,-0.8668470773032052,0.09437424835078126,0.3780598069724877,0.6045655091326924,0.13911626145334285,1.0552415815424292,0.05444650998986253,0.2596209751132309,0.06115151780674199,0.11750570561544739,0.09657150069887396,0.026624646559867418,0.1827653040309848,0.4132326829457769,0.16801703294006323,1.1820275433817506,0.11461365115834761,0.34181934126375607,0.15658523560638093,-0.17163134243996242,-0.1393857469017547,0.08064287811151744,0.3217823115810547,0.4850375923770133,-0.13673872573050017,0.06226470821932467,-0.08073460606960303,-0.6550133082514542,-0.060668308449647775,-0.6038398649519315,-0.09925500464591436,-0.3761923404680999,-0.2220558145656809,-0.23688564460959383,-0.24208340367343037,-0.3578221514588292,-0.29858467509175535,0.024002892769863143,0.2774739624130258,1.1738699269012072,-0.02560042400760076,0.19483095420017335,-0.5452782036173719,-0.4981333837705961,-0.7460554037755394,-0.3876401061260048,-0.1061781466720359,-0.016239809658339446,-0.04342086311714765,-0.24134920555837597,-0.34615307242524773,-0.1958914198358574,0.3699723891846307,-0.051392289980204564,-0.04375527536869748,0.13531227245533223,0.06484550508530118
