,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
141,990025,0.5762158064798079,0.4550429170914747,0.9010376105492166,0.801658553163564,0.6127705088041386,0.2283533032552323,0.7239557569071257,0.5790727812818608,-1.194347886283894,0.3797143737462196,0.33452711259797324,0.3466646755735937,0.7336098895796681,1.0323551334265837,-0.6913756715791227,-0.23416634946917284,1.4870793707200345,0.1710891476858163,0.4460090797316052,0.5217334700026491,0.6055214722186617,0.08383911192397647,-0.4900138338701568,-0.512889502636875,0.9774984504938793,-0.3877562705386178,0.19672142448231764,-0.6226337081749974,-1.3008431430737197,-0.7384378848801993,0.7853701142422587,-1.1649834857660497,-0.5955123639942042,-0.5203195367438436,-0.20519511007206984,-0.1512640423962306,-0.23052343479326606,-0.4049444075476533,-0.7078691055972476,0.313988039247931,-0.1781377813896647,1.2584254076478922,0.024084781361953002,1.7162905956403438,1.087572702694046,0.1409604573924666,-0.6703132336010859,0.059149761142671065,0.07653628597475552,0.17689137577130828,0.5370367424500764,-0.4545020197397794,-0.6125253153445196,1.3539503793587153,1.3171024528117994,-0.002114200072248151,1.11728941415632,0.10879941934304975,0.24216389326796006,-0.24494624439136123,0.31538768127570316,0.19818287206624374,0.025696141728798097,-0.03793823445985429,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.43835579240839917,0.6081866299002121,0.11176922504760471,-0.7355134485213557,-0.9402947729514568,0.4090070886092815,0.892438227094206,-0.7077813362252903,0.16898698176001892
229,991020,0.601023899546541,0.6088549203989154,1.4305779341651497,0.9237702130018312,1.0785916679877878,0.3775252815232099,0.4225419805210073,0.2811516597939953,-0.9833952018871714,0.3797143737462196,0.33452711259797324,0.14301610601263554,0.49602983409035095,1.00678289540796,-0.5095891172441724,-0.33719938636639063,1.551744589952333,0.08684339799091383,0.29626805681501167,0.49044400338747257,0.5816497490939677,0.04623349271666197,-0.44798781722773534,-0.5573325471110177,1.3570526917937862,-0.3813086769452817,0.3891204749497177,-0.6014856777427265,-1.1645481448062294,-0.6936784017525511,0.8055092998953158,-1.1184930415430998,-0.6620848987049962,-0.5203195367438436,-0.1272430442533857,-0.3216992458236372,-0.45237694914543924,-0.46828909148904047,-0.6509762783454967,0.3401906520059342,-0.13009341390360218,1.2225312041438132,-0.18772707834820998,1.7162905956403438,0.9800551680664131,0.1409604573924666,-0.5156132900308533,0.2537705694912751,0.2118757741277839,0.46804025245124825,0.7603101199046916,-0.4226457741572823,-0.46595594459349887,1.3539503793587153,1.3171024528117994,0.16392409598397095,1.11728941415632,0.15117536317937272,0.2835300807928112,-0.2193770474211896,0.3257427199849594,0.19034685458283712,0.025696141728798097,-0.13442808449000113,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.43835579240839917,0.6081866299002121,0.11176922504760471,-0.7355134485213557,-0.9402947729514568,0.4090070886092815,0.892438227094206,-0.7077813362252903,0.17013761228146407
429,992016,0.6228265761709224,0.3184836327303162,0.6625779472466111,0.8947949099759696,0.6727099441264242,0.414782210772337,0.8020190840086976,0.482444459587859,-0.8427548991052619,0.3797143737462196,0.33452711259797324,0.14301610601263554,0.49602983409035095,1.00678289540796,-0.5095891172441724,-0.33719938636639063,1.551744589952333,0.08684339799091383,0.29626805681501167,0.49044400338747257,0.5816497490939677,0.04623349271666197,-0.44798781722773534,-0.5573325471110177,0.9774984504938793,-0.3877562705386178,0.19672142448231764,-0.6226337081749974,-1.1645481448062294,-0.6936784017525511,0.7853701142422587,-1.1184930415430998,-0.5955123639942042,-0.5203195367438436,-0.20519511007206984,-0.1512640423962306,-0.23052343479326606,-0.46828909148904047,-0.6509762783454967,0.3401906520059342,-0.13009341390360218,1.2225312041438132,-0.18772707834820998,1.7162905956403438,0.9800551680664131,0.1409604573924666,-0.5156132900308533,0.2537705694912751,0.2118757741277839,0.46804025245124825,0.7603101199046916,-0.4226457741572823,-0.46595594459349887,1.3539503793587153,1.3171024528117994,0.16392409598397095,1.11728941415632,0.15117536317937272,0.2835300807928112,-0.2193770474211896,0.3257427199849594,0.19034685458283712,0.025696141728798097,-0.13442808449000113,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.43835579240839917,0.6081866299002121,0.11176922504760471,-0.7355134485213557,-0.9402947729514568,0.4090070886092815,0.892438227094206,-0.7077813362252903,0.17316701898681475
573,993012,0.32702899519441975,0.7704379872582728,1.1991881296204525,0.6165844991525252,1.1073001972704066,0.8126240200358139,0.7710322013460562,0.5387540979573151,-0.9741976761458543,0.3797143737462196,0.33452711259797324,0.0671854269339632,0.30297464552717174,0.9793209578777555,-0.3776521477555911,-0.4234867278524936,1.6130908016215733,-0.013261586066858976,0.07697352088104882,0.4612490068802108,0.5880550297955215,0.045566780409712335,-0.3983678690673886,-0.679029599094178,0.9774984504938793,-0.3877562705386178,0.19672142448231764,-0.6226337081749974,-0.974525697758807,-0.7302991631787847,0.7853701142422587,-1.0825623945347163,-0.5955123639942042,-0.5203195367438436,-0.20519511007206984,-0.1512640423962306,-0.23052343479326606,-0.6252421017698814,-0.5875378385130938,0.3804880465198978,-0.0777754966342845,1.00299543067462,-0.5015478798751046,1.7162905956403438,0.8431840540474247,0.1409604573924666,-0.37301199639208416,0.4102324479113198,0.2728598200180753,0.7206369210950188,0.9667743656298255,-0.4226457741572823,-0.2549364785410576,1.3539503793587153,1.3171024528117994,0.4023307804091636,1.11728941415632,0.2002751370560728,0.3467548231341723,-0.24514743515102638,0.39025311674222635,0.1487325240877319,0.025696141728798097,-0.19401146711732792,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.43835579240839917,0.6081866299002121,0.11176922504760471,-0.7355134485213557,-0.9402947729514568,0.4090070886092815,0.892438227094206,-0.7077813362252903,0.17607178419616365
790,994009,0.2745844090759698,0.7586058427419955,1.8006953804981172,0.599953870693117,1.1730835870537628,0.3141541419512581,0.8762456177512946,0.4780225917503961,-0.8577495669247748,0.3797143737462196,0.33452711259797324,0.0671854269339632,0.30297464552717174,0.9793209578777555,-0.3776521477555911,-0.4234867278524936,1.6130908016215733,-0.013261586066858976,0.07697352088104882,0.4612490068802108,0.5880550297955215,0.045566780409712335,-0.3983678690673886,-0.679029599094178,0.6559722206156237,-0.34052679071134506,-0.021102533115725366,-0.6499463285406101,-0.974525697758807,-0.7302991631787847,0.7888609551156671,-1.0825623945347163,-0.5304019339249082,-0.5203195367438436,-0.3300048169411112,-0.0696670212829517,0.10574998720232089,-0.6252421017698814,-0.5875378385130938,0.3804880465198978,-0.0777754966342845,1.00299543067462,-0.5015478798751046,1.7162905956403438,0.8431840540474247,0.1409604573924666,-0.37301199639208416,0.4102324479113198,0.2728598200180753,0.7206369210950188,0.9667743656298255,-0.4226457741572823,-0.2549364785410576,1.3539503793587153,1.3171024528117994,0.4023307804091636,1.11728941415632,0.2002751370560728,0.3467548231341723,-0.24514743515102638,0.39025311674222635,0.1487325240877319,0.025696141728798097,-0.19401146711732792,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.43835579240839917,0.6081866299002121,0.11176922504760471,-0.7355134485213557,-0.9402947729514568,0.4090070886092815,0.892438227094206,-0.7077813362252903,0.17706998312458844
994,995006,0.6911331498037352,0.44729304666413916,1.6575237629750397,1.1641243651523416,1.0017516439230139,0.6764753604963897,1.1395969278193192,0.9664105635685022,-1.1598991439325983,0.3797143737462196,0.33452711259797324,0.05500821757870012,0.22556991967656398,0.981499693555836,-0.3248840896663969,-0.4612383007483915,1.6574855142457008,-0.09234502088726991,-0.030718172298748753,0.4304991059174554,0.6194459954829087,0.08232385668090916,-0.34407280986913735,-0.8171321325947755,0.46392427546529685,-0.2786358947120798,-0.15543941904538985,-0.6665157262322806,-0.8007840718962923,-0.860507089634311,0.8146957232463905,-1.0452146624047722,-0.4705836337953025,-0.5203195367438436,-0.45568964127717854,-0.049709175446040955,0.5366625273121699,-0.7319298456327384,-0.4964076394892372,0.4200338142846774,-0.003744723825272513,0.7095859739749083,-0.9566052234095931,1.7162905956403438,0.707375163752412,0.0629531212501604,-0.274198529048948,0.45030445719278245,0.2671114293819158,0.7260145684751562,1.2744090486112698,-0.45416925201236674,-0.19048638323963768,1.338310131067895,1.1768023840678672,0.5397191736213722,1.11728941415632,0.2315488540347997,0.37388210647912884,-0.3308475368241506,0.4620022193604017,0.08867147602649336,0.037136572648944995,-0.17980343119158468,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.46013845760095307,0.6172200195724357,0.048117500693594675,-0.7062315086894961,-1.0025040387417934,0.4090070886092815,0.892438227094206,-0.577476403392777,0.17836554756426215
1217,996004,0.34942707476989077,0.343847675444972,1.7989361097579404,0.35790707152611906,1.3308353128553643,0.607792255816309,0.6737365378533811,1.0259907608971839,-0.9425279401147968,0.3797143737462196,0.33452711259797324,-0.03030250984479749,0.17548340206335156,0.9693795896695637,-0.3194425339654297,-0.44403280443021415,1.6526911422165846,-0.0331208948207222,0.07507827086354987,0.4645112781434639,0.5653420927455529,-0.03810643215612464,-0.36269631730096513,-0.6339145249212258,0.35904857356160563,-0.3907419658997695,-0.05680533936380835,-0.6734782907756148,-0.9516157221863062,-0.7046376094262017,0.7436153143484375,-1.0365776371607751,-0.5335591614671711,-0.5203195367438436,-0.37124199698824506,0.06423589778579504,0.171875439619112,-0.630702100522226,-0.5667973027109262,0.38729946000552523,-0.0673528345047111,1.079869340502945,-0.0983603644551807,1.7162905956403438,0.8594117905022576,0.1409604573924666,-0.28283975035908177,0.4207027773002874,0.34312706116009545,0.8145611671000971,1.2524101325645511,-0.36718269271416837,-0.2441613696828041,1.3539503793587153,1.3171024528117994,0.4474975881716236,1.11728941415632,0.28834226040503647,0.38733736995630025,-0.15924858019183666,0.39127070920004065,0.17694245819943138,0.025696141728798097,-0.3172338292984527,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.43835579240839917,0.6081866299002121,0.11176922504760471,-0.7355134485213557,-0.9402947729514568,0.4090070886092815,0.892438227094206,-0.7077813362252903,0.18289522313321493
1420,997002,0.5365119657016204,0.33528814523333067,2.368827543797356,0.8142961959018407,1.4669429158063976,0.538037118587335,0.539554054103136,1.2072719105960943,-0.6496524329954554,0.3797143737462196,0.33452711259797324,-0.03030250984479749,0.17548340206335156,0.9693795896695637,-0.3194425339654297,-0.44403280443021415,1.6526911422165846,-0.0331208948207222,0.07507827086354987,0.4645112781434639,0.5653420927455529,-0.03810643215612464,-0.36269631730096513,-0.6339145249212258,0.35904857356160563,-0.3907419658997695,-0.05680533936380835,-0.6734782907756148,-0.9516157221863062,-0.7046376094262017,0.7436153143484375,-1.0365776371607751,-0.5335591614671711,-0.5203195367438436,-0.37124199698824506,0.06423589778579504,0.171875439619112,-0.630702100522226,-0.5667973027109262,0.38729946000552523,-0.0673528345047111,1.079869340502945,-0.0983603644551807,1.7162905956403438,0.8594117905022576,0.19794554077258464,-0.28283975035908177,0.4207027773002874,0.34312706116009545,0.8145611671000971,1.2524101325645511,-0.36718269271416837,-0.2441613696828041,1.3539503793587153,1.3171024528117994,0.4474975881716236,1.11728941415632,0.28834226040503647,0.38733736995630025,-0.15924858019183666,0.39127070920004065,0.17694245819943138,0.025696141728798097,-0.3172338292984527,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.43835579240839917,0.6081866299002121,0.11176922504760471,-0.7355134485213557,-0.9402947729514568,0.4090070886092815,0.892438227094206,-0.7077813362252903,0.18355237887951026
1553,998001,0.42074038639863304,0.538504227979576,1.0212151744613156,1.0100723874797528,1.198262388570567,0.6422823213981711,0.6010269761247466,0.632658083330736,-1.2165775793617148,0.3797143737462196,0.33452711259797324,-0.17666724050479055,-0.014365094174107917,0.8931389452950032,-0.29029140928468145,-0.4396060118997201,1.6906809210179576,0.0070547321798177885,0.30145446618929816,0.4769442944502294,0.4284219826258118,-0.2772111220693912,-0.361309783295591,-0.48776739816285875,0.21709101701562122,-0.565679369307329,0.04742900640793124,-0.7013734940385511,-1.080991203266521,-0.4603316157677398,0.6541577560172921,-1.0198652334556162,-0.6476254874735429,-0.5203195367438436,-0.3223377182729957,0.35115087788552757,-0.02089594707673921,-0.5256646460261841,-0.6023597467953944,0.34781490194893444,-0.09975605486431732,1.4223192176500072,1.0582646435739844,1.7162905956403438,1.130203935334328,0.2527074795977107,-0.2428723382700603,0.3269890149390122,0.5796304135596875,0.9463019754826502,1.3073223581344826,-0.16921173617744514,-0.37993548898450585,1.3646472009446697,1.477385200768223,0.3495616695623389,1.11728941415632,0.46199757012094955,0.46524410766951385,0.09108991265533037,0.31816195870952074,0.2908616071912624,0.04780875211028029,-0.49604852593814264,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.3589650894075497,0.5678559136242103,0.12606981265938658,-0.7870392220714527,-0.9365837008234011,0.4090070886092815,0.892438227094206,-0.8923721269665232,0.18414094958772154
1766,999000,0.46008889060146696,0.6759729112781281,1.7619921040884965,0.8542113624570452,1.353617198839935,0.3029645708801931,0.7878777593261803,0.937657125507206,-0.8241523455833121,0.3797143737462196,0.33452711259797324,-0.17666724050479055,-0.014365094174107917,0.8931389452950032,-0.29029140928468145,-0.4396060118997201,1.6906809210179576,0.0070547321798177885,0.30145446618929816,0.4769442944502294,0.4284219826258118,-0.2772111220693912,-0.361309783295591,-0.48776739816285875,0.10321916800663386,-0.5684912129759757,0.05195244477066624,-0.7026050574616214,-1.080991203266521,-0.4603316157677398,0.6386448999517714,-1.0198652334556162,-0.644537248081285,-0.5203195367438436,-0.311536660727592,0.30591074503163185,0.10614202995114236,-0.5256646460261841,-0.6023597467953944,0.34781490194893444,-0.09975605486431732,1.4223192176500072,1.0582646435739844,1.7162905956403438,1.130203935334328,0.31728577763046906,-0.2428723382700603,0.3269890149390122,0.5796304135596875,0.9463019754826502,1.3073223581344826,-0.16921173617744514,-0.37993548898450585,1.3646472009446697,1.477385200768223,0.3495616695623389,1.11728941415632,0.46199757012094955,0.46524410766951385,0.09108991265533037,0.31816195870952074,0.2908616071912624,0.04780875211028029,-0.49604852593814264,-0.5853715697644077,-0.22991295937512177,0.32273706367372135,0.4893877969215608,0.3589650894075497,0.5678559136242103,0.12606981265938658,-0.7870392220714527,-0.9365837008234011,0.4090070886092815,0.892438227094206,-0.8923721269665232,0.1840531729473035
