,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Gender Inequality Index (GII),y
2,990025,-1.1647260772901231,-1.4057760324973705,-1.0522833149430542,-1.1466901631772375,-1.3848176882296879,-0.948933709937645,-1.3619699761308675,-1.3719287404059706,0.8404011552256738,-1.2156567741188384,-1.319725010722193,-1.4474893533580677,-1.3698011645604142,-0.5479575307836645,2.471191462714407,2.024265093716148,-0.07368060971234826,0.2577829027297262,-0.5004881650841805,-1.351306947443528,-1.6931301379212844,0.38848785544990655,0.9751436368614878,1.824274450058738,0.35407085639141406,1.1872036505422294,-0.2678555974857948,1.0469416161487413,0.5773429727019815,0.3680682086306658,-1.1436240641246969,0.936315157842073,0.6306746071281032,-0.12621704371995932,0.10737884815112098,0.17162897142022956,0.03924667936414309,2.085088898262603,1.6614900477070966,0.3280706708496729,0.39332063284240093,-0.43987868881983216,-1.1941678240152802,-0.4414405115393279,-0.7295998670187213,-0.6431106402160235,0.3576641298112499,-0.7368077025554751,-0.9123132899928449,-1.8161749291016447,-2.214751583131296,3.3048175690001114,1.4064104721129636,-0.6797835288716282,-1.2310285551580935,-1.2770773046953365,-0.47439025522911377,-0.7978666814980642,-0.6442394334802816,-1.304883591247243,-1.0481062318028325,-1.2207212972223853,0.029711535786228142,-1.5300664214304127,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5641764842266657,-1.4722845835541525,-2.140764519464693,1.071953818747891,0.6091729058024585,-0.059314563780767236,0.49575384590154026,0.7585663228903511,0.05044906218785139
309,991020,-1.6414203976055166,-1.455409792430663,-0.12060595003372399,-1.2713729376377108,-1.6696848063280525,-1.4876240899291473,-1.237099549901868,-1.4451499671153987,0.8515127997846321,-1.2156567741188384,-1.319725010722193,-1.1993985018293165,-0.9046665083696566,-0.608893248948285,2.475712967889594,2.1827259445068274,-0.1720950615399436,0.34164307308687464,-0.6563011798935275,-1.4324117865372517,-1.671211808450465,0.3652299213654361,0.926730431249641,1.5856530699675369,0.08640335059316546,1.166366254445862,-0.5030258533987091,1.1890334659539226,0.6180411816321975,0.5506077927168578,-1.1593188882758299,0.741591978821695,0.6389225637862367,-0.005480564261990533,0.2574123448410362,0.1733286505964861,-0.08228922974731305,2.1058478234811786,1.6758902669207163,1.165571548226765,1.2809689986163468,-0.44340280411947197,-0.4395116608163587,-0.6284329818045981,-0.5494681329783042,-0.6431106402160235,0.14930718346865426,-0.7698418403732652,-0.890578989091634,-1.7754685293377899,-2.0058018074917605,3.513043073657023,1.3502996201540594,-0.6797835288716282,-1.2310285551580935,-1.2770773046953365,-0.6177608828489162,-0.7264287052044949,-0.6376768580088966,-1.2804486916340772,-1.0481062318028331,-1.1241506058474142,0.029711535786228142,-1.8620505716343008,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5641764842266657,-1.4722845835541525,-2.140764519464693,1.071953818747891,0.6091729058024585,-0.05931456378076719,1.6335110027050133,0.7585663228903511,0.049410580169465534
364,992016,-1.6467483700423557,-1.3365477500818959,-0.8811591165277223,-1.0628445102070558,-1.6809116691726071,-0.9561927321423888,-1.5066725888531718,-1.28180562002582,0.3866536146645588,-1.2156567741188384,-1.319725010722193,-1.1993985018293165,-0.9046665083696566,-0.608893248948285,2.475712967889594,2.1827259445068274,-0.1720950615399436,0.34164307308687464,-0.6563011798935275,-1.4324117865372517,-1.671211808450465,0.3652299213654361,0.926730431249641,1.5856530699675369,0.35407085639141406,1.1872036505422294,-0.2678555974857948,1.0469416161487413,0.6180411816321975,0.5506077927168578,-1.1436240641246969,0.741591978821695,0.6306746071281032,-0.005480564261990533,0.10737884815112098,0.17162897142022956,0.03924667936414309,2.1058478234811786,1.6758902669207163,1.165571548226765,1.2809689986163468,-0.44340280411947197,-0.4395116608163587,-0.6284329818045981,-0.5494681329783042,-0.6431106402160235,0.14930718346865426,-0.7698418403732652,-0.890578989091634,-1.7754685293377899,-2.0058018074917605,3.513043073657023,1.3502996201540594,-0.6797835288716282,-1.2310285551580935,-1.2770773046953365,-0.6177608828489162,-0.7264287052044949,-0.6376768580088966,-1.2804486916340772,-1.0481062318028331,-1.1241506058474142,0.029711535786228142,-1.8620505716343008,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5641764842266657,-1.4722845835541525,-2.140764519464693,1.071953818747891,0.6091729058024585,-0.05931456378076719,1.6335110027050133,0.7585663228903511,0.049193088907788174
635,993012,-1.3777503806740228,-1.169417331332261,-0.13752774408715204,-1.2105071918833756,-1.7088561131812465,-0.8946654884264734,-1.2855923883820168,-1.4242595580237853,0.5716117017007123,-1.2156567741188384,-1.319725010722193,-0.9687072857935758,-0.12241950541066879,-0.676858025188171,2.5696642670566168,2.4227877653335073,-0.3394778598572271,0.6324989407575583,-0.9104547083843479,-1.49487419949126,-1.5469851406826263,0.4002043259826643,0.8672572276289492,1.4591607362575232,0.35407085639141406,1.1872036505422294,-0.2678555974857948,1.0469416161487413,0.6393014138883811,0.8061105070603048,-1.1436240641246969,0.5972112920643451,0.6306746071281032,0.10456209047278575,0.10737884815112098,0.17162897142022956,0.03924667936414309,2.1020038557202954,1.6758902669207163,1.803688122601732,2.029354615408191,-0.4292663655327149,0.1697560523672702,-0.7668186629583351,-0.32538924327151136,-0.6431106402160235,-0.07596129479029423,-0.7671612881970017,-0.8487560981777481,-1.7647180500250546,-1.7941866182995279,3.7678327165435106,1.366847071842301,-0.6797835288716282,-1.2310285551580935,-1.2770773046953365,-0.8328497527892837,-0.6000309322211165,-0.6418681679318073,-1.2443586390968344,-1.0481062318028331,-1.0704061474579136,0.029711535786228142,-1.8620505716343008,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5641764842266657,-1.4722845835541525,-2.140764519464693,1.071953818747891,0.6091729058024585,-0.05931456378076719,2.882999029741038,0.7585663228903511,0.04885785379615426
897,994009,-1.2950855688007201,-2.0148612362414746,-0.4369677128267877,-1.1220566957966636,-1.7186800368963882,-0.8485129933929682,-1.5752787300985585,-1.3266769781029142,0.6173026428280863,-1.2156567741188384,-1.319725010722193,-0.9687072857935758,-0.12241950541066879,-0.676858025188171,2.5696642670566168,2.4227877653335073,-0.3394778598572271,0.6324989407575583,-0.9104547083843479,-1.49487419949126,-1.5469851406826263,0.4002043259826643,0.8672572276289492,1.4591607362575232,0.7506807250099523,1.120658558576072,0.0831728222209673,0.8919361704857596,0.6393014138883811,0.8061105070603048,-1.0807471030853915,0.5972112920643451,0.5897896746332729,0.10456209047278575,-0.05117619077758992,0.22874267209481475,0.1559667101873439,2.1020038557202954,1.6758902669207163,1.803688122601732,2.029354615408191,-0.4292663655327149,0.1697560523672702,-0.7668186629583351,-0.32538924327151136,-0.6431106402160235,-0.07596129479029423,-0.7671612881970017,-0.8487560981777481,-1.7647180500250546,-1.7941866182995279,3.7678327165435106,1.366847071842301,-0.6797835288716282,-1.2310285551580935,-1.2770773046953365,-0.8328497527892837,-0.6000309322211165,-0.6418681679318073,-1.2443586390968344,-1.0481062318028331,-1.0704061474579136,0.029711535786228142,-1.8620505716343008,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5641764842266657,-1.4722845835541525,-2.140764519464693,1.071953818747891,0.6091729058024585,-0.05931456378076719,2.882999029741038,0.7585663228903511,0.048516109132407566
968,995006,-1.800826903488698,-1.920017575666718,-0.7574280176742938,-1.1228998564672805,-1.4770841650566833,-0.7484384442438066,-1.085390501413525,-1.1767917790056983,0.4989268664790072,-1.2156567741188384,-1.319725010722193,-0.6785186332389312,0.13451999497610026,-0.7178694713833795,2.718431723680247,2.6560067274705674,-0.42239477287335575,0.8171211097887343,-1.1056156138718487,-1.5248136500935514,-1.423072164512941,0.5133964433685793,0.8458540637730285,1.4026333376920261,0.9877894156352971,1.0383949237417136,0.3327560982840579,0.7811243984197591,0.6398730675731104,0.9487561957748644,-1.0226298425382083,0.6081772333935502,0.5367102325491606,0.1974378231470299,-0.13897525248074116,0.33197781913700036,0.24193307809491138,2.07673244660851,1.661715796280934,2.322184965771448,2.1751911490134614,-0.41042777509742134,1.149169534383291,-0.9736931313613936,-0.10715850672207461,-0.7486433378161677,-0.13204995336037742,-0.7278725286345958,-0.7893047873049459,-1.7937780972001136,-1.6269316131528675,3.941791676216332,1.4408843297968008,-0.6929318645470353,-1.5469485529351545,-1.2566289955204615,-0.9419747550994777,-0.48187224903961795,-0.655881961043922,-1.2189548947299982,-1.0481062318028331,-1.0863601512486327,-0.02693743854244613,-1.8620505716343008,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5962613458294408,-1.429784361059147,-2.2900829390572426,1.0174755980582435,0.45769241969586405,-0.05931456378076719,3.470725338844453,0.7492358304335042,0.04824116141682522
1130,996004,-1.6704546892591612,-1.6301650878292038,-0.37059706522426206,-1.1841111349662554,-1.5591172426373225,-0.9111560680628497,-1.226389716354639,-1.364505670255839,0.7630367920246974,-1.2156567741188384,-1.319725010722193,-0.9672642707288422,-0.06720324900419969,-0.6999841154776638,2.501114093483302,2.477504548795835,-0.3983700705330414,0.5906480125609652,-0.8847294885573947,-1.6298160763034009,-1.6077960280875352,0.32652043629493915,0.7852233240821016,1.1829035832613972,0.7607367414843536,1.1347350654986814,0.13339861266581698,0.8426378488809813,0.6616465123940821,0.8144219962115519,-1.1084779588561897,0.4601170647724051,0.6140948620903087,0.10817985680351658,-0.11341062576435398,0.10882454999834792,0.227611292430217,2.2218255128089326,1.76931455480717,2.335318271094026,2.3956876620827,-0.49823908121534616,0.608987496815583,-0.8028783514477795,-0.33289696386205037,-0.6431106402160235,-0.14078632256467224,-0.8056526997983656,-0.8907712531932678,-1.757132260685949,-1.6819534514092433,3.8994710607108436,1.2885186037181824,-0.6797835288716282,-1.2310285551580935,-1.2770773046953365,-0.814080515773142,-0.6094217169926704,-0.6343961003783911,-1.3006775317912191,-1.0481062318028331,-1.0220603991915558,0.029711535786228142,-1.8620505716343008,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5641764842266657,-1.4722845835541525,-2.140764519464693,1.071953818747891,0.6091729058024585,-0.05931456378076719,3.2454466010080614,0.7585663228903511,0.04703591821989839
1292,997002,-1.411071942334513,-1.7977941698470596,0.015094443687387134,-1.0225114726375986,-1.448414837737051,-0.9921439508080016,-1.2119415900425785,-1.346961312147658,0.5326794723934899,-1.2156567741188384,-1.319725010722193,-0.9672642707288422,-0.06720324900419969,-0.6999841154776638,2.501114093483302,2.477504548795835,-0.3983700705330414,0.5906480125609652,-0.8847294885573947,-1.6298160763034009,-1.6077960280875352,0.32652043629493915,0.7852233240821016,1.1829035832613972,0.7607367414843536,1.1347350654986814,0.13339861266581698,0.8426378488809813,0.6616465123940821,0.8144219962115519,-1.1084779588561897,0.4601170647724051,0.6140948620903087,0.10817985680351658,-0.11341062576435398,0.10882454999834792,0.227611292430217,2.2218255128089326,1.76931455480717,2.335318271094026,2.3956876620827,-0.49823908121534616,0.608987496815583,-0.8028783514477795,-0.33289696386205037,-0.5566663729697006,-0.14078632256467224,-0.8056526997983656,-0.8907712531932678,-1.757132260685949,-1.6819534514092433,3.8994710607108436,1.2885186037181824,-0.6797835288716282,-1.2310285551580935,-1.2770773046953365,-0.814080515773142,-0.6094217169926704,-0.6343961003783911,-1.3006775317912191,-1.0481062318028331,-1.0220603991915558,0.029711535786228142,-1.8620505716343008,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5641764842266657,-1.4722845835541525,-2.140764519464693,1.071953818747891,0.6091729058024585,-0.05931456378076719,3.2454466010080614,0.7585663228903511,0.0467342099269148
1487,998001,-1.3348816817846798,-1.8091375412147022,-0.6373093868071198,-1.4337952647931256,-1.4030061414500914,-1.1174833213489248,-1.1601586157628982,-1.3802170471943878,0.3972018965252971,-1.2156567741188384,-1.319725010722193,-1.3867853707320834,-0.5896170847917673,-0.7084081081817634,2.193604819501837,2.341881121188397,-0.40731324179885925,0.17979218166938934,-0.5742363772589342,-1.983041255710741,-1.8791131572554263,0.1227985787202843,0.6857501254644451,0.9393667515817954,0.3846472147168443,1.2307125451622516,-0.006681487172576768,0.8725762161322708,0.7061089141122272,0.589926516297232,-1.2776565336835555,0.21723485884357036,0.7259075533414706,-0.007783081441603572,-0.11029322672946294,-0.12594672041281035,0.24257155791395899,2.6503258326148638,2.021148822134011,2.57720911940825,3.3612985826248187,-0.6549891112832572,0.4002131045374922,-0.6607926077617385,-0.6481994998864564,-0.5308290638335089,-0.2975404924506456,-0.8614044135687636,-0.9905087596174984,-1.6676975950713404,-1.664763562646924,3.9107654312130795,1.0387029195605613,-0.6848704133692267,-0.8266522006292095,-1.310182387768996,-0.556674620229884,-0.7876767305897668,-0.5699395785921731,-1.4575695135484645,-1.0481062318028331,-0.8908077884289226,0.1526561382436607,-2.2447098775657284,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5264645706489395,-1.4690938664236193,-1.9085316255039482,1.191507807553677,0.7350871948208451,-0.05931456378076719,3.3019554252998033,0.7454252184247682,0.04634962671548437
1678,999000,-1.9238488116705774,-1.8099237852038226,-0.9922535221597459,-0.8415333119487777,-1.68126914338646,-0.8421690047375041,-1.1836435677286776,-0.9104582764511813,0.4681744526969172,-1.2156567741188384,-1.319725010722193,-1.3864187084524027,-0.5896170847917673,-0.7084081081817634,2.193604819501837,2.341881121188397,-0.40731324179885925,0.17979218166938934,-0.5742363772589342,-1.983041255710741,-1.8791131572554263,0.1227985787202843,0.6857501254644451,0.9393667515817954,0.37679446484313156,1.2420449422489783,0.07114110537962838,0.8591939935382764,0.7061089141122272,0.589926516297232,-1.2743918149485394,0.21723485884357036,0.7326984210148342,-0.007783081441603572,-0.11860977739262363,-0.13404767390811384,0.2439873758650002,2.6503258326148638,2.021148822134011,2.57720911940825,3.3612985826248187,-0.6549891112832572,0.4002131045374922,-0.6607926077617385,-0.6481994998864564,-0.45411811166346233,-0.2975404924506456,-0.8614044135687636,-0.9905087596174984,-1.6676975950713404,-1.664763562646924,3.9107654312130795,1.0387029195605613,-0.6848704133692267,-0.8266522006292095,-1.310182387768996,-0.556674620229884,-0.7876767305897668,-0.5699395785921731,-1.4575695135484645,-1.0481062318028331,-0.8908077884289226,0.1526561382436607,-2.2447098775657284,4.990648940296953,-1.1505026318956366,-0.5104200961373696,-0.26603651116817223,-1.5264645706489395,-1.4690938664236193,-1.9085316255039482,1.191507807553677,0.7350871948208451,-0.05931456378076719,3.3019554252998033,0.7454252184247682,0.0460217006127186
