,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Gender Inequality Index (GII),y
138,990025,-0.8729844480934332,-0.25199921469742126,0.5174420318148144,0.21086333877670574,-0.44833215127637904,-0.7828805642574266,-0.5806891536364645,-0.7658170817459625,-0.05765161621237647,0.3399644333269214,-0.053523071508837644,1.333256634908729,-0.9601734122166116,-0.10061847733490673,0.28097807961549187,0.466507117053385,0.19684040397195834,-0.39908678778932327,-0.015220524583826072,-0.3138727896544658,-0.5260450787205886,1.304127929417761,1.1913077954721307,1.0899712064539175,0.8771937815042711,0.22756023216664947,0.536983179169138,-0.08881509801813822,-0.9252382047157734,-2.080701850494305,-0.19468645945764138,0.6986240190033468,-0.9417142583168854,-0.7621138446461895,-2.708425293279049,1.0600944620154735,0.7901936828050298,0.9719038580866544,0.13698443366380067,0.5754501390631199,0.030754039099930852,0.47899438765010915,0.32342348825288547,0.23732040756104275,-0.684459777335678,-0.6323242447724303,0.07250928193254333,-0.6480532107860736,-0.5967298284281883,-0.5640365942181625,-0.0896799932021953,-0.3420650664042391,-0.636664932363298,0.6201851531906563,-0.24364820034780993,0.022651207649575244,0.03103248492977237,-0.6605092277830423,-0.3510713735008741,-0.024548983041233843,-0.4253951514317685,-0.7095386600797089,-1.245721898011966,-0.0269325920984092,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.5843060851677396,-0.09565153187902828,-1.5980751542677183,-0.07966131638911157,-0.4352591728380036,-0.010451662257990966,0.6429352828141693,0.5465755326569073,0.0558201070927139
354,991020,-0.06694202702730602,-0.6054358256519047,0.35806929858120545,0.29377446594983514,-0.4475513448698177,-0.36737864857041147,-0.7281038690308178,-0.516512061185234,0.14812783630548423,0.3399644333269214,-0.053523071508837644,1.0811809663171192,-0.8191868258550241,0.056824142026756334,0.2347935952432776,0.5048030997976795,0.1628391420535408,-0.1671810357370848,0.03848668075857993,-0.1898451881931976,-0.4761829840970709,0.9808154973692251,0.9581139189137278,0.7428355874260041,1.2330099818838343,0.23734661118156045,0.5077693207115552,-0.03064939478131932,-1.1893880040602043,-1.9581895141613443,-0.10885065972505423,0.5273071202030214,-0.9531058065239038,-0.8013891990664936,-2.9401217289483603,1.3157329296896256,0.890713027436122,0.7551711697484669,0.005768154386490187,0.28909776592661784,-0.09612387065414214,0.47771869746942097,0.15539218091676749,-0.09343506037690318,-0.8158906785660445,-0.6323242447724303,0.1868550153431247,-0.7008561436620104,-0.4075216049283557,-0.5640365942181625,-0.0896799932021953,-0.23492943660597884,-0.58493446501459,0.6201851531906563,-0.24364820034780993,0.022651207649575244,0.09224059273769665,-0.5433433044545452,-0.31669304675895904,0.05009609072594193,-0.4253951514317685,-0.6325019011010805,-1.245721898011966,-0.10923848812325014,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.5843060851677396,-0.09565153187902828,-1.5980751542677183,-0.07966131638911157,-0.4352591728380036,-0.0015050089983681492,0.33771517315201843,0.5465755326569073,0.05575399356926592
505,992016,-0.24019367150443655,0.15359209496645812,-0.3984690267210906,0.30720788290434486,-0.3178435332772956,-0.6620009834143115,-0.5136392374384836,-0.702153887977583,-0.08089850229649166,0.3399644333269214,-0.053523071508837644,1.0811809663171192,-0.8191868258550241,0.056824142026756334,0.2347935952432776,0.5048030997976795,0.1628391420535408,-0.1671810357370848,0.03848668075857993,-0.1898451881931976,-0.4761829840970709,0.9808154973692251,0.9581139189137278,0.7428355874260041,0.8771937815042711,0.22756023216664947,0.536983179169138,-0.08881509801813822,-1.1893880040602043,-1.9581895141613443,-0.19468645945764138,0.5273071202030214,-0.9417142583168854,-0.8013891990664936,-2.708425293279049,1.0600944620154735,0.7901936828050298,0.7551711697484669,0.005768154386490187,0.28909776592661784,-0.09612387065414214,0.47771869746942097,0.15539218091676749,-0.09343506037690318,-0.8158906785660445,-0.6323242447724303,0.1868550153431247,-0.7008561436620104,-0.4075216049283557,-0.5640365942181625,-0.0896799932021953,-0.23492943660597884,-0.58493446501459,0.6201851531906563,-0.24364820034780993,0.022651207649575244,0.09224059273769665,-0.5433433044545452,-0.31669304675895904,0.05009609072594193,-0.4253951514317685,-0.6325019011010805,-1.245721898011966,-0.10923848812325014,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.5843060851677396,-0.09565153187902828,-1.5980751542677183,-0.07966131638911157,-0.4352591728380036,-0.0015050089983681492,0.33771517315201843,0.5465755326569073,0.055921005126828516
620,993012,0.018721591498542176,-0.3541787790680969,0.0906930452255142,0.17785063832097264,-0.4173813970095326,-0.3851372292247676,-0.0942590151548186,-0.07491985889835515,-0.1397814685808375,0.3399644333269214,-0.053523071508837644,0.8193722284879386,-0.7219834367756676,0.2984256084057343,0.16135703247744837,0.6388966346666426,0.06067838973612098,0.036260721442731375,0.18798595630930579,0.009823505213573716,-0.4452156468256213,0.6176508008836196,0.8272664601359888,0.33602196351010283,0.8771937815042711,0.22756023216664947,0.536983179169138,-0.08881509801813822,-1.3896502092047927,-1.8732795872456485,-0.19468645945764138,0.4008516063640475,-0.9417142583168854,-0.8529814160772529,-2.708425293279049,1.0600944620154735,0.7901936828050298,0.425863358574616,-0.0883959648699051,-0.04214827244490142,-0.2672936864623171,0.49550682998499257,-0.31989194500490753,-0.560678949109644,-1.0354490608823381,-0.6323242447724303,0.21175831797634012,-0.7932691864805571,-0.31211323798158735,-0.5640365942181625,-0.0896799932021953,-0.1520299384298818,-0.4638910828737501,0.6201851531906563,-0.24364820034780993,0.022651207649575244,0.16920835738112813,-0.42247855269874246,-0.3197498766853814,0.05487301154578076,-0.4253951514317685,-0.5547253254292651,-1.245721898011966,-0.2397509616381002,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.5843060851677396,-0.09565153187902828,-1.5980751542677183,-0.07966131638911157,-0.4352591728380036,0.0674464353945396,-0.24199763080204184,0.5465755326569073,0.05584066894849826
783,994009,-0.13552081868903745,0.06558742313931096,-0.016316922905785895,0.4592555224331405,-0.41099174448883025,-0.7959953278931083,-0.08006990528469436,-0.5344356296019042,-0.2392096099788224,0.3399644333269214,-0.053523071508837644,0.8193722284879386,-0.7219834367756676,0.2984256084057343,0.16135703247744837,0.6388966346666426,0.06067838973612098,0.036260721442731375,0.18798595630930579,0.009823505213573716,-0.4452156468256213,0.6176508008836196,0.8272664601359888,0.33602196351010283,0.24196403157677612,0.1631788149361196,0.4999744255773945,-0.15207388394263688,-1.3896502092047927,-1.8732795872456485,-0.24191855280129956,0.4008516063640475,-0.9195268126487609,-0.8529814160772529,-2.390663578620979,0.9028418757299589,0.6885450962230548,0.425863358574616,-0.0883959648699051,-0.04214827244490142,-0.2672936864623171,0.49550682998499257,-0.31989194500490753,-0.560678949109644,-1.0354490608823381,-0.6323242447724303,0.21175831797634012,-0.7932691864805571,-0.31211323798158735,-0.5640365942181625,-0.0896799932021953,-0.1520299384298818,-0.4638910828737501,0.6201851531906563,-0.24364820034780993,0.022651207649575244,0.16920835738112813,-0.42247855269874246,-0.3197498766853814,0.05487301154578076,-0.4253951514317685,-0.5547253254292651,-1.245721898011966,-0.2397509616381002,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.5843060851677396,-0.09565153187902828,-1.5980751542677183,-0.07966131638911157,-0.4352591728380036,0.0674464353945396,-0.24199763080204184,0.5465755326569073,0.055725198048394035
910,995006,-0.13862352328812844,0.05239592332701296,0.870558251089563,0.09396298054901178,0.19729970194217553,-0.4906199097796288,-0.22513360780799427,-0.37732120997027224,-0.02607334374499743,0.3399644333269214,-0.053523071508837644,0.5632309354111386,-0.7392566188544372,0.609974070838558,0.11407680060224423,0.7243792994936994,-0.046399482498089284,0.024750206335293724,0.42448322703595603,0.13991969536092327,-0.4641104041776902,0.34843135971879796,0.7551495995463327,0.12136733998748556,-0.14792425708898135,0.022741887079794142,0.4273155085555923,-0.16243853212402504,-1.514244690435153,-1.8448409423951482,-0.27753670738097674,0.34735870278397485,-0.9002785549331301,-0.8910943871730872,-2.2493353927351625,0.9738794812428545,0.659693512477088,0.3132882357389531,-0.13996885826677388,-0.296249961914562,-0.41969284460579226,0.5234647189390377,-0.6667517740839374,-0.824597521377004,-1.2072178304697112,-0.5770409802735347,0.1291076970080325,-0.8912454287296168,-0.16305543321560562,-0.7614385342032708,-0.16828897233654697,0.03475083439620276,-0.38449121956988197,0.5867704062996985,-0.22577147508253573,0.022651207649575244,0.2234518965383511,-0.342444091583561,-0.36126080658894877,-0.01601876729152156,-0.6249291125920532,-0.5150972209001707,-1.6363832378394445,-0.3106553606089525,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.7424395850080564,-0.18587010135889143,-1.7725912663492982,-0.07863335193130823,-0.6979248245769696,0.10843013841943605,-0.47189703248209997,0.6142920354960419,0.055674728811316083
1255,996004,0.011803698275707418,-0.018954437375153663,0.13745787901409454,0.5038731524443957,-0.09276484463906122,-0.5477481854663117,0.2120211544829667,0.06696416162734202,-0.16091249236999672,0.3399644333269214,-0.053523071508837644,0.8696393949429839,-0.4368406878099011,0.3866193579173903,0.12664762151668188,0.5238934959058935,0.08362004349122992,0.07733933051373068,0.11767825551173441,0.07215075684120124,-0.4206455698498614,0.053979268958913085,0.5916539593196023,0.18416889067547731,0.2126936519454712,0.1631788149361196,0.5391936529545822,-0.1730953565564622,-1.4247741533555915,-1.8317325140971354,-0.2663220460183996,0.21444074720638961,-0.9349707187459738,-0.8163571757665258,-2.2901658015734596,0.8035366208033562,0.6369490331753391,0.2795418513934999,-0.12973317271421506,-0.23500914469954765,-0.2904682937325604,0.47300222030157874,-0.377511537178265,-0.6811110385377943,-1.0560538573253309,-0.6323242447724303,0.3720738980719808,-0.7930491379968347,-0.22260274247839948,-0.5640365942181625,-0.0896799932021953,-0.18755288185049346,-0.47220385473814047,0.6201851531906563,-0.24364820034780993,0.022651207649575244,0.1718924720547376,-0.39437086750610006,-0.2831782381412713,0.14259334737543228,-0.4253951514317685,-0.4834425731994253,-1.245721898011966,-0.323461615777388,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.5843060851677396,-0.09565153187902828,-1.5980751542677183,-0.07966131638911157,-0.4352591728380036,-0.0011009907658191965,-0.48182563198992895,0.5465755326569073,0.055600910971263406
1315,997002,-0.22035216110574837,-0.15252877945564575,0.4838921892698182,0.4795413409483556,-0.0757885081759066,-0.2140999070638544,0.31605060547530955,-0.2071137225443718,-0.18843181773515155,0.3399644333269214,-0.053523071508837644,0.8696393949429839,-0.4368406878099011,0.3866193579173903,0.12664762151668188,0.5238934959058935,0.08362004349122992,0.07733933051373068,0.11767825551173441,0.07215075684120124,-0.4206455698498614,0.053979268958913085,0.5916539593196023,0.18416889067547731,0.2126936519454712,0.1631788149361196,0.5391936529545822,-0.1730953565564622,-1.4247741533555915,-1.8317325140971354,-0.2663220460183996,0.21444074720638961,-0.9349707187459738,-0.8163571757665258,-2.2901658015734596,0.8035366208033562,0.6369490331753391,0.2795418513934999,-0.12973317271421506,-0.23500914469954765,-0.2904682937325604,0.47300222030157874,-0.377511537178265,-0.6811110385377943,-1.0560538573253309,-0.6278851351479418,0.3720738980719808,-0.7930491379968347,-0.22260274247839948,-0.5640365942181625,-0.0896799932021953,-0.18755288185049346,-0.47220385473814047,0.6201851531906563,-0.24364820034780993,0.022651207649575244,0.1718924720547376,-0.39437086750610006,-0.2831782381412713,0.14259334737543228,-0.4253951514317685,-0.4834425731994253,-1.245721898011966,-0.323461615777388,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.5843060851677396,-0.09565153187902828,-1.5980751542677183,-0.07966131638911157,-0.4352591728380036,-0.0011009907658191965,-0.48182563198992895,0.5465755326569073,0.05544317968453194
1531,998001,0.2039127082175128,-0.0537845096400506,0.24784261596497556,0.28002582561901496,0.1429379798439919,-0.16233503235282626,0.19700755538111808,0.09801100882482033,0.0611598114904858,0.3399644333269214,-0.053523071508837644,1.3768568352924209,0.043502959746274286,0.2399753162794331,0.1403390598544034,-0.0003747311203702397,0.15352076530898512,0.14568814576153846,-0.2224624053075993,0.014546852733729219,-0.3530227974983466,-0.5954722260449573,0.26546429906141095,-0.014514228260303255,0.6220188390817702,0.22315539449595082,0.7339128742593841,-0.18784788893244733,-1.4110830400951369,-1.7858234056497653,-0.2684594009269921,-0.05035181624022336,-0.986528537290804,-0.6728741932798854,-2.2256199403330292,0.17318423664498525,0.545433101706918,0.08819340661722502,-0.15101058134395998,-0.32204702341686603,-0.18205714535291295,0.42877856588247526,-0.04384233378069114,-0.5215682243319403,-0.8373671995380169,-0.8067685004845999,1.002245429756913,-0.6550226888377197,-0.19006872792641058,-0.4015557260953874,0.1554072403369903,-0.4374855540909986,-0.6237804052553391,0.6334800556680112,-0.3024002538504987,0.022651207649575244,0.1170945088621153,-0.378483209377387,-0.15892518071275247,0.611676844350706,-0.1799545946892659,-0.36930903175604923,-0.8466184195735184,-0.36891799768958594,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.3776000077971978,0.025758152749288495,-1.4278339108704758,-0.0886637010574662,-0.15510827499185864,-0.29318400192649985,-0.6167718536373723,0.4948075845506733,0.05520749124419977
1676,999000,0.01702931785087763,0.13444931712444355,-0.09309129242354466,0.33925557828955116,0.5246945401988392,-0.39741863282704754,0.039703885944044934,-0.8120551423133363,0.06992506048034942,0.3399644333269214,-0.053523071508837644,1.3683555529488902,0.043502959746274286,0.2399753162794331,0.1403390598544034,-0.0003747311203702397,0.15352076530898512,0.14568814576153846,-0.2224624053075993,0.014546852733729219,-0.3530227974983466,-0.5954722260449573,0.26546429906141095,-0.014514228260303255,0.6307223025403839,0.2593183747046359,0.7401921229491064,-0.19348024258261656,-1.4110830400951369,-1.7858234056497653,-0.27102877798382763,-0.05035181624022336,-1.0001506069641983,-0.6728741932798854,-2.198191467919368,0.053124980527339216,0.5188756800080633,0.08819340661722502,-0.15101058134395998,-0.32204702341686603,-0.18205714535291295,0.42877856588247526,-0.04384233378069114,-0.5215682243319403,-0.8373671995380169,-1.0021126071248125,1.002245429756913,-0.6550226888377197,-0.19006872792641058,-0.4015557260953874,0.1554072403369903,-0.4374855540909986,-0.6237804052553391,0.6334800556680112,-0.3024002538504987,0.022651207649575244,0.1170945088621153,-0.378483209377387,-0.15892518071275247,0.611676844350706,-0.1799545946892659,-0.36930903175604923,-0.8466184195735184,-0.36891799768958594,-0.14143156891943232,-0.9689076729901575,-0.6677818528816103,-0.4615587279673985,-0.3776000077971978,0.025758152749288495,-1.4278339108704758,-0.0886637010574662,-0.15510827499185864,-0.29318400192649985,-0.6167718536373723,0.4948075845506733,0.05501987375891682
