,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
41,990025,0.40832250201728315,0.059861950123373774,0.057365440777559805,-0.07550549617901482,-0.361032564841136,-0.37844420719857297,-0.2613718164526524,-0.6892852900714013,0.053896857586198395,0.500534824940695,0.18757038802957568,0.7152999639130084,1.1333087456476567,-0.43186568684022886,-0.14465784775064516,0.08146267060433167,0.08985095398261586,-0.15000223439075264,0.5468531390709438,-0.14950674088073956,-0.007915617431282957,-0.6448146025516118,-0.25538703226732284,-0.4042803906092786,0.7622781048871421,-0.24042333085491452,0.6915489921516818,-0.3444789639869201,-0.04785047900676661,-0.4656201512240632,-0.39973024213824937,0.13157942512535964,-0.1382670889574288,-0.41660219242313534,-0.7431476672065663,0.2779033720534069,0.4568214114746254,-0.013222890108477672,0.569195786780816,0.21262863111953786,0.31081298831323223,-0.030548651856195794,0.8824144847413007,-0.7507428521151988,1.0963727866822515,-0.930264330640873,-1.1347652389915373,-0.5043975036983478,0.1909609865371442,-0.6111004364903606,-0.5602552031106843,0.022957529229831287,0.3300460805368412,0.014389560102276749,0.5473547419904312,0.2620676919014948,-0.2040011000265807,-0.35380486564489155,-0.2915788081911062,0.6566308767398059,-0.10349323105912739,-0.21848237881283425,-1.1092667920860109,1.033495210612506,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.32118086153105635,-0.22441448071197986,-0.26093429100802235,-0.08882827086201797,-0.20556269765759555,0.6188607475220854,1.7057770657418019,0.18011357456943528,0.076159812509759
320,991020,-0.08862437260056555,-0.1441431675158613,0.22271509241677417,0.14927843626495146,0.2222603877185306,-0.5331212161460456,-0.04065393236758468,-0.253183499946435,-0.41297673666299245,0.500534824940695,0.18757038802957568,0.6493040536407025,0.7854673121297685,-0.2952810787522606,-0.11389552660302688,0.011466914885020463,0.08318988932450194,-0.13238414613491187,0.5200053732231059,-0.19336029520093348,-5.746558681353681e-05,-0.21151705187290934,-0.27416750021598857,-0.32534140391105093,0.5695494095203554,-0.3172529707804707,0.8026522834758244,-0.4303396078423668,0.02028679048473938,-0.5510079161169538,-0.5408930071931598,0.26802883870095234,-0.049627682385717596,-0.2863653732731077,-0.8971318347189209,0.5129722665167671,0.4074825053395813,0.06409110421433986,0.5062021443541275,0.20895580969897698,-0.008757104241948737,-0.17459924419387957,0.37418534065629466,-0.3932630254830458,1.030789371598073,-0.930264330640873,-0.9869557370726835,-0.45527382214213996,0.038745004735816796,-0.4006064579511876,-0.40674150471517934,-0.03311787285604746,0.29663407626992144,0.014389560102276749,0.5473547419904312,0.2620676919014948,0.2650867738148172,-0.3077084263267337,-0.2784013510413644,0.3897650505996726,-0.10349323105912739,-0.3608178103015234,-1.1092667920860109,0.7435634904908719,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.32118086153105635,-0.22441448071197986,-0.26093429100802235,-0.08882827086201797,-0.20556269765759555,0.8031875877291228,1.290833252322583,0.18011357456943528,0.0756053608102748
533,992016,0.23076681043435504,-0.06305487549005051,-0.425385885912279,0.1874880706002802,0.0799901677719288,-0.4566488144881706,-0.10620489775441583,-0.5785500432160079,-0.1261451756929346,0.500534824940695,0.18757038802957568,0.6493040536407025,0.7854673121297685,-0.2952810787522606,-0.11389552660302688,0.011466914885020463,0.08318988932450194,-0.13238414613491187,0.5200053732231059,-0.19336029520093348,-5.746558681353681e-05,-0.21151705187290934,-0.27416750021598857,-0.32534140391105093,0.7622781048871421,-0.24042333085491452,0.6915489921516818,-0.3444789639869201,0.02028679048473938,-0.5510079161169538,-0.39973024213824937,0.26802883870095234,-0.1382670889574288,-0.2863653732731077,-0.7431476672065663,0.2779033720534069,0.4568214114746254,0.06409110421433986,0.5062021443541275,0.20895580969897698,-0.008757104241948737,-0.17459924419387957,0.37418534065629466,-0.3932630254830458,1.030789371598073,-0.930264330640873,-0.9869557370726835,-0.45527382214213996,0.038745004735816796,-0.4006064579511876,-0.40674150471517934,-0.03311787285604746,0.29663407626992144,0.014389560102276749,0.5473547419904312,0.2620676919014948,0.2650867738148172,-0.3077084263267337,-0.2784013510413644,0.3897650505996726,-0.10349323105912739,-0.3608178103015234,-1.1092667920860109,0.7435634904908719,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.32118086153105635,-0.22441448071197986,-0.26093429100802235,-0.08882827086201797,-0.20556269765759555,0.8031875877291228,1.290833252322583,0.18011357456943528,0.07576981746004086
677,993012,-0.057452709734423624,0.07197100976509323,-0.33408033471951626,0.2938331438155524,-0.07966155879584669,-0.23346849784297954,-0.1134579634540591,-0.4259617186490563,-0.08961550725083971,0.500534824940695,0.18757038802957568,0.6524346601356723,0.1790825804452205,-0.076038156709724,-0.05511587128559649,-0.08849656908881086,0.09041592048010254,-0.3159218755311004,0.5430456010303947,-0.28116781456316975,0.01574770306813549,0.2963534584399596,-0.3170368216821144,-0.21323652374497498,0.7622781048871421,-0.24042333085491452,0.6915489921516818,-0.3444789639869201,0.14532963358840598,-0.6180907639691735,-0.39973024213824937,0.5016350089731832,-0.1382670889574288,-0.16144712612572312,-0.7431476672065663,0.2779033720534069,0.4568214114746254,0.21776380529005504,0.5176383041575128,0.005026536389133116,-0.4283387772978882,-0.2306454326128183,-0.16680953761200323,0.008529082397706531,0.8825016918760737,-0.930264330640873,-0.7199770680026094,-0.4094977506997913,-0.1584468879682581,0.07138027875475599,-0.29525492556805377,-0.10324980277693899,0.30607879287012824,0.014389560102276749,0.5473547419904312,0.2620676919014948,0.778451893841336,-0.156337069522685,-0.2193306031350695,0.21863340842627696,-0.10349323105912739,-0.5452343039475045,-1.1092667920860109,0.46681347633064485,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.32118086153105635,-0.22441448071197986,-0.26093429100802235,-0.08882827086201797,-0.20556269765759555,1.0088167263208376,0.1336658640925957,0.18011357456943528,0.07565149198200727
801,994009,-0.0047280914298928655,0.275877142319346,-0.19801781576946212,-0.04067126856871791,-0.07866474072503783,-0.11208519257539025,-0.18074554640711554,-0.41297329484975553,-0.20750118979934748,0.500534824940695,0.18757038802957568,0.6524346601356723,0.1790825804452205,-0.076038156709724,-0.05511587128559649,-0.08849656908881086,0.09041592048010254,-0.3159218755311004,0.5430456010303947,-0.28116781456316975,0.01574770306813549,0.2963534584399596,-0.3170368216821144,-0.21323652374497498,1.105768646562913,-0.13279145738892845,0.6183636132310807,-0.23033689490126374,0.14532963358840598,-0.6180907639691735,-0.06806729092642498,0.5016350089731832,-0.22716532698516814,-0.16144712612572312,-0.6517407846550992,-0.08067669663944238,0.46830467324539965,0.21776380529005504,0.5176383041575128,0.005026536389133116,-0.4283387772978882,-0.2306454326128183,-0.16680953761200323,0.008529082397706531,0.8825016918760737,-0.930264330640873,-0.7199770680026094,-0.4094977506997913,-0.1584468879682581,0.07138027875475599,-0.29525492556805377,-0.10324980277693899,0.30607879287012824,0.014389560102276749,0.5473547419904312,0.2620676919014948,0.778451893841336,-0.156337069522685,-0.2193306031350695,0.21863340842627696,-0.10349323105912739,-0.5452343039475045,-1.1092667920860109,0.46681347633064485,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.32118086153105635,-0.22441448071197986,-0.26093429100802235,-0.08882827086201797,-0.20556269765759555,1.0088167263208376,0.1336658640925957,0.18011357456943528,0.07549662701213866
1023,995006,-0.07929116052060242,0.32858381288520955,-0.7818444808588487,0.45986528763642387,-0.33811702041372527,-0.2594752096025461,0.307490013203245,-0.47143244821259195,-0.23737999356908324,0.500534824940695,0.18757038802957568,0.7215611769029474,-0.2448383718172254,0.024890400748388605,0.010025455716276763,-0.1457270656998306,0.10886682544472263,-0.5869968281912011,0.6291396669541182,-0.3585722631717783,0.03598762883246437,0.5644008981933141,-0.337828035086795,0.026892225414090667,1.2851547046782106,-0.04817328711550612,0.5412759301879635,-0.1449844351282257,0.236337800774294,-0.6421539613614825,0.12243289523048922,0.7804854536593339,-0.27187327745506595,-0.10430657455467338,-0.6282880625087218,-0.30198243505789024,0.43619065976651644,0.4136457239907312,0.5964247386936381,-0.29719455215507207,-0.7933493092023971,-0.4308785691343314,-0.47007271092944414,0.3066048002025708,0.8315733586072535,-0.995462994160408,-0.6213447215490852,-0.4090306881934545,-0.27854351990112947,0.17554412468621186,-0.3068766141399442,-0.13643322059037682,0.35253350101352415,0.0002071891937873202,0.8421934520766315,0.2620676919014948,1.079411700039716,-0.05106215203679384,-0.16851475005299177,-0.05641763231600953,-0.10457315193595305,-0.7037889410390995,-1.6022197683025823,0.34162017521193816,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.421325743517009,-0.2187624437731109,-0.423651809191763,-0.14641151847192857,-0.2168135559261134,1.2236523316153645,-0.36059327038317646,0.19233547682883376,0.07540383467998503
1224,996004,0.08188790004534252,0.18332379856555436,0.2894476702196939,0.37629917543958946,0.2831980454526057,-0.2276358456960079,-0.13396983940081386,-0.14833509234554743,0.1919418328931243,0.500534824940695,0.18757038802957568,0.5506155092077916,-0.055246251840281174,-0.04355726773943063,-0.056025349983232,-0.09743225046461493,0.07024443190354174,-0.24836066748832383,0.43288351214746124,-0.25179823072057606,-0.007370796128546267,0.635283249373002,-0.33848208434208416,-0.17257413057432372,1.1141077948450933,-0.1366857225628614,0.39085613880982784,-0.22891529764722332,0.13578960002024013,-0.6383837795261079,-0.0338977994379057,0.5245432397029446,-0.31713987088980217,-0.1311449046936035,-0.573795463378188,-0.23288987872815725,0.5472243904237231,0.1182460389216563,0.45126809396317724,0.18305365023715126,-0.4094481410275916,-0.22360705844338977,-0.39750909925445577,0.15952258474267003,0.8609982702392585,-0.930264330640873,-0.6028505547043309,-0.3828178956136452,-0.24172949779610906,0.15788249129873486,-0.2240751962692755,-0.12810337532218097,0.2103151096181147,0.014389560102276749,0.5473547419904312,0.2620676919014948,0.84390693747905,-0.22859758653999473,-0.24228717317336101,0.0980807060314593,-0.10349323105912739,-0.622629432731524,-1.1092667920860109,0.35786225665749766,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.32118086153105635,-0.22441448071197986,-0.26093429100802235,-0.08882827086201797,-0.20556269765759555,1.1357117010429485,-0.07714553500545812,0.18011357456943528,0.07498311353948961
1310,997002,0.2183730990067974,0.13885934602764047,0.5408521886131193,0.24446662132906175,0.17907784626255507,-0.2558446637937912,0.0017656623371306798,-0.2165998182997873,-0.3374827476359644,0.500534824940695,0.18757038802957568,0.5506155092077916,-0.055246251840281174,-0.04355726773943063,-0.056025349983232,-0.09743225046461493,0.07024443190354174,-0.24836066748832383,0.43288351214746124,-0.25179823072057606,-0.007370796128546267,0.635283249373002,-0.33848208434208416,-0.17257413057432372,1.1141077948450933,-0.1366857225628614,0.39085613880982784,-0.22891529764722332,0.13578960002024013,-0.6383837795261079,-0.0338977994379057,0.5245432397029446,-0.31713987088980217,-0.1311449046936035,-0.573795463378188,-0.23288987872815725,0.5472243904237231,0.1182460389216563,0.45126809396317724,0.18305365023715126,-0.4094481410275916,-0.22360705844338977,-0.39750909925445577,0.15952258474267003,0.8609982702392585,-1.0608680468701195,-0.6028505547043309,-0.3828178956136452,-0.24172949779610906,0.15788249129873486,-0.2240751962692755,-0.12810337532218097,0.2103151096181147,0.014389560102276749,0.5473547419904312,0.2620676919014948,0.84390693747905,-0.22859758653999473,-0.24228717317336101,0.0980807060314593,-0.10349323105912739,-0.622629432731524,-1.1092667920860109,0.35786225665749766,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.32118086153105635,-0.22441448071197986,-0.26093429100802235,-0.08882827086201797,-0.20556269765759555,1.1357117010429485,-0.07714553500545812,0.18011357456943528,0.07478864714020672
1509,998001,-0.20898154433941585,-0.021152611956801067,-0.1377525268904398,0.1892056599633083,0.14481952611252985,-0.1253006432153848,-0.18267403455581488,0.06090594662045285,-0.22860196915018471,0.500534824940695,0.18757038802957568,0.21941308083675956,-0.039857793043944184,-0.11332269799067955,-0.12498036981879114,-0.027496340981268755,0.0310802105017198,0.03951407317257307,0.13404533473521157,-0.10943285411897306,-0.04713570906936937,0.9585225561581556,-0.36403597695554707,-0.2537977518225682,0.8359337174172303,-0.25743376193172957,0.227797043297178,-0.3359493804626776,-0.017957984442961376,-0.6667379890731752,-0.16898281420405745,0.32766565041863255,-0.3945330932041016,-0.1371868347650387,-0.4874229065907235,-0.17627464218930938,0.7193129723138314,-0.2952439267403172,0.265501261024624,0.6152989416456698,0.19366709665951531,-0.07147637286582992,-0.6481153560830504,0.0434319654636721,0.8895549491374907,-0.9271431446843783,-0.24296136202051533,-0.32781539551651323,-0.2821731661536352,0.22949698214708392,-0.08922837778488305,-0.14955195112322828,-0.22069768532287945,-0.037065088311230315,0.2416520990618946,0.2620676919014948,0.49239760738064126,-0.4165219064826449,-0.35665342456338167,0.001293903399699578,-0.12175331672361328,-0.5258574938110417,0.3614864093660585,0.3420062800988806,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.20548897546722564,-0.1978573349005714,-0.0639308618576738,0.012362818665135325,-0.10001049729463805,1.098718929465416,0.4492574021245901,0.26110637989138524,0.0745943896165383
1654,999000,0.007709808933659985,0.07204890628435275,0.41926913350672707,0.15306653051150962,0.01670982926749577,0.10820187946828629,0.15883183052428207,-0.5590031455189959,-0.050635141434737754,0.500534824940695,0.18757038802957568,0.21941308083675956,-0.039857793043944184,-0.11332269799067955,-0.12498036981879114,-0.027496340981268755,0.0310802105017198,0.03951407317257307,0.13404533473521157,-0.10943285411897306,-0.04713570906936937,0.9585225561581556,-0.36403597695554707,-0.2537977518225682,0.8594903215400989,-0.2619967765572752,0.221778180478523,-0.3280280317914196,-0.017957984442961376,-0.6667379890731752,-0.11758214675943401,0.32766565041863255,-0.39760846684672485,-0.1371868347650387,-0.49478257070975046,-0.16095503900873773,0.7227126503773357,-0.2952439267403172,0.265501261024624,0.6152989416456698,0.19366709665951531,-0.07147637286582992,-0.6481153560830504,0.0434319654636721,0.8895549491374907,-0.7986276598537778,-0.24296136202051533,-0.32781539551651323,-0.2821731661536352,0.22949698214708392,-0.08922837778488305,-0.14955195112322828,-0.22069768532287945,-0.037065088311230315,0.2416520990618946,0.2620676919014948,0.49239760738064126,-0.4165219064826449,-0.35665342456338167,0.001293903399699578,-0.12175331672361328,-0.5258574938110417,0.3614864093660585,0.3420062800988806,-0.14956531041490814,-0.9140553677379688,-0.1154391792168832,-0.6100363795467065,-0.20548897546722564,-0.1978573349005714,-0.0639308618576738,0.012362818665135325,-0.10001049729463805,1.098718929465416,0.4492574021245901,0.26110637989138524,0.0744750622180369
