,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),y
132,990025,-1.8507338995654063,-1.8897199842554893,-0.4648973573475074,-0.39148453295424823,-1.7150172361756384,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,3.175206644968438,-0.5962691093374555,-0.34111019834002443,3.4444829854092935,2.3110426459873445,-0.4026402306783949,-0.32710142476700094,-0.0958634464850481,-1.6816395838044198,-2.0748475943462075,-0.2734639326128221,0.4908179874125547,0.9843331700948947,-0.42663908892620306,0.829213970527994,-0.24658571625961911,0.8944056831217984,-0.20654050737762228,-0.5678430141985215,-0.48262469705790606,-1.0450491185464228,-0.15595654571891862,-0.24983765437245187,0.31191092365731893,-0.562801861140214,-0.2506357662906248,1.7418410413776086,1.4215265002307498,1.5227356344063505,1.6377785279018,-0.20048698015116023,0.8852400168352398,-1.929320530096816,-1.0336838291705313,-0.7488634110366328,1.947496892784965,-0.41208887822825213,-0.3093700722344678,-1.1277146952761605,-1.4654523454601838,4.021737976712871,1.3894754141984047,-0.30793288695823323,-0.4127334586529482,-1.3025665395641637,0.16518547171174586,4.134190412858109,-0.2857950645554919,0.0864123697447521,-0.6822469450227124,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,2.283574732298658,-0.8993917345272463,1.6406128862785136,0.05147953932972893
345,991020,-2.1037286547558622,-1.935723281820266,-0.23460520203472068,-0.45003126265897214,-1.3963748512604457,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,2.553969940717891,-0.2213306498325505,-0.5113952664602922,3.212571051920827,2.4253184613958316,-0.25180359560552856,0.02854640472654971,-0.09091538672419126,-1.712122524343298,-1.9896130340796612,-0.11333687641393475,0.5715157045005911,1.0265227411992597,-0.5499166310603432,0.8287882101894837,-0.23096927694435954,0.9679544799706052,-0.3369500327650682,-0.39841590902107016,-0.4406825408486089,-0.9344488441785387,-0.09548436493777601,-0.2824488315081456,0.26165104465167877,-0.3349107140557769,-0.35349006285205836,1.7675505009121562,1.4500477224916262,2.065530958719652,2.9253101356474787,-0.2387006026949451,0.545608623124775,-1.656269330818648,-0.8518528906341509,-0.7488634110366328,1.6317170225927418,-0.41208887822825213,-0.3093700722344678,-1.1277146952761605,-1.4654523454601838,3.816584076454564,1.3050371154259242,-0.30793288695823323,-0.4127334586529482,-1.195124584970583,-0.28067977218011186,3.2320205133827296,-0.16230181997697643,0.0864123697447521,-0.6862343257851361,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,1.806855530813835,-0.26916151801755556,0.9914736431364637,0.05075125509277599
501,992016,-1.378036491207092,-1.608184830318515,-0.07866779440495929,-0.13263358311402001,-1.209014763619316,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,2.553969940717891,-0.2213306498325505,-0.5113952664602922,3.212571051920827,2.4253184613958316,-0.25180359560552856,0.02854640472654971,-0.09091538672419126,-1.712122524343298,-1.9896130340796612,-0.11333687641393475,0.5715157045005911,1.0265227411992597,-0.42663908892620306,0.829213970527994,-0.24658571625961911,0.8944056831217984,-0.3369500327650682,-0.39841590902107016,-0.48262469705790606,-0.9344488441785387,-0.15595654571891862,-0.2824488315081456,0.31191092365731893,-0.562801861140214,-0.2506357662906248,1.7675505009121562,1.4500477224916262,2.065530958719652,2.9253101356474787,-0.2387006026949451,0.545608623124775,-1.656269330818648,-0.8518528906341509,-0.7488634110366328,1.6317170225927418,-0.41208887822825213,-0.3093700722344678,-1.1277146952761605,-1.4654523454601838,3.816584076454564,1.3050371154259242,-0.30793288695823323,-0.4127334586529482,-1.195124584970583,-0.28067977218011186,3.2320205133827296,-0.16230181997697643,0.0864123697447521,-0.6862343257851361,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,1.806855530813835,-0.26916151801755556,0.9914736431364637,0.05063803671668765
557,993012,-1.7936930610332538,-1.4352158930363381,-0.2965272936844978,-0.5040347141773781,-1.6180227972384005,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,1.8630995720344636,0.3200234170524832,-0.6611887125952252,3.030597560893732,2.623734560679834,-0.07310001270689044,0.5459896672487735,-0.18825528637441266,-1.8211583327732894,-1.8822077224188487,-0.0016473131762089505,0.6419307668724543,1.0929298103724918,-0.42663908892620306,0.829213970527994,-0.24658571625961911,0.8944056831217984,-0.6362035356349541,-0.1373811297324361,-0.48262469705790606,-0.7078887525827047,-0.15595654571891862,-0.3326219897387776,0.31191092365731893,-0.562801861140214,-0.2506357662906248,1.7827005118266246,1.6031353762041638,2.5106821492394036,3.852880934288436,-0.29961309283331045,0.15804577248985352,-1.3910293915031664,-0.6031650693169902,-0.7488634110366328,1.2451413776819238,-0.41208887822825213,-0.3093700722344678,-1.1277146952761605,-1.4654523454601838,3.461782182812986,1.1588522334706626,-0.30793288695823323,-0.4127334586529482,-1.069891942656713,-0.7511410088887154,2.3108905240246056,-0.06122298712356751,0.0864123697447521,-0.7736326758836733,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,1.4506516460116399,0.6530288631943597,0.030559460518875037,0.05028267949576981
888,994009,-1.7184358801225932,-1.739982313934681,-0.6062207143485105,-0.4450273647055327,-1.2704170964797463,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,1.8630995720344636,0.3200234170524832,-0.6611887125952252,3.030597560893732,2.623734560679834,-0.07310001270689044,0.5459896672487735,-0.18825528637441266,-1.8211583327732894,-1.8822077224188487,-0.0016473131762089505,0.6419307668724543,1.0929298103724918,-0.20334240797733785,0.8009049841616899,-0.2971903191711949,0.867768932348979,-0.6362035356349541,-0.1373811297324361,-0.6324343513059956,-0.7078887525827047,-0.22580326538182935,-0.3326219897387776,0.3512013960154629,-0.7230121104599984,-0.11523245444972614,1.7827005118266246,1.6031353762041638,2.5106821492394036,3.852880934288436,-0.29961309283331045,0.15804577248985352,-1.3910293915031664,-0.6031650693169902,-0.7488634110366328,1.2451413776819238,-0.41208887822825213,-0.3093700722344678,-1.1277146952761605,-1.4654523454601838,3.461782182812986,1.1588522334706626,-0.30793288695823323,-0.4127334586529482,-1.069891942656713,-0.7511410088887154,2.3108905240246056,-0.06122298712356751,0.0864123697447521,-0.7736326758836733,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,1.4506516460116399,0.6530288631943597,0.030559460518875037,0.04991712106739499
1074,995006,-1.4848157110766687,-1.8342886839382777,-0.28435662274420587,-0.5492579740847908,-0.8440125175306885,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,1.5302771957221843,0.7571160578751281,-0.8760867916790723,3.048888439698217,2.894619408587351,0.022844490508838494,0.9665067315385582,-0.2905432457854906,-1.929448239327129,-1.860036971024584,-0.040777342534226706,0.6316481121562824,1.1503508430279752,-0.04242417435837665,0.7721702374568753,-0.32828582100508247,0.9013626030385583,-0.9190488475440179,-0.00037610270149144285,-0.7527859871987962,-0.5056203290325332,-0.24732505985714745,-0.3589097374825218,0.3844337707708783,-0.7799391843885117,-0.07139982985018624,1.8001103141255668,1.7277018076558261,2.694186135774116,4.078754313799053,-0.36078300683106873,0.07781741134582104,-1.326502486197996,-0.41196427587762946,-0.7488634110366328,1.107115056022318,-0.41208887822825213,-0.3093700722344678,-0.9860555500070339,-1.7360991017043046,3.36469743293217,1.0047783564214017,-0.17686105384914233,-0.2757931295310108,-1.004393581673997,-1.0728704143635257,1.7101641250735686,-0.03309798242196973,-0.17950755935210846,-0.9553667890806401,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,1.235916247586321,1.4060842185025426,-0.3612916608414642,0.04961404646123724
1168,996004,-1.8676393537136364,-1.359064756817118,-0.8274148780897936,-0.3521436379002394,-1.074520445568485,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,1.70561643298915,0.38494628688862353,-0.7235010652816688,2.9035086067701026,2.575239986645404,-0.0011658602543176259,0.5891592982642262,-0.1181484585708332,-1.7868165097550937,-1.8368196868404452,0.11826499684078536,0.7027919256278748,1.0797432973390426,-0.2786237909469796,0.8479846218560241,-0.2662321941339397,0.8422228311817282,-0.6401599132570271,-0.10095602713215378,-0.6148865931502753,-0.7428293793982454,-0.2960658101478815,-0.3793987805366059,0.3608943521798285,-0.8204334007576861,-0.08664435507405485,1.8087004605813541,1.5720787108003813,2.661190503044247,4.310480774829048,-0.2632556511287332,-0.008534452954524608,-1.170645700235918,-0.5475707347199373,-0.7488634110366328,1.1305865931772423,-0.41208887822825213,-0.3093700722344678,-1.1277146952761605,-1.4654523454601838,3.3431217584356414,1.1415682525508672,-0.30793288695823323,-0.4127334586529482,-1.0401627210993956,-0.8181238934181344,1.8640054462331894,-0.07930964090247256,0.0864123697447521,-0.682252737847523,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,1.3351232841624208,1.0405182646498086,-0.22070690756225392,0.04860071024847612
1409,997002,-1.877615436648982,-1.6501535173440254,-0.007448957228610527,-0.47730885032286235,-1.2392022248217982,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,1.70561643298915,0.38494628688862353,-0.7235010652816688,2.9035086067701026,2.575239986645404,-0.0011658602543176259,0.5891592982642262,-0.1181484585708332,-1.7868165097550937,-1.8368196868404452,0.11826499684078536,0.7027919256278748,1.0797432973390426,-0.2786237909469796,0.8479846218560241,-0.2662321941339397,0.8422228311817282,-0.6401599132570271,-0.10095602713215378,-0.6148865931502753,-0.7428293793982454,-0.2960658101478815,-0.3793987805366059,0.3608943521798285,-0.8204334007576861,-0.08664435507405485,1.8087004605813541,1.5720787108003813,2.661190503044247,4.310480774829048,-0.2632556511287332,-0.008534452954524608,-1.170645700235918,-0.5475707347199373,-0.7488634110366328,1.1305865931772423,-0.41208887822825213,-0.3093700722344678,-1.1277146952761605,-1.4654523454601838,3.3431217584356414,1.1415682525508672,-0.30793288695823323,-0.4127334586529482,-1.0401627210993956,-0.8181238934181344,1.8640054462331894,-0.07930964090247256,0.0864123697447521,-0.682252737847523,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,1.3351232841624208,1.0405182646498086,-0.22070690756225392,0.048270351552037405
1448,998001,-1.5410420596020373,-1.955103537392805,0.0065346416472361266,-0.27577644888222225,-0.5879019153285352,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,1.410521737369452,-0.1190406268656126,-0.6589379178517014,2.552665543122328,2.2865658236389224,0.03194116098747329,0.26305705544064756,0.43890287224836977,-1.6062678194673228,-1.756015418740707,0.6014832518864595,0.9189320898044321,0.9922559759698133,-0.6893842530571149,1.0724587652820532,-0.11501368485128399,0.7108009495992635,-0.343538401825653,-0.2427411932468205,-0.4546113579173687,-1.1525096484740898,-0.3997912651815442,-0.4257523042840488,0.33476961714122433,-0.9744959592598444,-0.11032663370454517,1.828174626368304,1.317601246246363,2.7072800049984833,5.474315042509748,-0.17750080893997291,-0.5477117915526746,-0.8077471554627969,-0.6406031714721157,-0.7488634110366328,0.9125874753940009,-0.41208887822825213,-0.3093700722344678,-1.2989643925670185,-1.0682948826975427,3.032722911090196,1.2243618704559505,-0.5321577919535883,-0.6948371489318759,-0.9920739036708297,-0.5515150904215342,1.420520701773251,-0.12274646918045135,0.46554385859269715,-0.25687608770483755,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,1.3261257528983592,0.9255154356039825,-0.07189313561173143,0.04785746812587943
1631,999000,-2.049083992858077,-1.8761836965035805,0.12865937626479396,-0.10321736602569105,-0.7547931114239016,-0.41454145732322367,-0.7083747885322816,-0.7666201000795594,0.7328217771379354,-1.5055016832104513,-0.5864490607308422,1.3443551623350438,-0.1190406268656126,-0.6589379178517014,2.552665543122328,2.2865658236389224,0.03194116098747329,0.26305705544064756,0.43890287224836977,-1.6062678194673228,-1.756015418740707,0.6014832518864595,0.9189320898044321,0.9922559759698133,-0.745202494032932,1.0855630028287588,-0.114924720004801,0.6803407949420311,-0.343538401825653,-0.2427411932468205,-0.45562572832661147,-1.1525096484740898,-0.3997912651815442,-0.4257523042840488,0.33225364219777476,-0.9801273260291373,-0.10162877350223017,1.828174626368304,1.317601246246363,2.7072800049984833,5.474315042509748,-0.17750080893997291,-0.5477117915526746,-0.8077471554627969,-0.6406031714721157,-0.7488634110366328,0.9125874753940009,-0.41208887822825213,-0.3093700722344678,-1.2989643925670185,-1.0682948826975427,3.032722911090196,1.2243618704559505,-0.5321577919535883,-0.6948371489318759,-0.9920739036708297,-0.5515150904215342,1.420520701773251,-0.12274646918045135,0.46554385859269715,-0.25687608770483755,0.7765100499589341,-1.1502955328758084,-0.5653205682973015,-0.8266105373090968,-0.797999201139259,-0.9482482857054735,-1.0936272054304683,0.47354655046370975,0.6620728586742816,1.3261257528983592,0.9255154356039825,-0.07189313561173143,0.04749888322605833
