,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Gender Inequality Index (GII),y
176,990025,-1.779731941570691,-1.5950446915367595,-0.4807900872360261,-1.4450829822341784,-1.9341885513546728,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.53984777716612,-1.0037077437748063,-1.1952805441140573,2.5081805765807244,2.4550681530568768,0.1355322540591126,-0.6818144048405862,0.5964216636776942,-1.6622540792857226,-2.0088298250956416,-0.41982447253043925,0.6424548888926077,1.004917664043067,0.22791716916764204,1.1770841029663353,-0.4145948906539479,1.5169467547618576,1.39521395652396,0.8561243525576393,-1.0530924751330926,1.2008323910610887,1.192589482023527,-0.40920376172399725,1.7166002541383754,0.5158923505937293,-0.543910462922438,1.9576666520706105,0.528036118160319,3.0351774687608115,2.6493532427200024,-0.786230263605109,-0.9454291107106471,-0.5704629606080251,-0.4779989898053108,0.3904122706750832,1.5080643084979952,-0.8082581307431117,-0.9857836778516738,-2.444496324179709,-2.0886673563501508,2.900282089493905,1.2349768043950766,-0.5698361271173901,-0.4824804243811963,-1.1345178494147847,-0.2331094493708126,-0.8668308367199219,-1.082749204191291,1.4245278508263797,-0.6494300156994757,-1.0799443740919425,-0.3337551330278948,-5.133568986922285,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,-0.4038546481221101,0.6333991763440523,0.04892885356162635
335,991020,-1.4798878260422128,-1.7227287642572908,-0.08718157661669204,-1.5710550528705591,-2.068403564278853,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.57294107535808,-0.9147404928266539,-1.0977036727206024,2.490495344062412,2.156174822497721,-0.09670899472855654,-0.11756442217366088,0.43966274280841966,-1.6209387362524978,-1.9480765610692243,0.2193235882310268,0.7552829171293789,1.069329178879663,0.22268792962681272,1.0936948272488325,-0.4055114877900294,1.6073974056937377,1.2965085624548751,0.9617901327422156,-1.0336439359073362,1.1194171116214384,1.1925368348880507,-0.40920376172399725,1.9040033225489854,0.5463476561863817,-0.556708233153276,1.8507562087324871,0.694180581819497,3.042596051939406,2.5712841169093936,-0.6415235011892682,-0.8091023179859298,-0.5704629606080251,-0.4779989898053108,0.3904122706750832,2.1435157324377316,-0.8082581307431117,-0.9857836778516738,-2.322386612207266,-2.0293179401649684,2.863579756233079,1.2811455841525685,-0.5698361271173901,-0.4824804243811963,-1.1345178494147847,-0.33012938020311533,-0.8668308367199219,-1.082749204191291,1.4245278508263797,-0.36224690150142963,-1.0799443740919425,-0.3337551330278948,-4.773327677583234,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,0.3491419319600728,0.6333991763440523,0.04813473793804557
447,992016,-1.8493026381288136,-1.2875708251030453,-0.8813570974579749,-1.2359815417469082,-2.1674636449037346,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.57294107535808,-0.9147404928266539,-1.0977036727206024,2.490495344062412,2.156174822497721,-0.09670899472855654,-0.11756442217366088,0.43966274280841966,-1.6209387362524978,-1.9480765610692243,0.2193235882310268,0.7552829171293789,1.069329178879663,0.22791716916764204,1.1770841029663353,-0.4145948906539479,1.5169467547618576,1.2965085624548751,0.9617901327422156,-1.0530924751330926,1.1194171116214384,1.192589482023527,-0.40920376172399725,1.7166002541383754,0.5158923505937293,-0.543910462922438,1.8507562087324871,0.694180581819497,3.042596051939406,2.5712841169093936,-0.6415235011892682,-0.8091023179859298,-0.5704629606080251,-0.4779989898053108,0.3904122706750832,2.1435157324377316,-0.8082581307431117,-0.9857836778516738,-2.322386612207266,-2.0293179401649684,2.863579756233079,1.2811455841525685,-0.5698361271173901,-0.4824804243811963,-1.1345178494147847,-0.33012938020311533,-0.8668308367199219,-1.082749204191291,1.4245278508263797,-0.36224690150142963,-1.0799443740919425,-0.3337551330278948,-4.773327677583234,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,0.3491419319600728,0.6333991763440523,0.048057352323697115
668,993012,-1.2785424423703242,-1.1218189904732891,-0.5449987458032957,-1.1351497696552388,-2.2425530331439965,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.6058034517864646,-0.7984038155343383,-0.8901679532503186,2.595477601040027,1.8560516725297602,-0.2471181579745768,0.4936618327899649,0.2766159091993097,-1.716226620448876,-1.9279870267483035,0.9864160394635597,0.9485562787382815,1.2611858183270777,0.22791716916764204,1.1770841029663353,-0.4145948906539479,1.5169467547618576,1.2029876927888765,1.2088795347017505,-1.0530924751330926,0.9911924630497251,1.192589482023527,-0.40920376172399725,1.7166002541383754,0.5158923505937293,-0.543910462922438,1.7360849588188227,0.8691452661074957,3.025721230282455,2.2688163492304976,-0.4606517641686698,-0.6845818272743439,-0.5704629606080251,-0.4779989898053108,0.3904122706750832,3.247532963296767,-0.8082581307431117,-0.9857836778516738,-2.15726900314235,-2.174269068016778,2.866264859563513,1.3462004842222917,-0.5698361271173901,-0.4824804243811963,-1.1345178494147847,-0.4202558686207965,-0.8668308367199219,-1.082749204191291,1.4245278508263797,0.007547418612054862,-1.0799443740919425,-0.3337551330278948,-4.649448316836702,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,1.2886810909411355,0.6333991763440523,0.04770674465103475
882,994009,-1.1233943769083297,-1.693575469530116,-0.39295029046780167,-1.6061206275827107,-1.6119502576415752,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.6058034517864646,-0.7984038155343383,-0.8901679532503186,2.595477601040027,1.8560516725297602,-0.2471181579745768,0.4936618327899649,0.2766159091993097,-1.716226620448876,-1.9279870267483035,0.9864160394635597,0.9485562787382815,1.2611858183270777,0.18217859661979727,1.2840891395806948,-0.43555980792214555,1.4422287639325864,1.2029876927888765,1.2088795347017505,-1.0530924751330926,0.9911924630497251,1.1534080706335355,-0.40920376172399725,1.5782905366005102,0.35695268788136764,-0.5641579309288379,1.7360849588188227,0.8691452661074957,3.025721230282455,2.2688163492304976,-0.4606517641686698,-0.6845818272743439,-0.5704629606080251,-0.4779989898053108,0.3904122706750832,3.247532963296767,-0.8082581307431117,-0.9857836778516738,-2.15726900314235,-2.174269068016778,2.866264859563513,1.3462004842222917,-0.5698361271173901,-0.4824804243811963,-1.1345178494147847,-0.4202558686207965,-0.8668308367199219,-1.082749204191291,1.4245278508263797,0.007547418612054862,-1.0799443740919425,-0.3337551330278948,-4.649448316836702,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,1.2886810909411355,0.6333991763440523,0.04734623694641482
1032,995006,-1.4974649629271726,-1.5351482160664351,-0.4522959820760588,-1.5769861302669952,-2.2682440693832695,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.649389031927401,-0.7799833643665058,-0.780209105173488,2.784449673890243,1.7047602781369706,-0.33449638108470164,1.228267641920744,0.1435137925412781,-1.8528298476784775,-1.9669766285937234,1.3235674620889533,1.0290016121104149,1.3475188059134504,0.08816271625079912,1.3166219868620828,-0.45542795747621445,1.3200205178888496,1.1919077181196163,1.3136973191493697,-1.0336048013934624,0.8802707696318065,1.122570028834496,-0.4311390477798284,1.4429709307561016,0.14899849940547835,-0.6049164903113716,1.6391354023104336,0.9654478288803142,2.9855456403580143,1.704141468723452,-0.40941414481219535,-0.6341278839316845,-1.1497008095959202,-0.4779989898053108,0.3904122706750832,3.7160987702160626,-0.8082581307431117,-0.9857836778516738,-2.051359159739432,-2.4181017378315413,2.906675192661604,1.4263147457766145,-0.34054249568910644,-0.4554244166783361,-1.1345178494147847,-0.5147547256760676,-0.8668308367199219,-1.082749204191291,1.4245278508263797,0.4382003375754781,-1.0799443740919425,-0.25718448737898486,-4.657109907127934,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,1.6386217844454174,0.6333991763440523,0.04704843029765449
1199,996004,-1.3366058348519276,-1.568830259874279,-0.7999099636091579,-1.236408493281748,-1.9458443781209032,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.5998738186965187,-0.7530425645172266,-0.8942485011548833,2.459865794465976,1.7067295372896916,-0.4258392456134173,0.5345466620534609,0.24528606990678511,-1.699176688962392,-1.8883056883355627,1.313151172158438,1.0287835373962702,1.2468053209458916,0.2205629353853751,1.2921048538205988,-0.4217482363915477,1.403193975260956,1.1779199043993553,1.1903472602357978,-1.053819014622834,1.0260662861290757,1.1861613435298888,-0.40920376172399725,1.5629005624062133,0.44435181773249466,-0.5121665329892016,1.5956713303140315,0.947771394415465,3.0501713441854013,2.815986587712693,-0.331948700886207,-0.61654098959639,-0.5704629606080251,-0.4779989898053108,0.3904122706750832,3.2521900947793414,-0.8082581307431117,-0.9857836778516738,-2.003233936022767,-2.1019915799788778,2.8368235659171703,1.3665182794121642,-0.5698361271173901,-0.4824804243811963,-1.1345178494147847,-0.4581698019012117,-0.8668308367199219,-1.082749204191291,1.4245278508263797,0.3253005478057759,-1.0799443740919425,-0.3337551330278948,-4.171017438405763,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,1.6502262140336506,0.6333991763440523,0.046144347701791766
1433,997002,-1.6339791045870675,-1.5520692571546515,-0.2362548848049427,-1.1936528047897075,-1.9591838462165592,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.5998738186965187,-0.7530425645172266,-0.8942485011548833,2.459865794465976,1.7067295372896916,-0.4258392456134173,0.5345466620534609,0.24528606990678511,-1.699176688962392,-1.8883056883355627,1.313151172158438,1.0287835373962702,1.2468053209458916,0.2205629353853751,1.2921048538205988,-0.4217482363915477,1.403193975260956,1.1779199043993553,1.1903472602357978,-1.053819014622834,1.0260662861290757,1.1861613435298888,-0.40920376172399725,1.5629005624062133,0.44435181773249466,-0.5121665329892016,1.5956713303140315,0.947771394415465,3.0501713441854013,2.815986587712693,-0.331948700886207,-0.61654098959639,-0.5704629606080251,-0.4779989898053108,0.3904122706750832,3.2521900947793414,-0.8082581307431117,-0.9857836778516738,-2.003233936022767,-2.1019915799788778,2.8368235659171703,1.3665182794121642,-0.5698361271173901,-0.4824804243811963,-1.1345178494147847,-0.4581698019012117,-0.8668308367199219,-1.082749204191291,1.4245278508263797,0.3253005478057759,-1.0799443740919425,-0.3337551330278948,-4.171017438405763,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,1.6502262140336506,0.6333991763440523,0.04582136128836678
1588,998001,-1.4232414714425219,-1.2874300172539004,-0.6813399548328957,-1.0544135492061177,-1.4719705450830516,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.571399147174046,-0.629868347545868,-1.0488011999326468,2.0358757498197266,1.5679246994243707,-0.6146663397633191,-0.027591517212695836,0.2081974398983021,-1.0560732613777832,-1.5863513098780653,1.4431827156719184,1.0900222456880444,0.9937706521789859,0.3922165413000341,1.2438656157885797,-0.37270227136067613,1.4406135557628843,1.0731175497630283,0.9372403617843869,-1.0592777661553345,1.3168486186454422,1.3781913617695298,-0.36239661999895956,1.7173863244701502,1.0700838952988894,-0.3629047352768726,1.4847153502511614,1.070223879763717,3.0986536811448913,4.337281338186391,-0.08226407236824093,-0.5143934701818127,0.01306326045876788,-0.4779989898053108,0.3904122706750832,2.112198211230479,-0.8082581307431117,-0.9857836778516738,-1.816183036325568,-1.709820745653242,2.6916672577185126,1.3239011561800742,-0.9089000733104039,-0.5623469434585906,-1.1345178494147847,-0.3791522402491098,-0.8668308367199219,-1.082749204191291,1.4245278508263797,0.4620805828671745,-1.0799443740919425,-0.4513294133175087,-3.341822328565695,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,1.9201249668187423,0.6333991763440523,0.04541568228632365
1685,999000,-1.5044394738056817,-1.2673564724460336,-0.6784775130404518,-1.3586249474506888,-1.6784319625953996,-0.9469074094696823,-1.7304543484407298,-1.397942517008672,1.1679817603945226,-2.419853124260303,-1.4307413382119198,-2.571399147174046,-0.629868347545868,-1.0488011999326468,2.0358757498197266,1.5679246994243707,-0.6146663397633191,-0.027591517212695836,0.2081974398983021,-1.0560732613777832,-1.5863513098780653,1.4431827156719184,1.0900222456880444,0.9937706521789859,0.38787130122750796,1.2419599322998074,-0.382889175982907,1.4416772261173574,1.0731175497630283,0.9372403617843869,-1.0835777606165697,1.3168486186454422,1.378730164283443,-0.36239661999895956,1.6996519864452602,1.1323780496766722,-0.3674251777273954,1.4847153502511614,1.070223879763717,3.0986536811448913,4.337281338186391,-0.08226407236824093,-0.5143934701818127,0.01306326045876788,-0.4779989898053108,0.3904122706750832,2.112198211230479,-0.8082581307431117,-0.9857836778516738,-1.816183036325568,-1.709820745653242,2.6916672577185126,1.3239011561800742,-0.9089000733104039,-0.5623469434585906,-1.1345178494147847,-0.3791522402491098,-0.8668308367199219,-1.082749204191291,1.4245278508263797,0.4620805828671745,-1.0799443740919425,-0.4513294133175087,-3.341822328565695,2.0324341193086783,-0.9193086050914853,-0.4617764311511551,-0.6318842041955339,-1.3242610154728862,-1.6121890238742904,-1.7178700752479374,0.7758503682750709,0.551423281586326,0.24287006306437292,1.9201249668187423,0.6333991763440523,0.04506419679576101
