,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
106,990025,-0.2842444970341168,-0.047527189208728664,0.13582248639352248,0.22082270862845324,0.4106151092638816,0.14364645707961707,0.4028383227563145,0.32407666339679697,-0.6133357586948079,0.1603590234233732,0.20978092735029163,-0.6587402515158738,-0.1031020772689643,0.16006324661439542,-0.13787009104401035,0.09034522632875851,0.7853690159333718,1.3143114282106851,1.4811844477451501,0.24404313117779206,0.24760464995428255,0.21511442095236016,-0.3693454076413084,-0.38540087769262504,0.05063859153058308,-0.21863995857684884,0.9612896904943095,0.16837988300642562,-0.15357027809202772,-0.11925596337307746,-0.4089033283130528,-0.4527475088846317,-0.15489497511811626,0.14942937321032254,-0.08112900797142421,-0.44731475502139034,1.2057740206590923,-0.17301176748821834,0.7151557762975094,-0.5155855764790832,0.3216154086810511,-0.5466496506159717,0.6302269018254818,0.1452983209651261,-0.6954185465466071,-0.2801049395266777,0.1607899093043026,0.20373348960081714,0.10377536690190035,0.06692405973911399,-0.45396192873614993,-0.25544204177987323,-0.8111706503282725,0.18090635549433298,0.2193921827721496,-0.09333467679063798,-0.619495545739324,0.1637534110575335,-0.07001664398690341,-0.576106386971945,-0.24254840827332447,-0.36572190284533046,-0.19644094515058474,-0.19803591757501748,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.39909658310332286,0.2296491640524912,0.18493564883951194,-0.6159516765169045,-0.5229524788258682,-0.162262280397607,0.26776125650978294,-0.5574246485413422,0.10753734783421476
233,991020,0.26320341818331816,0.11744076236685412,0.3240776857145111,0.3365778825110702,-0.22815116894337636,0.818510071634928,0.29282659941583433,0.1562589540950218,-0.6308312427598841,0.1603590234233732,0.20978092735029163,-0.6587402515158738,-0.2784867050082828,0.14141254628922215,-0.22368805083300372,-0.003704587274830209,0.8011033317549492,0.9545204125626333,1.1414886571618215,0.21462986476730744,0.21243941397722618,0.17110000333935574,-0.3871736709191739,-0.3433901550137702,0.181157972877528,-0.27701681565699304,1.073257346078915,0.2579364804389232,-0.21853553651240187,-0.12872095728409244,-0.6943173137645285,-0.6145383149605391,0.006344434124319409,0.17360751442979755,-0.41853795917362185,-0.8178448869073924,1.2138062731821453,-0.2188895024395528,0.4777233907458163,-0.4580410962710829,-0.09861967087214855,-0.2342601704440344,0.7135373699569247,0.0022190565198438716,-0.6954185465466071,-0.2801049395266777,0.1607899093043026,0.25707226009926404,0.24978555875279018,0.10763162879400155,-0.13618819683695593,-0.3678064448381213,-0.6938851905812052,0.18090635549433298,0.2193921827721496,-0.009496440052551252,-0.5802496147611929,0.16072071850994665,0.16029168529377272,-0.576106386971945,-0.24254840827332447,-0.1089944753672985,-0.19644094515058474,-0.1659813179604788,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.39909658310332286,0.2296491640524912,0.18493564883951194,-0.6159516765169045,-0.5229524788258682,-0.162262280397607,0.26776125650978294,-0.5574246485413422,0.10767449134327467
537,992016,0.18443620024796298,0.2127505442840105,-0.7090128793825126,0.10634982498257939,0.002617620107302866,0.6265509540915258,0.3487050945041844,0.22713154861696888,-0.6453916832183269,0.1603590234233732,0.20978092735029163,-0.6587402515158738,-0.2784867050082828,0.14141254628922215,-0.22368805083300372,-0.003704587274830209,0.8011033317549492,0.9545204125626333,1.1414886571618215,0.21462986476730744,0.21243941397722618,0.17110000333935574,-0.3871736709191739,-0.3433901550137702,0.05063859153058308,-0.21863995857684884,0.9612896904943095,0.16837988300642562,-0.21853553651240187,-0.12872095728409244,-0.4089033283130528,-0.6145383149605391,-0.15489497511811626,0.17360751442979755,-0.08112900797142421,-0.44731475502139034,1.2057740206590923,-0.2188895024395528,0.4777233907458163,-0.4580410962710829,-0.09861967087214855,-0.2342601704440344,0.7135373699569247,0.0022190565198438716,-0.6954185465466071,-0.2801049395266777,0.1607899093043026,0.25707226009926404,0.24978555875279018,0.10763162879400155,-0.13618819683695593,-0.3678064448381213,-0.6938851905812052,0.18090635549433298,0.2193921827721496,-0.009496440052551252,-0.5802496147611929,0.16072071850994665,0.16029168529377272,-0.576106386971945,-0.24254840827332447,-0.1089944753672985,-0.19644094515058474,-0.1659813179604788,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.39909658310332286,0.2296491640524912,0.18493564883951194,-0.6159516765169045,-0.5229524788258682,-0.162262280397607,0.26776125650978294,-0.5574246485413422,0.10746523472673376
662,993012,0.16049901350126242,-0.1550597439641859,-0.02362697453112399,0.5134527422355754,-0.007549943287553476,0.28739136828158585,0.046350082286749146,0.4777696853050382,-0.567103443429358,0.1603590234233732,0.20978092735029163,-0.6587402515158738,-0.3592823841693255,0.1175163056512838,-0.3555103875185427,-0.07610771129303771,0.8223478532484663,0.6936570544748742,0.985512688706109,0.13054449519333156,0.1358277065926767,0.13770812274357577,-0.3843212906115548,-0.3050029413342204,0.05063859153058308,-0.21863995857684884,0.9612896904943095,0.16837988300642562,-0.2614535627341916,-0.17837004752905308,-0.4089033283130528,-0.7114436385012458,-0.15489497511811626,0.135777949858875,-0.08112900797142421,-0.44731475502139034,1.2057740206590923,-0.38572134210095327,0.2831099802481985,-0.39671996774811885,-0.36759519503732496,-0.05048433151620031,0.9501873821295836,-0.09546749740488032,-0.6954185465466071,-0.2801049395266777,0.1607899093043026,0.3008097575833929,0.38615221257090326,0.12428268893259356,0.3541088084039869,-0.7434681715016827,-0.44930613691630006,0.18090635549433298,0.2193921827721496,0.07473097176171847,-0.5822070590078972,0.13480108369894184,0.4049376121476734,-0.576106386971945,-0.24254840827332447,0.22323517293346826,-0.19644094515058474,-0.17166854384973398,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.39909658310332286,0.2296491640524912,0.18493564883951194,-0.6159516765169045,-0.5229524788258682,-0.162262280397607,0.26776125650978294,-0.5574246485413422,0.108227977713499
864,994009,0.7223651365162358,0.16174281776622354,0.6111182391143273,-0.1508332019222564,0.6368202692414036,0.10547457097554344,0.3787525155668511,0.5800244747364312,-0.45596271852277015,0.1603590234233732,0.20978092735029163,-0.6587402515158738,-0.3592823841693255,0.1175163056512838,-0.3555103875185427,-0.07610771129303771,0.8223478532484663,0.6936570544748742,0.985512688706109,0.13054449519333156,0.1358277065926767,0.13770812274357577,-0.3843212906115548,-0.3050029413342204,-0.10857839125965124,-0.09802307443629943,0.7675313560348207,0.13919436192277745,-0.2614535627341916,-0.17837004752905308,-0.01794033708963618,-0.7114436385012458,-0.2592461548009,0.135777949858875,0.39180254000402487,0.0061875965134774134,1.1991651826234089,-0.38572134210095327,0.2831099802481985,-0.39671996774811885,-0.36759519503732496,-0.05048433151620031,0.9501873821295836,-0.09546749740488032,-0.6954185465466071,-0.2801049395266777,0.1607899093043026,0.3008097575833929,0.38615221257090326,0.12428268893259356,0.3541088084039869,-0.7434681715016827,-0.44930613691630006,0.18090635549433298,0.2193921827721496,0.07473097176171847,-0.5822070590078972,0.13480108369894184,0.4049376121476734,-0.576106386971945,-0.24254840827332447,0.22323517293346826,-0.19644094515058474,-0.17166854384973398,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.39909658310332286,0.2296491640524912,0.18493564883951194,-0.6159516765169045,-0.5229524788258682,-0.162262280397607,0.26776125650978294,-0.5574246485413422,0.10860918962823184
913,995006,0.16356518825662608,0.133925734776606,-0.875274294521639,0.06957535458257655,-0.13806439903607476,0.6758214554345194,0.31165446923749385,0.5020478332930042,-0.40549776801902154,0.1603590234233732,0.20978092735029163,-0.8469230590210671,-0.3157222855874977,0.09717840283034725,-0.4244403881864866,-0.07420732825807677,0.8384803196671647,0.6278289069271091,1.0479178687015047,0.04383987028737285,0.10027444344553378,0.11076479409054776,-0.3631445808856146,-0.2787697285827641,-0.2871272706231609,0.010166241820506053,0.6119279783182289,0.18113247758721762,-0.28768911003512054,-0.23209480483889697,0.3916909951894061,-0.7377631663572985,-0.2545335150826403,0.059358981374792834,0.707489536006018,0.4418838673561309,1.1980709445257556,-0.48195961871303356,0.22862225005346515,-0.31118181473587014,-0.6390114633374356,-0.006132477298813039,1.1035269261707978,-0.1803235254506214,-0.8979299356784946,-0.37345833399098916,0.2475423947425952,0.3130772333111386,0.4284578759926459,0.108551710085594,0.5674901655158147,-0.9511119059716525,-0.3582464768747442,0.506149764422872,0.2568240711766158,0.08976839237081781,-0.6237508593191148,0.10203999484085538,0.5124736580461928,-0.790174040267292,-0.08983022243689665,0.32642319778126644,-0.08600963310280746,-0.20856781736993443,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.38265007020896113,0.2365422201153535,0.1991152921163143,-0.6252341468404436,-0.591951343425259,-0.16581851593559785,0.581857714676795,-0.525103756169507,0.10876623259158667
1127,996004,0.38950583940887396,0.4331992454690942,0.2944268172354728,0.2954269918260367,0.5892947401537324,0.6001110662496332,0.18322176720217287,0.34192734902580846,-0.6139911786852497,0.1603590234233732,0.20978092735029163,-0.6587402515158738,-0.6451615698417805,0.1083137418860004,-0.35976378961113925,-0.25255260551004527,0.8172888916258274,0.3673070462690935,0.8190462830567111,0.15881975830606998,0.08111407295904409,0.1352158665471506,-0.4118379849685953,-0.28581583472921346,-0.11219066935097483,-0.012971209585395776,0.8027133142945989,0.04607280671499714,-0.2942786214990656,-0.15178789513287558,0.05765403053657892,-0.7759766113407173,-0.4361683701508129,0.18947682685676867,0.5727468221312262,0.20685732347507627,1.1828291675491018,-0.3579622361900082,0.1481726493103838,-0.37106779610060997,-0.5191948178611581,0.05975593240731692,0.944314621244631,-0.14471500939968301,-0.6954185465466071,-0.2801049395266777,0.1607899093043026,0.35431301005102617,0.48107649757072346,0.26099712817346166,0.6168907119209114,-0.7492829078332842,-0.3748266011961927,0.18090635549433298,0.2193921827721496,0.13909951321725225,-0.5170682529334216,0.15224748547792688,0.47655106525302016,-0.576106386971945,-0.24254840827332447,0.3057550032780053,-0.19644094515058474,-0.06201633531276557,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.39909658310332286,0.2296491640524912,0.18493564883951194,-0.6159516765169045,-0.5229524788258682,-0.162262280397607,0.26776125650978294,-0.5574246485413422,0.10947225080169463
1365,997002,-0.039166754505650804,-0.2360504161825047,0.2086561511374204,0.3830023041946166,0.49023368388605754,0.6781019943190331,0.10300875755352751,0.560156690920383,-0.5232042227510411,0.1603590234233732,0.20978092735029163,-0.6587402515158738,-0.6451615698417805,0.1083137418860004,-0.35976378961113925,-0.25255260551004527,0.8172888916258274,0.3673070462690935,0.8190462830567111,0.15881975830606998,0.08111407295904409,0.1352158665471506,-0.4118379849685953,-0.28581583472921346,-0.11219066935097483,-0.012971209585395776,0.8027133142945989,0.04607280671499714,-0.2942786214990656,-0.15178789513287558,0.05765403053657892,-0.7759766113407173,-0.4361683701508129,0.18947682685676867,0.5727468221312262,0.20685732347507627,1.1828291675491018,-0.3579622361900082,0.1481726493103838,-0.37106779610060997,-0.5191948178611581,0.05975593240731692,0.944314621244631,-0.14471500939968301,-0.6954185465466071,-0.4260389893595179,0.1607899093043026,0.35431301005102617,0.48107649757072346,0.26099712817346166,0.6168907119209114,-0.7492829078332842,-0.3748266011961927,0.18090635549433298,0.2193921827721496,0.13909951321725225,-0.5170682529334216,0.15224748547792688,0.47655106525302016,-0.576106386971945,-0.24254840827332447,0.3057550032780053,-0.19644094515058474,-0.06201633531276557,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.39909658310332286,0.2296491640524912,0.18493564883951194,-0.6159516765169045,-0.5229524788258682,-0.162262280397607,0.26776125650978294,-0.5574246485413422,0.11028551535377328
1610,998001,0.08822508139132185,-0.15992296416247465,0.021727602257848564,0.29976285840124933,0.4741802508591082,0.410013864125188,0.3991620816931609,0.5882696934968317,-0.7676476759849052,0.1603590234233732,0.20978092735029163,-0.39532953943851995,-1.004544974235578,0.08624357323637243,-0.28984890866292495,-0.47957467289922795,0.7857124125231433,-0.1722421311773278,0.4624692568266815,0.2638642110793165,0.012321625368675496,0.15275005081881932,-0.5043993431208489,-0.2921987330471798,0.050481017796198194,0.009876692744367978,1.044157267337427,-0.21280117696899054,-0.33465071785283945,0.0434280077295088,-0.16879943343601916,-0.8428713775861238,-0.6607122960661493,0.33015277464534065,0.4886505100046452,0.0004978834456789372,1.1528210432909758,-0.2131455242337739,-0.004459200631313225,-0.4093425936760981,-0.48826384564301795,0.26688354536486814,0.780208348914336,-0.14465061334702545,-0.18543698398075645,-0.274984512160466,0.09252820452625395,0.44742717399681203,0.6656360137963375,0.507460508852392,0.7783753358185342,-0.5166071023322484,-0.3624710656388295,-0.1575372527301945,0.1825666519491679,0.2510084972917524,-0.3827596185968337,0.2699708019125738,0.45778135725301083,-0.31327479652003304,-0.5062803851561974,0.4181428149905211,-0.3548406991711395,0.14168078388883434,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.4099361938359625,0.2059461113656373,0.15724749045935663,-0.6351283673458972,-0.4784155540215509,-0.2134730632492672,-0.1947488499204715,-0.6052151560725478,0.11092549027897468
1683,999000,-0.20919568963195317,0.6178496558677541,0.5093923029529227,0.4691744073226994,0.7334483800671602,1.0712891631836499,0.33484801520328406,0.9138373227203491,-0.6771253883753656,0.1603590234233732,0.20978092735029163,-0.39532953943851995,-1.004544974235578,0.08624357323637243,-0.28984890866292495,-0.47957467289922795,0.7857124125231433,-0.1722421311773278,0.4624692568266815,0.2638642110793165,0.012321625368675496,0.15275005081881932,-0.5043993431208489,-0.2921987330471798,0.050481017796198194,0.01653475373957249,1.0426116203714155,-0.21322425061962033,-0.33465071785283945,0.0434280077295088,-0.1311326158525994,-0.8428713775861238,-0.6607122960661493,0.33015277464534065,0.4886505100046452,0.010131724216628564,1.1558295858623995,-0.2131455242337739,-0.004459200631313225,-0.4093425936760981,-0.48826384564301795,0.26688354536486814,0.780208348914336,-0.14465061334702545,-0.18543698398075645,-0.21140870177164647,0.09252820452625395,0.44742717399681203,0.6656360137963375,0.507460508852392,0.7783753358185342,-0.5166071023322484,-0.3624710656388295,-0.1575372527301945,0.1825666519491679,0.2510084972917524,-0.3827596185968337,0.2699708019125738,0.45778135725301083,-0.31327479652003304,-0.5062803851561974,0.4181428149905211,-0.3548406991711395,0.14168078388883434,0.03031206156749925,-0.5437453003636954,-0.12076737062047893,-0.07289906286280594,0.4099361938359625,0.2059461113656373,0.15724749045935663,-0.6351283673458972,-0.4784155540215509,-0.2134730632492672,-0.1947488499204715,-0.6052151560725478,0.11158476213051073
