,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
4,990025,0.35435915900187803,0.16361960872508013,3.0914053021901267,1.0187322787037634,-0.3008402852087034,0.5034395934646827,0.2983174051462118,0.4932866237010815,-0.7716176913841334,0.3142042665613342,0.4161143825245571,0.32565764468112773,-0.4106278236063263,0.6404830426730206,-0.8082954310027787,-0.05173809145029796,0.8506913741668385,0.3966053338023559,-0.021871821727607082,0.604188562570782,0.08355110442407987,-0.18120382515918515,-0.4352064992529849,-0.5608783307552844,0.8117256018934812,-0.6546919399981509,-0.8317748354494029,-0.4379973287873335,-0.8356488139303763,-0.08100480338546368,0.8893500112520607,-0.5234758515249757,-0.4988070848407293,0.2586770710520405,-0.3433872463661711,0.14203453004085986,-0.6782301846406783,-0.6042704496292782,-0.7061498396387954,0.1939645481315419,-0.459371016357578,2.363925065831447,0.5270595257914609,4.017354488887308,2.076278582453976,0.3085847234020145,0.5151615108393587,0.12812677675749462,0.2025994034633339,0.5905713412592906,-0.013664782675773611,-0.6205946674884774,-0.35389779303199365,3.747570103448706,2.831052869344563,0.18413104066829347,1.5267136227852913,-0.10801591208325685,-0.19124754492317772,0.21192728314993758,0.45142480748028324,-0.35005187736770277,0.015043570369287586,-0.6195375018898391,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,0.1456555591559868,-10.199848323865956,-0.45402326219708,0.15424698544491255
188,991020,0.6112453602424845,0.37269111285534096,3.5512902834070474,1.2299025457069945,-0.3975703381746591,0.4776195756356169,0.6222606952735669,0.23234426367669667,-1.0053148897878916,0.3142042665613342,0.4161143825245571,0.24962620929859514,0.002024301691038015,0.5610923545347576,-0.6968014335293078,-0.14193739108092865,0.9261353333317114,0.048560071747884896,-0.3501915907870675,0.49722495148412965,0.24301218420118242,-0.12541178286030885,-0.5038236354341463,-0.6257428539862004,1.0994166603104603,-0.6955322156507507,-0.9472476950614558,-0.5152017422592123,-0.7256812218874454,-0.2942600010081792,0.8367213795975396,-0.5809270637611365,-0.4413135239941559,0.2586770710520405,-0.4352578188097171,-0.038589032027454374,-0.6040991017018617,-0.5422571776193716,-0.430222909071589,0.16767546966243696,-0.8052850827111407,2.3937661895628164,0.18309105150104815,4.017354488887308,2.093036005264167,0.3085847234020145,0.30382622251019864,0.12087375851817131,0.21593800766917956,0.5905713412592906,-0.013664782675773611,-0.6152287256353375,-0.26577772524063503,3.747570103448706,2.831052869344563,0.24087737218120553,1.5267136227852913,0.08934875852601883,-0.06735860913931288,0.1669319247948794,0.45142480748028324,-0.10979837671366748,0.015043570369287586,-0.6195375018898391,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,0.11585519032498472,-10.199848323865956,-0.45402326219708,0.15532341994637844
411,992016,0.15777517017311013,0.15112648697562348,3.3123705021938723,1.5836994613837618,-0.12293371142787529,0.3281193967916595,0.3152022087116623,0.4908852741710027,-0.8883056968608909,0.3142042665613342,0.4161143825245571,0.24962620929859514,0.002024301691038015,0.5610923545347576,-0.6968014335293078,-0.14193739108092865,0.9261353333317114,0.048560071747884896,-0.3501915907870675,0.49722495148412965,0.24301218420118242,-0.12541178286030885,-0.5038236354341463,-0.6257428539862004,0.8117256018934812,-0.6546919399981509,-0.8317748354494029,-0.4379973287873335,-0.7256812218874454,-0.2942600010081792,0.8893500112520607,-0.5809270637611365,-0.4988070848407293,0.2586770710520405,-0.3433872463661711,0.14203453004085986,-0.6782301846406783,-0.5422571776193716,-0.430222909071589,0.16767546966243696,-0.8052850827111407,2.3937661895628164,0.18309105150104815,4.017354488887308,2.093036005264167,0.3085847234020145,0.30382622251019864,0.12087375851817131,0.21593800766917956,0.5905713412592906,-0.013664782675773611,-0.6152287256353375,-0.26577772524063503,3.747570103448706,2.831052869344563,0.24087737218120553,1.5267136227852913,0.08934875852601883,-0.06735860913931288,0.1669319247948794,0.45142480748028324,-0.10979837671366748,0.015043570369287586,-0.6195375018898391,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,0.11585519032498472,-10.199848323865956,-0.45402326219708,0.15540651329744504
671,993012,-0.051007497714394404,0.5922226025151776,2.560325141588334,1.4347764853279739,-0.5686724719982899,0.34284866937599867,0.5701804731191309,0.07766967664469247,-0.9386828732905462,0.3142042665613342,0.4161143825245571,0.2516193589923395,0.6462788172719752,0.4064041373630944,-0.5706275050091592,-0.2407008809869502,1.1419509122854723,-0.5153650386394542,-0.6219489653784833,0.39008092662127125,0.3589578992579795,0.031161118878759,-0.5531662196701471,-0.7224611322890957,0.8117256018934812,-0.6546919399981509,-0.8317748354494029,-0.4379973287873335,-0.6807729802784829,-0.46777718696050136,0.8893500112520607,-0.6605715222375855,-0.4988070848407293,0.2586770710520405,-0.3433872463661711,0.14203453004085986,-0.6782301846406783,-0.4916287173827783,0.0039518599454832146,0.18062416650137245,-1.0413694143525936,2.2818981475864732,-0.08661942630927644,4.017354488887308,1.8279881139122156,0.3085847234020145,0.135413363792935,-0.0030748386365535094,0.17557086053461565,0.5905713412592906,-0.013664782675773611,-0.6122360906680897,-0.14028239989257119,3.747570103448706,2.831052869344563,0.2560309844774659,1.5267136227852913,0.22268834259559886,0.06618864952155704,0.18018955600164066,0.45142480748028324,0.08483790910494132,0.015043570369287586,-0.6195375018898391,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,0.1541634825521846,-10.199848323865956,-0.45402326219708,0.15594214530089054
741,994009,0.17543665001560949,0.4216939863485789,3.078766133755627,1.2398810226603807,0.11062478789372675,0.3165160701415394,0.596813379189061,0.4456067370885541,-0.835077880948083,0.3142042665613342,0.4161143825245571,0.2516193589923395,0.6462788172719752,0.4064041373630944,-0.5706275050091592,-0.2407008809869502,1.1419509122854723,-0.5153650386394542,-0.6219489653784833,0.39008092662127125,0.3589578992579795,0.031161118878759,-0.5531662196701471,-0.7224611322890957,0.3295970712064037,-0.6284561501981348,-0.650016567433116,-0.26290069805472593,-0.6807729802784829,-0.46777718696050136,0.9900190982593391,-0.6605715222375855,-0.6541023963841437,0.2586770710520405,-0.2038040958552536,0.5891317379905746,-0.9175805298222715,-0.4916287173827783,0.0039518599454832146,0.18062416650137245,-1.0413694143525936,2.2818981475864732,-0.08661942630927644,4.017354488887308,1.8279881139122156,0.3085847234020145,0.135413363792935,-0.0030748386365535094,0.17557086053461565,0.5905713412592906,-0.013664782675773611,-0.6122360906680897,-0.14028239989257119,3.747570103448706,2.831052869344563,0.2560309844774659,1.5267136227852913,0.22268834259559886,0.06618864952155704,0.18018955600164066,0.45142480748028324,0.08483790910494132,0.015043570369287586,-0.6195375018898391,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,0.1541634825521846,-10.199848323865956,-0.45402326219708,0.1564279496696115
1036,995006,0.7994593736374327,0.5653105772664211,3.041664529900977,1.004247359959022,-0.2635076336945638,0.17427824768332184,0.3669705808816059,0.5843507911886776,-1.0065895098874096,0.3142042665613342,0.4161143825245571,0.33018753034872833,1.0535869845321677,0.1248556521008106,-0.5454330799191351,-0.2762005685094384,1.265721333693303,-1.087408114585378,-0.6689131898024071,0.28905907768002315,0.4056225351374052,0.23083012678573028,-0.5722692332418762,-0.8154001157629023,0.0036699996580119762,-0.6299427411507107,-0.412664553837084,-0.05442113506813912,-0.7174692307488958,-0.5629969865863583,1.1163577323955336,-0.772364784263878,-0.8726893893925292,0.2586770710520405,-0.02471914083643067,0.8928634845344509,-1.047340481667776,-0.48372649668500883,0.19838092914677205,0.24020989398488315,-1.0214765678848472,2.109679515885213,-0.222136245903885,4.017354488887308,1.524095475470744,0.29322825785385337,0.0198295734356422,-0.14132669531799394,0.1108558872484157,0.5905713412592906,-0.013664782675773611,-0.613469346137887,-0.023646936852878647,3.5848869428811896,2.657350914779844,0.22400896776371607,1.5267136227852913,0.40482864203051216,0.12672211855508386,0.2420582631653039,0.7773116162515676,0.25818651581544994,-0.16809635028446399,-0.8561141513391125,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,0.22546450129598666,-10.199848323865956,-0.3406484669056345,0.15690398269960293
1166,996004,0.5934057157426132,0.11824049101308061,3.213984181758838,1.200627040198042,-0.25230755897841656,0.052029764494116754,0.561799799002681,0.01231143716574511,-0.7484953744798453,0.3142042665613342,0.4161143825245571,0.2250071427693457,0.673375978791818,0.4551868795960793,-0.4688272413702571,-0.27097446860064756,1.1439819700232747,-0.517005066599236,-0.7226153311775663,0.3574750107531113,0.3913985841985174,-0.06934609352687465,-0.5612806628304301,-0.803426190489663,0.28268556706579173,-0.5693026154289428,-0.571662621547569,-0.30342973512183474,-0.5924379887888764,-0.5705781927295626,0.9658439132803529,-0.6816734428806321,-0.6188099657696159,0.2586770710520405,-0.13882365434120092,0.593608444533809,-0.9263896151748645,-0.457380532770096,0.07349449782635352,0.07526377842619478,-1.2586662974078273,2.4567103499630942,-0.23802391985390073,4.017354488887308,2.0866615228287833,0.3085847234020145,-0.05890492248382803,0.05879807146484331,0.2313587381672023,0.5905713412592906,-0.013664782675773611,-0.5915772150377427,-0.11370281296745813,3.747570103448706,2.831052869344563,0.2951814651222884,1.5267136227852913,0.2568254394015574,0.1038563648383697,0.16878624051426525,0.45142480748028324,0.16496137844676007,0.015043570369287586,-0.6195375018898391,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,0.07306359653147375,-10.199848323865956,-0.45402326219708,0.1596770883449169
1359,997002,0.5129711963583452,0.5615150851361642,4.189724769345375,0.9291404097539954,-0.02262190039524749,0.4523578033200908,0.7909149330513118,0.456150332550686,-0.6857303720298363,0.3142042665613342,0.4161143825245571,0.2250071427693457,0.673375978791818,0.4551868795960793,-0.4688272413702571,-0.27097446860064756,1.1439819700232747,-0.517005066599236,-0.7226153311775663,0.3574750107531113,0.3913985841985174,-0.06934609352687465,-0.5612806628304301,-0.803426190489663,0.28268556706579173,-0.5693026154289428,-0.571662621547569,-0.30342973512183474,-0.5924379887888764,-0.5705781927295626,0.9658439132803529,-0.6816734428806321,-0.6188099657696159,0.2586770710520405,-0.13882365434120092,0.593608444533809,-0.9263896151748645,-0.457380532770096,0.07349449782635352,0.07526377842619478,-1.2586662974078273,2.4567103499630942,-0.23802391985390073,4.017354488887308,2.0866615228287833,0.3481847273252182,-0.05890492248382803,0.05879807146484331,0.2313587381672023,0.5905713412592906,-0.013664782675773611,-0.5915772150377427,-0.11370281296745813,3.747570103448706,2.831052869344563,0.2951814651222884,1.5267136227852913,0.2568254394015574,0.1038563648383697,0.16878624051426525,0.45142480748028324,0.16496137844676007,0.015043570369287586,-0.6195375018898391,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,0.07306359653147375,-10.199848323865956,-0.45402326219708,0.16075773252428285
1618,998001,0.4840507545625096,0.6740622649641721,3.689656826809553,1.1364288597713113,0.20641837883302955,0.24881805007852537,0.4411856222161245,0.5126132264628397,-0.9108890841397845,0.3142042665613342,0.4161143825245571,0.0945592869813563,0.2909778384085414,0.8073697593207249,-0.35709301206694655,-0.3492377660682896,0.9573149457292333,-0.00661856773251535,-1.328098878533595,0.40551224640859984,0.4187937477617543,-0.5500500114124214,-0.5817447534049106,-0.7937354885187123,0.6197564661707134,-0.3556242911406624,-0.648215551597216,-0.618963020267895,-0.4236763033085394,-0.6371770978711959,0.8168244563151026,-0.6582211705283182,-0.23489621661442847,0.2586770710520405,-0.19343238133374144,0.2212005550593939,-0.7245336249885176,-0.40642990047804245,-0.07589062538151696,-0.18963452510304407,-1.5661002470459746,3.440943631408386,-0.42503375139282407,4.017354488887308,2.6839044776699605,0.29210170735535607,-0.2245955790931422,0.30923226002193965,0.4886420956932816,0.5905713412592906,-0.013664782675773611,-0.5166366297721128,-0.20015461841446366,3.89672624921804,2.9419693230873425,0.409462787893701,1.5267136227852913,0.21137227927568134,0.11945509057851693,0.10291556727734216,-0.08728429619570338,0.21416872445739055,0.4749472070577994,-0.419055814422354,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,-0.2443057602398141,-10.199848323865956,-0.7084658613773713,0.16202550064335186
1667,999000,0.2211242429028426,0.5933329694681525,3.591624006218185,0.9960588111097427,-0.39983978774728807,0.2118139080028461,0.7306430784435632,0.5875096106983383,-0.7541863077531943,0.3142042665613342,0.4161143825245571,0.065352488943083,0.2909778384085414,0.8073697593207249,-0.35709301206694655,-0.3492377660682896,0.9573149457292333,-0.00661856773251535,-1.328098878533595,0.40551224640859984,0.4187937477617543,-0.5500500114124214,-0.5817447534049106,-0.7937354885187123,0.6493462409814871,-0.3553566933616167,-0.6054092480800833,-0.6331732083849455,-0.4236763033085394,-0.6371770978711959,0.8178487625706051,-0.6582211705283182,-0.22481968836381036,0.2586770710520405,-0.19930243769357264,0.22610459236874303,-0.7245336249885176,-0.40642990047804245,-0.07589062538151696,-0.18963452510304407,-1.5661002470459746,3.440943631408386,-0.42503375139282407,4.017354488887308,2.6839044776699605,0.1794507569259351,-0.2245955790931422,0.30923226002193965,0.4886420956932816,0.5905713412592906,-0.013664782675773611,-0.5166366297721128,-0.20015461841446366,3.89672624921804,2.9419693230873425,0.409462787893701,1.5267136227852913,0.21137227927568134,0.11945509057851693,0.10291556727734216,-0.08728429619570338,0.21416872445739055,0.4749472070577994,-0.419055814422354,-0.03661675149604989,0.1909087962138867,0.38064210998651377,0.38158528848328177,0.5496049188169696,0.44671602403480287,0.4062420575901463,-0.858463904261154,-0.8785876781662213,1.3021219603921919,-0.2443057602398141,-10.199848323865956,-0.7084658613773713,0.16433648338618467
