,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
151,990025,0.5499881872900579,0.430026827354688,2.832389881193004,1.4124963780870732,0.7426352671684172,0.5290904627098261,0.5712815555450724,0.22611247359927086,-1.309073031454305,0.5444219640352038,0.5889959698064766,1.2507890893762583,0.3756328911749181,0.7379514828396788,-0.2893753267289234,-0.7121693388613114,1.0301571141836334,-1.0236299266471773,-0.10799362545263902,0.5237295802812363,0.38408001263516134,-0.1395512716244008,-0.35907481033602273,-0.8894369866220677,0.7433304619200095,-0.7790365335743205,-0.7493273423511455,-0.5938367587403299,0.31177600447549847,0.156642397151001,0.5743657775815695,1.1185220512005318,0.5934403237791703,0.2714734969804901,0.33315406185707225,0.5528946904611263,-0.7996374640472652,-0.511053003057122,-0.5905881420017495,0.06906389515064908,0.6571429973610977,1.3041427761737259,0.2621070439091737,-0.021072722230533837,0.022810451832691456,0.4179522870715738,-0.5062617243262632,0.04464646426752468,0.726216369951695,-0.017903333731036666,0.7273249307025242,-0.9496534752473804,0.11165453885927543,2.108781518717913,2.427152170043355,0.37391424750256125,1.3377121451077985,0.32774825878391456,0.10161266812204384,0.830199257283964,-0.39925123647937266,0.21068398699246058,-0.6097697680106677,-1.2532242136870666,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.5280595152655017,0.80212570030511,-0.08545676894004423,-0.989214310406123,-1.0973030371838957,0.34481619554008197,-0.3274585927040751,-0.9613319899060496,0.20419302227970992
283,991020,0.7638897341952186,0.28622333599315186,2.023080183311064,1.3533397676404775,0.6473635090500189,0.4190259900724504,0.7984184413610149,0.2925779243722664,-1.2258183133346081,0.5444219640352038,0.5889959698064766,0.7631652113004591,0.23369203819987447,0.6027050070633712,-0.2389872780479142,-0.6310378467728326,1.1766939815484396,-0.4850940955814037,-0.12759265197950134,0.5756854316173755,0.454296907678375,0.2461096095514096,-0.3718504339315834,-0.7351922506886577,0.9050495380363132,-0.8150874210962636,-0.8465502705910534,-0.6067611507520562,0.3122682018858808,0.1740131530026696,0.5673274467240131,0.7463886303105305,0.7287741266785849,0.2667714899194993,0.43707831654659374,1.1261026617017609,-0.9194371903881687,-0.5876686452130427,-0.5784505727533942,0.21234855437856914,0.3695543837819615,1.5803848864524517,0.19709061892301463,-0.15908010733076608,0.16899828404606201,0.4179522870715738,-0.5984335094550319,0.17618670129567693,0.6297508786821563,0.12388783388617078,0.703402210831427,-0.7798539521431529,0.04357149077654414,2.108781518717913,2.427152170043355,0.31163103898725697,1.4625498471638128,0.21153712186663914,0.13212795127170304,0.8091766293304593,-0.25272302234097843,0.24824281507135282,-0.6097697680106677,-0.7512230871096761,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.5280595152655017,0.80212570030511,-0.08545676894004423,-0.989214310406123,-1.0973030371838957,0.25048782850213874,0.11124133952302731,-0.9613319899060496,0.2056287922565968
371,992016,0.38225607247981785,0.9266245081508492,2.068056360246574,0.6341403107477415,0.6261342595475563,0.36866868051339274,0.5286257488418351,0.1052082068862874,-0.8924343481888922,0.5444219640352038,0.5889959698064766,0.7631652113004591,0.23369203819987447,0.6027050070633712,-0.2389872780479142,-0.6310378467728326,1.1766939815484396,-0.4850940955814037,-0.12759265197950134,0.5756854316173755,0.454296907678375,0.2461096095514096,-0.3718504339315834,-0.7351922506886577,0.7433304619200095,-0.7790365335743205,-0.7493273423511455,-0.5938367587403299,0.3122682018858808,0.1740131530026696,0.5743657775815695,0.7463886303105305,0.5934403237791703,0.2667714899194993,0.33315406185707225,0.5528946904611263,-0.7996374640472652,-0.5876686452130427,-0.5784505727533942,0.21234855437856914,0.3695543837819615,1.5803848864524517,0.19709061892301463,-0.15908010733076608,0.16899828404606201,0.4179522870715738,-0.5984335094550319,0.17618670129567693,0.6297508786821563,0.12388783388617078,0.703402210831427,-0.7798539521431529,0.04357149077654414,2.108781518717913,2.427152170043355,0.31163103898725697,1.4625498471638128,0.21153712186663914,0.13212795127170304,0.8091766293304593,-0.25272302234097843,0.24824281507135282,-0.6097697680106677,-0.7512230871096761,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.5280595152655017,0.80212570030511,-0.08545676894004423,-0.989214310406123,-1.0973030371838957,0.25048782850213874,0.11124133952302731,-0.9613319899060496,0.2051436708130514
658,993012,0.3193680939351392,1.1449431299594806,2.07278538497099,0.9968352703171272,0.49641187418440164,1.0357486826693059,0.6273488436266021,0.7381240895390486,-0.7855632306777155,0.5444219640352038,0.5889959698064766,0.31463626511926424,0.0942778905925809,0.24717105513511986,-0.06824950608028478,-0.6074568604827223,1.295323341143248,0.1407020440587819,-0.17778616131788105,0.6992608872984087,0.5365318521910695,0.7755688052047202,-0.3873779453281018,-0.608373079014483,0.7433304619200095,-0.7790365335743205,-0.7493273423511455,-0.5938367587403299,0.32207192723779243,0.16668232133537234,0.5743657775815695,0.4242082612959426,0.5934403237791703,0.3336218773867158,0.33315406185707225,0.5528946904611263,-0.7996374640472652,-0.647493289982661,-0.5520723329694689,0.39314262815443746,0.18214946210859104,1.9455672925243985,-0.21704097563355151,-0.5657148991325832,0.3765802156473352,0.4179522870715738,-0.7809864209112384,0.3471912083943805,0.4541836434740393,0.3365759002835817,0.6562498617284089,-0.6183309714560353,-0.010314416752280389,2.108781518717913,2.427152170043355,0.10191246248125994,1.5961875931374656,0.14103829733848952,0.16735727077342272,0.9565873763581775,-0.048132809485346685,0.28383067416382163,-0.6097697680106677,-0.16032761812049007,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.5280595152655017,0.80212570030511,-0.08545676894004423,-0.989214310406123,-1.0973030371838957,0.04968591719593823,0.4243073196285003,-0.9613319899060496,0.2062145251897876
874,994009,0.6650874919374279,0.7560253748305639,2.3214327834149038,1.14893540589546,0.276240223106235,0.19131710255183876,0.4761306353950121,0.6062706816790294,-0.9868741153662282,0.5444219640352038,0.5889959698064766,0.31463626511926424,0.0942778905925809,0.24717105513511986,-0.06824950608028478,-0.6074568604827223,1.295323341143248,0.1407020440587819,-0.17778616131788105,0.6992608872984087,0.5365318521910695,0.7755688052047202,-0.3873779453281018,-0.608373079014483,0.5646723848750832,-0.8083231303928907,-0.5243713701890101,-0.5838517544198822,0.32207192723779243,0.16668232133537234,0.5928644251868681,0.4242082612959426,0.4036311161679641,0.3336218773867158,0.015208870535182011,0.17260136098500578,-0.6044223052865538,-0.647493289982661,-0.5520723329694689,0.39314262815443746,0.18214946210859104,1.9455672925243985,-0.21704097563355151,-0.5657148991325832,0.3765802156473352,0.4179522870715738,-0.7809864209112384,0.3471912083943805,0.4541836434740393,0.3365759002835817,0.6562498617284089,-0.6183309714560353,-0.010314416752280389,2.108781518717913,2.427152170043355,0.10191246248125994,1.5961875931374656,0.14103829733848952,0.16735727077342272,0.9565873763581775,-0.048132809485346685,0.28383067416382163,-0.6097697680106677,-0.16032761812049007,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.5280595152655017,0.80212570030511,-0.08545676894004423,-0.989214310406123,-1.0973030371838957,0.04968591719593823,0.4243073196285003,-0.9613319899060496,0.20670063101134628
958,995006,0.7276382987394341,0.6349265915819198,1.6594600957427459,0.7936016356087099,0.7932565740558927,0.6612404710111297,0.8883563196092769,0.4484218582702916,-0.6676587101335963,0.5444219640352038,0.5889959698064766,0.07044975732048118,0.10752876116089234,-0.03494841265651886,0.08179374276592372,-0.6466665991665608,1.3267305131706546,0.5408604224532861,-0.2334773987985882,0.7923718752400043,0.6004877613527786,1.0637650821331244,-0.39993668243212377,-0.4667064143748196,0.45840434542399844,-0.9127094104914969,-0.33528669749529066,-0.5867911421111618,0.3406104908046506,0.1440030322073851,0.6217352337984214,0.3862939398037411,0.2015263277585671,0.43859946564853186,-0.2855243910031574,0.22064235342528365,-0.5940785924536498,-0.660614614981167,-0.5026606760553323,0.5210490795903207,0.032459925116529724,2.2170987913535916,-0.9559270577277853,-0.8682285384843192,0.43797431503523837,0.45455646948572265,-0.9626440029667789,0.4518000525977714,0.3081991432657015,0.3911121785716764,0.603239801484054,-0.5009785288942751,-0.03015048095342063,2.0467026699708564,2.342374009357057,-0.014453486767803121,1.6718065100419308,0.1319181906501656,0.21170429156491768,1.1373049802583766,0.04551009581547878,0.3153674729418463,-0.8980200061244938,0.3017638626002663,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.42455202484898963,0.7119163126499851,0.057457505113747524,-1.069081685609867,-1.0194947675256716,-0.1571885827254195,0.5933237017237862,-0.9373524484030408,0.2074724540862941
1222,996004,0.23313825907881433,0.7239316553386669,2.253752358417271,1.0616547322210115,0.4147297869032511,0.7604852641886328,0.878747039783129,0.587494876813216,-0.9999053201454049,0.5444219640352038,0.5889959698064766,0.08832057020145707,-0.011706141774105339,0.22168957164190373,-0.1280708799327407,-0.5403335128352232,1.3752945934978955,0.19634794714245707,-0.2527992179011318,0.6863990708997867,0.5689523137696887,0.8134221994434603,-0.4403821096099641,-0.5629848724559582,0.41851918541921307,-0.7450604840588229,-0.4143551021591446,-0.5762439730806881,0.32945517206812774,0.20985154498443698,0.5904381954374377,0.36864923356766716,0.3981390771499443,0.3121244183606386,-0.08855565838340414,-0.014401990724898965,-0.5773541140635701,-0.6933988573301171,-0.6037079499145327,0.5023730977158103,-0.019795355181159924,2.0472127635883925,-0.1557287791590657,-0.5126191391059356,0.5028903347930574,0.4179522870715738,-0.7387427952763919,0.3961520639224614,0.37674566556072037,0.3740027455186496,0.6838131327404772,-0.5632599443742642,-0.05409278674501726,2.108781518717913,2.427152170043355,0.10133497835307496,1.6348505671971725,0.06715843329643847,0.16798997273937186,0.9139937385838234,-0.023767123365717405,0.28227836507972603,-0.6097697680106677,0.27726979309495814,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.5280595152655017,0.80212570030511,-0.08545676894004423,-0.989214310406123,-1.0973030371838957,0.06411452939988589,0.7988622518257852,-0.9613319899060496,0.2105245355945348
1407,997002,0.6251836357754631,0.701589890743815,2.368314733877836,1.0399680723340383,0.6374621555514074,0.340568973300612,0.4211585424645441,0.3796861507246896,-0.851584370457292,0.5444219640352038,0.5889959698064766,0.08832057020145707,-0.011706141774105339,0.22168957164190373,-0.1280708799327407,-0.5403335128352232,1.3752945934978955,0.19634794714245707,-0.2527992179011318,0.6863990708997867,0.5689523137696887,0.8134221994434603,-0.4403821096099641,-0.5629848724559582,0.41851918541921307,-0.7450604840588229,-0.4143551021591446,-0.5762439730806881,0.32945517206812774,0.20985154498443698,0.5904381954374377,0.36864923356766716,0.3981390771499443,0.3121244183606386,-0.08855565838340414,-0.014401990724898965,-0.5773541140635701,-0.6933988573301171,-0.6037079499145327,0.5023730977158103,-0.019795355181159924,2.0472127635883925,-0.1557287791590657,-0.5126191391059356,0.5028903347930574,0.28923046542597,-0.7387427952763919,0.3961520639224614,0.37674566556072037,0.3740027455186496,0.6838131327404772,-0.5632599443742642,-0.05409278674501726,2.108781518717913,2.427152170043355,0.10133497835307496,1.6348505671971725,0.06715843329643847,0.16798997273937186,0.9139937385838234,-0.023767123365717405,0.28227836507972603,-0.6097697680106677,0.27726979309495814,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.5280595152655017,0.80212570030511,-0.08545676894004423,-0.989214310406123,-1.0973030371838957,0.06411452939988589,0.7988622518257852,-0.9613319899060496,0.21304631445116687
1551,998001,0.8847709518511636,0.9799865178611724,2.775184185222117,1.1421509703947594,0.8095232980518204,0.8844766338062042,0.7100921575454957,0.772215722501986,-1.0039666302546026,0.5444219640352038,0.5889959698064766,-0.24716127901253362,-0.28988207335277105,0.43541511112365555,-0.45743445310673864,-0.32114168833910556,1.48150394585675,-0.310325183923898,-0.26727122308491663,0.5464387104171267,0.5679502243507969,0.5373811669748951,-0.5332431142211245,-0.5856754149201001,0.3488591751193426,-0.601354520636227,-0.4407923263611055,-0.5646609506944796,0.3318833284107531,0.3633512818982559,0.5653923751544324,0.254180051507178,0.5657327458694588,0.2234154841607103,0.010008570811940063,-0.40023127425392757,-0.5194962697372393,-0.8956588178078406,-0.758209772533032,0.5809467297864589,-0.18460478680437994,1.926079497445988,0.3639663894691277,-0.07457510588497004,0.7111327075554427,0.3847872640326077,-0.4716477989877199,0.4520677712548974,0.40465152358789197,0.3362762420527474,0.7936075640428254,-0.46037471306893246,-0.09520142973469178,2.1881369754505102,2.488420465507588,0.24354419400518673,1.6471134095039595,-0.008599317082005418,0.1419694014104293,0.7001985140637496,-0.06732852494496382,0.2423726367488706,0.12697963485926006,0.5261925058643439,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.6042679392284188,0.8887309741888413,-0.23562608612674846,-0.9326095236697859,-1.203452086546454,0.36615941573615646,1.394651343092872,-0.9579332783943735,0.21554108953155693
1788,999000,0.42911035528278857,0.8211275351406554,2.6876164823455624,0.8965065761614828,0.31624215579438286,0.6194081994733791,0.5084508578738232,0.9171399529794244,-0.9723587197743234,0.5444219640352038,0.5889959698064766,-0.29679074646512116,-0.28988207335277105,0.43541511112365555,-0.45743445310673864,-0.32114168833910556,1.48150394585675,-0.310325183923898,-0.26727122308491663,0.5464387104171267,0.5679502243507969,0.5373811669748951,-0.5332431142211245,-0.5856754149201001,0.29490156342216295,-0.5825284340211804,-0.421344998872153,-0.5600860235751105,0.3318833284107531,0.3633512818982559,0.5667779779668591,0.254180051507178,0.5308716139475718,0.2234154841607103,0.018225213603176898,-0.4340263748577381,-0.5106724946887735,-0.8956588178078406,-0.758209772533032,0.5809467297864589,-0.18460478680437994,1.926079497445988,0.3639663894691277,-0.07457510588497004,0.7111327075554427,0.5299996364808979,-0.4716477989877199,0.4520677712548974,0.40465152358789197,0.3362762420527474,0.7936075640428254,-0.46037471306893246,-0.09520142973469178,2.1881369754505102,2.488420465507588,0.24354419400518673,1.6471134095039595,-0.008599317082005418,0.1419694014104293,0.7001985140637496,-0.06732852494496382,0.2423726367488706,0.12697963485926006,0.5261925058643439,-0.3666594856583954,-0.09171737008673,0.6750917639612314,0.9164529459374826,0.6042679392284188,0.8887309741888413,-0.23562608612674846,-0.9326095236697859,-1.203452086546454,0.36615941573615646,1.394651343092872,-0.9579332783943735,0.21760500710743805
