,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),Adjusted net savings ,Private galaxy capital flows (% of GGP),y
105,990025,-0.2853019427783407,-0.20585496339419135,-0.1177352327278515,-0.48825707397523826,-0.9581883597770186,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,1.3449676074895958,-0.09904454384042626,-0.9574748997625239,0.21240687582488152,-0.08296886245498314,-0.17714341776376455,-0.08771287489852281,-0.1253624670919166,-0.6880984750354009,-0.5911947449454058,-0.029674414770735277,0.8853185912913714,0.1475729858352437,0.5092359608875434,0.7807571540245262,-0.20219492612540269,1.3190186647405284,0.7904840074399239,1.053128927051623,-0.7877975297204738,0.3978885587425382,0.55166842826816,0.09025854413374007,-0.4796448779074441,-0.5457326273559656,-0.00261808102234588,0.312020660369839,-0.0072513475044741595,1.4796739799795287,0.2480437171708094,-0.30172535177662224,0.04747237102319829,0.45007604190985123,0.790793246640192,-1.0311757505432275,0.1889190482435286,-1.1398670663155686,-0.711922558719201,0.035269381282217536,-0.08513195158712457,-0.6968872376595983,-0.5239062463257812,-1.2670164148720426,-0.023462076567387174,0.9840442960983593,-0.17088000135272194,-1.0047466831504979,-0.6904451592893404,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,1.3195637628394177,-0.17515181624027698,0.059890748569421226
209,991020,-0.5656530294496722,-0.33891221014879275,-0.9102755458467681,-0.684975563514626,-0.9581883597770186,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,0.9062689889799345,0.060411606042635096,-0.8917205767675438,0.07590750579500388,0.05132461459217711,-0.24420210705451215,0.0010027263727671243,-0.03983162434633365,-0.4592867588042821,-0.5749528841677248,-0.15757113220674054,0.8530999066771774,0.15985892983325056,0.6523202750665232,0.7911161362147774,-0.3761616823779396,1.3823515522507592,0.7043643314172167,0.833819563269105,-0.7026622080753051,0.2038834663578043,0.7380533031138212,0.03131433137154398,-0.5080526134205989,-0.22210739324918233,-0.15599599535834827,0.3154758207461963,-0.05442188448745841,1.6235400517326448,0.40016415210393524,-0.30123516576864684,0.26978123163212786,0.616553262741349,0.5542987833249533,-1.0311757505432275,-0.29678039217028696,-1.1398670663155686,-0.711922558719201,-0.1436470521551853,0.004073046526157811,-0.6968872376595983,-0.5239062463257812,-1.2670164148720426,-0.1074735095558537,0.49906563597173437,-0.07702468523776979,-1.0047466831504979,-0.14690139242959352,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,0.8472309203058124,-0.17515181624027698,0.05932315812112932
372,992016,-0.3507599980267979,-0.39827207142349164,-0.284892822185564,-0.5370385563769146,-0.9581883597770186,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,0.9062689889799345,0.060411606042635096,-0.8917205767675438,0.07590750579500388,0.05132461459217711,-0.24420210705451215,0.0010027263727671243,-0.03983162434633365,-0.4592867588042821,-0.5749528841677248,-0.15757113220674054,0.8530999066771774,0.15985892983325056,0.5092359608875434,0.7807571540245262,-0.20219492612540269,1.3190186647405284,0.7043643314172167,0.833819563269105,-0.7877975297204738,0.2038834663578043,0.55166842826816,0.03131433137154398,-0.4796448779074441,-0.5457326273559656,-0.00261808102234588,0.3154758207461963,-0.05442188448745841,1.6235400517326448,0.40016415210393524,-0.30123516576864684,0.26978123163212786,0.616553262741349,0.5542987833249533,-1.0311757505432275,-0.29678039217028696,-1.1398670663155686,-0.711922558719201,-0.1436470521551853,0.004073046526157811,-0.6968872376595983,-0.5239062463257812,-1.2670164148720426,-0.1074735095558537,0.49906563597173437,-0.07702468523776979,-1.0047466831504979,-0.14690139242959352,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,0.8472309203058124,-0.17515181624027698,0.059240762010203785
645,993012,-0.2773158115414227,-0.06919694670136815,0.14977434573632337,-0.5257400512615736,-0.9581883597770186,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,0.5948395325829514,0.42620426588901916,-0.8164165797693719,-0.13167737743026003,0.18815019189646712,-0.2705475657931741,0.20392335126548228,0.2625814916872116,-0.11681724851578103,-0.5792872373667686,-0.5132760403789776,0.8110837909938379,0.23123217238320135,0.5092359608875434,0.7807571540245262,-0.20219492612540269,1.3190186647405284,0.6211039755753412,0.42352079212111593,-0.7877975297204738,-0.1962485416792757,0.55166842826816,-0.05076849474713718,-0.4796448779074441,-0.5457326273559656,-0.00261808102234588,0.3226519230663225,-0.1377187033250222,1.867390579906559,0.5173041322683419,-0.41312215417025966,0.44261446217602773,1.2447612351321338,0.265650605139506,-1.0311757505432275,-0.5875944520815461,-1.1398670663155686,-0.711922558719201,-0.36943093237262326,0.05145415592568583,-0.6968872376595983,-0.5239062463257812,-1.2670164148720426,-0.2540409142238673,0.03664488359189589,-0.023095505348616083,-1.0047466831504979,-0.14690139242959352,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,0.3803266961425833,-0.17515181624027698,0.058917302012934325
800,994009,-0.24356869370193113,-0.5061555282098429,0.346593699269396,-0.3719014478732596,-0.9581883597770186,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,0.5948395325829514,0.42620426588901916,-0.8164165797693719,-0.13167737743026003,0.18815019189646712,-0.2705475657931741,0.20392335126548228,0.2625814916872116,-0.11681724851578103,-0.5792872373667686,-0.5132760403789776,0.8110837909938379,0.23123217238320135,0.3494032499177071,0.730995916267942,0.03394513826603996,1.2200366848028243,0.6211039755753412,0.42352079212111593,-0.8873789599590768,-0.1962485416792757,0.47551857426080074,-0.05076849474713718,-0.5201826368624939,-0.8318282266300255,0.2040688936004593,0.3226519230663225,-0.1377187033250222,1.867390579906559,0.5173041322683419,-0.41312215417025966,0.44261446217602773,1.2447612351321338,0.265650605139506,-1.0311757505432275,-0.5875944520815461,-1.1398670663155686,-0.711922558719201,-0.36943093237262326,0.05145415592568583,-0.6968872376595983,-0.5239062463257812,-1.2670164148720426,-0.2540409142238673,0.03664488359189589,-0.023095505348616083,-1.0047466831504979,-0.14690139242959352,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,0.3803266961425833,-0.17515181624027698,0.058582154522450074
930,995006,-0.012078924368848816,-0.7576146888537469,-0.5167392198393393,-0.5467373434366909,-0.9581883597770186,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,0.306869419499652,0.7718903605557281,-0.7482971303231569,-0.18679482268524117,0.34461106662092333,-0.25463006111277015,0.31812837488690765,0.5619400693479589,0.09024132107482853,-0.6039428425896514,-0.8380946606167275,0.7939792093710685,0.30978490072149534,0.18222406633171023,0.6829395323961169,0.18607656617311447,1.1990515894031597,0.6239632957561729,0.16117507672990708,-0.9516157836718137,-0.47196363264241803,0.5376589504628765,-0.1377493061959299,-0.6001838837729842,-1.116156140980618,0.38791709575429684,0.32530973874044317,-0.21549339459838374,1.9673750363273583,0.5563068228666156,-0.5560139617802871,0.4589800627943891,1.7588426510573185,0.10353567953198409,-1.0311757505432275,-0.8497025942966848,-1.4125973791285633,-0.702152793786535,-0.6288008546514225,0.027680213649846973,-0.6860018058410837,-0.7280359833862571,-1.4681802795447685,-0.3898805882374211,-0.17200758485123643,-0.053642653767605096,-1.406970035489263,-0.14690139242959352,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,0.15230320243134413,-0.17515181624027698,0.058308293406768026
1147,996004,-0.5487989357670111,-0.46484587844593156,-0.059233186709335035,-0.8324322796890945,-0.9581883597770186,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,0.19818805410256488,0.34516877464929235,-0.8047199504983156,-0.15893315111129827,0.30376366933358967,-0.34397660838645355,0.10310460922795033,0.160466041500857,-0.04515716586775348,-0.5494552722434203,-0.23851948880335608,0.7273789416130333,0.17145386463836387,0.34444406531256627,0.7591867627016441,0.10604883272313331,1.195860564269315,0.5440693438416476,0.340416912518241,-0.9119947585033649,-0.15689005221886138,0.3761306443900358,-0.03230438515682205,-0.4864928942427844,-0.8509838016682605,0.2076763896819985,0.30154249193086785,-0.1263883516098079,1.8776313218899057,0.6136608860234144,-0.2592863837842357,0.7011649195695355,1.3004741096800925,0.22304501800969997,-1.0311757505432275,-0.7355997543798254,-1.1398670663155686,-0.711922558719201,-0.37556004080054994,0.13231855367407763,-0.6968872376595983,-0.5239062463257812,-1.2670164148720426,-0.26236637447257044,-0.19400236272581822,0.08671013244774657,-1.0047466831504979,0.6245019161233925,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,-0.0357996470454596,-0.17515181624027698,0.05739128645345815
1287,997002,-0.1865885524692072,0.1304767491821973,-0.6730715775560819,-0.32655578672822355,-0.9581883597770186,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,0.19818805410256488,0.34516877464929235,-0.8047199504983156,-0.15893315111129827,0.30376366933358967,-0.34397660838645355,0.10310460922795033,0.160466041500857,-0.04515716586775348,-0.5494552722434203,-0.23851948880335608,0.7273789416130333,0.17145386463836387,0.34444406531256627,0.7591867627016441,0.10604883272313331,1.195860564269315,0.5440693438416476,0.340416912518241,-0.9119947585033649,-0.15689005221886138,0.3761306443900358,-0.03230438515682205,-0.4864928942427844,-0.8509838016682605,0.2076763896819985,0.30154249193086785,-0.1263883516098079,1.8776313218899057,0.6136608860234144,-0.2592863837842357,0.7011649195695355,1.3004741096800925,0.22304501800969997,-1.0311757505432275,-0.7355997543798254,-1.1398670663155686,-0.711922558719201,-0.37556004080054994,0.13231855367407763,-0.6968872376595983,-0.5239062463257812,-1.2670164148720426,-0.26236637447257044,-0.19400236272581822,0.08671013244774657,-1.0047466831504979,0.6245019161233925,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,-0.0357996470454596,-0.17515181624027698,0.05708942178906895
1611,998001,-0.012172932417409932,0.20653832910310502,0.011665598149205893,-0.39652693158276725,-0.9581883597770186,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,0.021599403072453942,-0.1178668044075485,-0.8385602344827967,-0.10574268719740676,0.3018046112687831,-0.46045887583998235,-0.5693850391498642,-0.7327300356881505,-0.16028618053087168,-0.4588219283490988,0.7382697902694463,0.6152052845276049,-0.0935148256390754,0.5357003883968697,0.8538564803767684,0.04802195046213854,1.1666299430255667,0.404279202205191,0.5178736288178012,-0.8626271372380502,0.33070894421422914,0.11243851795575573,0.10377521828103843,-0.28119167300328324,-0.5783834454404037,-0.04474390345637688,0.2269559930604661,-0.10832878736356424,1.7917879089699584,0.6629552987086782,0.19109083813154268,1.2024499960985533,0.9452104069732407,0.21356430015366057,-1.0311757505432275,-0.636069571351373,-0.8063972601323546,-0.7217074614257457,-0.14747990097090166,0.23910010167947263,-0.7601021836168801,-0.35196423060200777,-1.1632745450408448,-0.21044118209542706,-0.5179217193533172,0.2878713801071228,-0.36627704944700523,0.8626492790692315,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,-0.3572477179925844,-0.17515181624027698,0.05670403524685885
1672,999000,-0.1436038627473954,-0.3629590492910087,-0.828649583759043,-0.6478341580476641,-1.199543604176285,-0.19113417133655805,-0.13061759889846564,-0.1649394640390618,0.6261741577515421,-0.11249895858048427,-0.6092789978620055,0.021599403072453942,-0.1178668044075485,-0.8385602344827967,-0.10574268719740676,0.3018046112687831,-0.46045887583998235,-0.5693850391498642,-0.7327300356881505,-0.16028618053087168,-0.4588219283490988,0.7382697902694463,0.6152052845276049,-0.0935148256390754,0.5183311798433712,0.8532490579110369,0.07200333281988623,1.1586644930841412,0.404279202205191,0.5178736288178012,-0.8670065310756374,0.33070894421422914,0.10089253719225884,0.10377521828103843,-0.23282242125453884,-0.5590579037330735,-0.06796365448538647,0.2269559930604661,-0.10832878736356424,1.7917879089699584,0.6629552987086782,0.19109083813154268,1.2024499960985533,0.9452104069732407,0.21356430015366057,-1.0311757505432275,-0.636069571351373,-0.8063972601323546,-0.7217074614257457,-0.14747990097090166,0.23910010167947263,-0.7601021836168801,-0.35196423060200777,-1.1632745450408448,-0.21044118209542706,-0.5179217193533172,0.2878713801071228,-0.36627704944700523,0.8626492790692315,-0.0694667629471728,-1.080301333404813,-0.418276769547649,-0.8646532706546413,-0.3572477179925844,-0.17515181624027698,0.05637218361917529
