,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),y
147,990025,-0.8163697808484734,-1.0150117185808176,-0.6436816551087956,-0.7404529829736237,-1.0049592184255571,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.41008521569394263,-0.017390566882033057,-0.9481925813601029,1.3591856501202138,1.8442700297094494,-0.1503486067071346,0.9104694245459816,0.718727283255268,-1.299872892404985,-1.0568917865006024,0.03461173888873108,0.7017511364037488,1.2825214655929145,0.22093259609412047,0.5043809195225073,-0.4895526167937654,0.8801248867592806,-1.1202456349985253,-0.9470187791050503,-0.6790923912865944,-1.4846811439631125,-0.8791577868250131,-0.2622606815321799,-1.2203180758920815,0.07711002813636808,-0.21995996488361994,1.062459171049385,0.345933092702357,-0.05283864173803348,-0.6059241699632875,-0.8181379609033714,-0.06492899895734947,-0.015680909988170205,-1.03843624502034,-0.9919654956770121,0.09334928826881647,-0.944446702848285,-0.6753994933200056,-1.1388451298416984,-0.8412128526434107,1.3281459071464856,0.7639895131903591,-0.22293853844486097,-0.979162424196568,-0.8670045511627771,-0.7053153116394075,-0.22762638448038794,-0.2353062502027212,0.5050383632022968,0.28268909981694573,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.6955974019278707,-0.03592750193980068,-0.5490345352010547,0.05200819595752471
181,991020,-0.7669911115158241,-0.8171275586509502,-0.09182429201925815,-0.9553152634979865,-0.4838365065253724,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.41528585206738095,0.20008062112159916,-0.8213825617948833,1.300438687969689,1.7496521851805873,-0.1420749324850231,0.6099189279706365,0.2607437732427671,-1.1797718805774466,-0.9893970814344943,-0.22862704483819044,0.8493408339962155,1.1286286701749315,0.2489671738377716,0.48496165709510025,-0.5668388826401582,0.9473516087519546,-1.1680329058453622,-0.9450302119882724,-0.8304777176429737,-1.5551638807858377,-0.7792806367417308,-0.2773620766654574,-1.4395084480159495,-0.13874645325678228,-0.29635500350822164,1.0578303227206363,0.46434713845277037,0.32480383512440775,-0.1647038751736217,-0.6362907963283311,-0.18264462015510266,-0.37501227003643495,-0.9959340096995806,-0.9919654956770121,-0.08386447408082683,-0.944446702848285,-0.6753994933200056,-1.1388451298416984,-0.8412128526434107,1.4098919818767595,0.8618786310832615,-0.22293853844486097,-0.979162424196568,-0.8670045511627771,-0.69244668001712,-0.5071859139734407,0.07644540858236824,0.5050383632022968,0.10909968032396888,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.6257617642176554,-0.40106118350680725,-0.5490345352010547,0.051350318286189855
459,992016,-0.5168768298911118,-0.6929009361087255,-0.7987493224424045,-0.738374959321676,-1.0888175574186527,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.41528585206738095,0.20008062112159916,-0.8213825617948833,1.300438687969689,1.7496521851805873,-0.1420749324850231,0.6099189279706365,0.2607437732427671,-1.1797718805774466,-0.9893970814344943,-0.22862704483819044,0.8493408339962155,1.1286286701749315,0.22093259609412047,0.5043809195225073,-0.4895526167937654,0.8801248867592806,-1.1680329058453622,-0.9450302119882724,-0.6790923912865944,-1.5551638807858377,-0.8791577868250131,-0.2773620766654574,-1.2203180758920815,0.07711002813636808,-0.21995996488361994,1.0578303227206363,0.46434713845277037,0.32480383512440775,-0.1647038751736217,-0.6362907963283311,-0.18264462015510266,-0.37501227003643495,-0.9959340096995806,-0.9919654956770121,-0.08386447408082683,-0.944446702848285,-0.6753994933200056,-1.1388451298416984,-0.8412128526434107,1.4098919818767595,0.8618786310832615,-0.22293853844486097,-0.979162424196568,-0.8670045511627771,-0.69244668001712,-0.5071859139734407,0.07644540858236824,0.5050383632022968,0.10909968032396888,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.6257617642176554,-0.40106118350680725,-0.5490345352010547,0.05127226318178546
639,993012,-0.692485567372305,-0.8960044720502268,-0.704720841260416,-0.6512401700346612,-1.1090288712963197,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.4138573372867683,0.3449898293127842,-0.5527514934036258,1.2205534284185284,1.6439195861831584,-0.13956484250029969,0.34589098181586764,-0.10614965860730338,-1.098182298482301,-0.8817647938990956,-0.4833026311034264,0.973375354647635,1.0356680115637806,0.22093259609412047,0.5043809195225073,-0.4895526167937654,0.8801248867592806,-1.257511161551557,-0.8939429522808041,-0.6790923912865944,-1.595337718835891,-0.8791577868250131,-0.26698993476971483,-1.2203180758920815,0.07711002813636808,-0.21995996488361994,1.1071679666968548,0.6347633886505313,0.8692834670990284,0.3507894887814048,-0.2817175152844244,-0.3792491631041053,-0.7506345120972177,-1.012746626318255,-0.9919654956770121,-0.17938919689536278,-0.944446702848285,-0.6753994933200056,-1.1388451298416984,-0.8412128526434107,1.7914826286130334,0.9828373153512647,-0.22293853844486097,-0.979162424196568,-0.8670045511627771,-0.5951576340615007,-0.6554803971573082,0.396620954198873,0.5050383632022968,0.10909968032396888,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.5018639645082519,-0.7663245691424052,-0.5490345352010547,0.05092952738629775
823,994009,-0.7204409659984382,-0.2193020361960522,0.06373793075504629,-0.4493685021037614,-0.7696220656051039,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.4138573372867683,0.3449898293127842,-0.5527514934036258,1.2205534284185284,1.6439195861831584,-0.13956484250029969,0.34589098181586764,-0.10614965860730338,-1.098182298482301,-0.8817647938990956,-0.4833026311034264,0.973375354647635,1.0356680115637806,0.22583452510388302,0.5181373858279734,-0.36793614761295024,0.8353462102562283,-1.257511161551557,-0.8939429522808041,-0.5589093152838207,-1.595337718835891,-1.0684116342738625,-0.26698993476971483,-0.9999459682107719,0.37382656657242036,-0.07009659937019846,1.1071679666968548,0.6347633886505313,0.8692834670990284,0.3507894887814048,-0.2817175152844244,-0.3792491631041053,-0.7506345120972177,-1.012746626318255,-0.9919654956770121,-0.17938919689536278,-0.944446702848285,-0.6753994933200056,-1.1388451298416984,-0.8412128526434107,1.7914826286130334,0.9828373153512647,-0.22293853844486097,-0.979162424196568,-0.8670045511627771,-0.5951576340615007,-0.6554803971573082,0.396620954198873,0.5050383632022968,0.10909968032396888,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.5018639645082519,-0.7663245691424052,-0.5490345352010547,0.05057518986248577
1015,995006,-0.8181992560470542,-0.6376608650508359,-0.6709004065074082,-0.5569440461124877,-0.81174406228047,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.40562110700452897,0.43545070871542024,-0.45072763989481124,1.1776282420493909,1.6039686683516572,-0.1437431067473362,0.13391664173783838,-0.42781469127620225,-1.0599035333016142,-0.7878110676621057,-0.8143068819953886,1.0665585500843964,0.9726526035557459,0.2596235412502986,0.523174063499172,-0.2290153571378942,0.7980893537417784,-1.3236053070580582,-0.8448442596901147,-0.5142064650040974,-1.5683766399007255,-1.1735594855935017,-0.24065205258271605,-0.8273637044567553,0.6854661535100297,0.015860341311406862,1.1697149188237728,0.7516860693636914,1.1846150672951958,0.8260018410228972,-0.012289594894492745,-0.6793181956729828,-0.9547365151401271,-1.0804677865670258,-1.2014478611075896,-0.22506645444630366,-0.944446702848285,-0.6753994933200056,-1.3230633901526845,-0.8566832554740057,2.091327200619031,1.0519863804951282,-0.3724164103604142,-1.222113569876806,-0.8670045511627771,-0.5026297992318671,-0.7572495387084872,0.4317261364983296,0.9098916443423981,0.10909968032396888,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.44780180250906365,-1.1773755820510443,-0.5490345352010547,0.05028163756131687
1169,996004,-0.7298818495647075,-1.1390446886025576,-0.45547900299188054,-0.6752582077143676,-0.9685368363682981,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.4405886774005166,0.6716798020440788,-0.5377995684877017,1.1434472330505852,1.557754251867144,-0.11476844769758272,0.30882614427667765,-0.18998799991117427,-1.013959880300715,-0.8795057863442967,-0.5671038353989694,0.9784256947456892,0.954122500600569,0.18949176683045604,0.5222154618608094,-0.33387238657196844,0.7380713464678706,-1.2537746432442354,-1.0382331001174352,-0.502060334281663,-1.6603432475644968,-1.057392888846218,-0.294652983984106,-0.9594367502053711,0.3123716457536917,-0.023590033834612233,1.0926880763966702,0.6534029954942016,1.0261429808957303,0.7591986493076074,-0.33305204204880295,-0.17496481408472953,-0.8461124495166008,-0.9688839212383664,-0.9919654956770121,-0.29708295922892214,-0.944446702848285,-0.6753994933200056,-1.1388451298416984,-0.8412128526434107,1.7806199642587337,0.9827329558837457,-0.22293853844486097,-0.979162424196568,-0.8670045511627771,-0.6148505568351976,-0.761780385158677,0.396620954198873,0.5050383632022968,-0.14219136386048384,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.5018639645082519,-0.7660651610052222,-0.5490345352010547,0.049195136493728635
1388,997002,-0.8184048915873289,-0.519481258448172,-0.35752715667202917,-0.4812171120602375,-0.5291661354809503,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.4405886774005166,0.6716798020440788,-0.5377995684877017,1.1434472330505852,1.557754251867144,-0.11476844769758272,0.30882614427667765,-0.18998799991117427,-1.013959880300715,-0.8795057863442967,-0.5671038353989694,0.9784256947456892,0.954122500600569,0.18949176683045604,0.5222154618608094,-0.33387238657196844,0.7380713464678706,-1.2537746432442354,-1.0382331001174352,-0.502060334281663,-1.6603432475644968,-1.057392888846218,-0.294652983984106,-0.9594367502053711,0.3123716457536917,-0.023590033834612233,1.0926880763966702,0.6534029954942016,1.0261429808957303,0.7591986493076074,-0.33305204204880295,-0.17496481408472953,-0.8461124495166008,-0.9688839212383664,-0.5721294033115183,-0.29708295922892214,-0.944446702848285,-0.6753994933200056,-1.1388451298416984,-0.8412128526434107,1.7806199642587337,0.9827329558837457,-0.22293853844486097,-0.979162424196568,-0.8670045511627771,-0.6148505568351976,-0.761780385158677,0.396620954198873,0.5050383632022968,-0.14219136386048384,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.5018639645082519,-0.7660651610052222,-0.5490345352010547,0.04887054066545093
1511,998001,-0.9711591658193168,-0.41781110695678336,-0.1592124353740957,-0.33947359334176375,-0.3160004392656053,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.5127582513218497,1.0849709424588432,-0.6770084684270724,1.0974037324567099,1.488090368023945,-0.09837073974440916,0.5471340183897994,-0.11644148651030596,-0.8871230085615278,-0.9622293624533299,-0.5248915308456301,0.8440444694534096,0.8540468866821814,0.039858186771737546,0.5176738159189017,-0.363854391131039,0.6616149220634778,-1.1721564502928086,-1.4094266127419306,-0.4138769910826974,-1.811690700059487,-0.8057442462918215,-0.3998698660434757,-1.0885540247564756,-0.06062958097831663,-0.055463040691291335,0.9659814818257709,0.5465934508169782,0.9272776384095297,0.9992880737256529,-0.7577228573716325,0.30730401488952175,-0.6817995713018098,-0.700125429897674,-0.7905835891822696,-0.4039118623718293,-0.944446702848285,-0.6753994933200056,-0.9241900352373521,-0.8912670698527251,1.505749549976143,0.8175633339579831,0.03459657530434115,-0.6517360347117942,-0.8670045511627771,-0.7986063504322053,-0.7948080379381988,0.5613050022610655,-0.28703664620495806,-0.14219136386048384,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.4445780133940269,-0.24173036724538363,-0.5490345352010547,0.04846132729652231
1767,999000,-0.3656916408930781,-0.8756817588400047,-0.4273735249967116,-0.3836426789227845,-0.41947253056272793,-0.7085397475362459,-0.8957600686962572,-1.0465181178115082,0.6144677794350691,-0.2174872059094398,-0.7684326682174966,-0.5148683467805389,1.0849709424588432,-0.6770084684270724,1.0974037324567099,1.488090368023945,-0.09837073974440916,0.5471340183897994,-0.11644148651030596,-0.8871230085615278,-0.9622293624533299,-0.5248915308456301,0.8440444694534096,0.8540468866821814,0.04614284958139555,0.519678703630846,-0.3277562567394844,0.6428523328975618,-1.1721564502928086,-1.4094266127419306,-0.4138769910826974,-1.811690700059487,-0.8131982217362076,-0.3998698660434757,-1.0345472104100824,-0.072911588464025,-0.049355671375210165,0.9659814818257709,0.5465934508169782,0.9272776384095297,0.9992880737256529,-0.7577228573716325,0.30730401488952175,-0.6817995713018098,-0.700125429897674,-0.7905835891822696,-0.4039118623718293,-0.944446702848285,-0.6753994933200056,-0.9241900352373521,-0.8912670698527251,1.505749549976143,0.8175633339579831,0.03459657530434115,-0.6517360347117942,-0.8670045511627771,-0.7986063504322053,-0.7948080379381988,0.5613050022610655,-0.28703664620495806,-0.14219136386048384,0.04224670599104908,-0.9389430425391768,-0.6296570478362494,1.2483410136698898,-0.9789409393574658,-0.6513572728211752,-1.1492273050182789,0.8219515316140257,0.6848523846647212,-0.4445780133940269,-0.24173036724538363,-0.5490345352010547,0.048104661608698966
