,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),Adjusted net savings ,Private galaxy capital flows (% of GGP),y
20,990025,-0.3577482031013709,-0.41453928118232103,-0.2344825154339804,-0.8070811756588423,-0.971339862915234,-0.5863419575761152,-0.8036877846074377,-0.8706861197081426,0.4321503464624672,-0.3685610469281386,-1.0653526656828505,-0.2547512928747675,0.10652690498402413,-1.3710773715394329,0.5172946094703502,0.18804180734846318,-0.22382536430645636,-1.390567094799835,0.3629580937285133,-0.07793296187885619,-0.5150953650338939,0.9766233857221841,0.7864827559199178,0.4464566907124201,-0.9103272692849482,0.8807286579172575,-0.6196069271660637,0.9816190615642061,0.3181851615542908,0.6214624395952727,-0.8989198089103945,0.2886973909043669,0.6122678273952145,1.6624964757866187,0.21372297815471306,-0.13257206668051638,-0.5308590166174756,0.9230152560763947,0.8019392438137859,0.4781991084392816,0.15698873859015192,-0.4294150783742143,0.5110703525447832,0.1282644464677116,0.2465233582237396,-0.8988379066465043,-0.27014770014621,-1.2012000530754419,-1.7340494826766393,0.9184273184740952,0.3949818120676942,0.05752191713539716,-0.43356683154493436,-1.3646303781520914,-0.8261383869419128,-1.2279506248279228,-0.3205853904565678,0.5719516964229351,-0.8534059079666045,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.052894752124435285
312,991020,0.22278689022944137,-0.18830650659902382,-0.1289861766085671,-1.0621697879074612,-0.9346491980633266,-0.5863419575761152,-0.8036877846074377,-0.8706861197081426,0.4321503464624672,-0.3685610469281386,-1.0653526656828505,-0.7690157275351391,0.07114832089118953,-1.1382078089271785,0.3547970306966868,0.08462504655415919,-0.24977036476880207,-0.8773844904151632,0.47759061286375837,-0.1474178418535081,-0.48775889550470486,0.46419305958614415,0.7639256752630597,0.38103157257458586,-1.0726877643891726,0.942439068846211,-0.5794174792581511,0.881671159012152,0.3767315874773737,0.5780237090402698,-0.8704397676810418,0.27082054642311165,0.5143835781925318,1.5507216029821687,0.1540603064461951,-0.03690780696348442,-0.8056709860148092,0.81583098171921,0.7103794434493147,0.6981782154795577,0.3084847100003946,-0.3317902193863486,0.3080619131744098,-0.007415697095334328,0.32667598848467355,-0.8988379066465043,0.07692246811671431,-1.2382098840917857,-1.5750228806826483,0.7927534022068353,0.478921825900927,0.05752191713539716,-0.43356683154493436,-1.3646303781520914,-0.7706535742591059,-1.2279506248279228,-0.3205853904565678,0.5719516964229351,-0.6153465240730043,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.052156664605304666
480,992016,0.000729351162130644,-0.21463882813766297,-0.3383713006274393,-0.9543696007267422,-1.4839401821444498,-0.5863419575761152,-0.8036877846074377,-0.8706861197081426,0.4321503464624672,-0.3685610469281386,-1.0653526656828505,-0.7690157275351391,0.07114832089118953,-1.1382078089271785,0.3547970306966868,0.08462504655415919,-0.24977036476880207,-0.8773844904151632,0.47759061286375837,-0.1474178418535081,-0.48775889550470486,0.46419305958614415,0.7639256752630597,0.38103157257458586,-0.9103272692849482,0.8807286579172575,-0.6196069271660637,0.9816190615642061,0.3767315874773737,0.5780237090402698,-0.8989198089103945,0.27082054642311165,0.6122678273952145,1.5507216029821687,0.21372297815471306,-0.13257206668051638,-0.5308590166174756,0.81583098171921,0.7103794434493147,0.6981782154795577,0.3084847100003946,-0.3317902193863486,0.3080619131744098,-0.007415697095334328,0.32667598848467355,-0.8988379066465043,0.07692246811671431,-1.2382098840917857,-1.5750228806826483,0.7927534022068353,0.478921825900927,0.05752191713539716,-0.43356683154493436,-1.3646303781520914,-0.7706535742591059,-1.2279506248279228,-0.3205853904565678,0.5719516964229351,-0.6153465240730043,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.052044249997335035
542,993012,-0.21871582666867614,-0.29341099241549917,0.15914535332406532,-0.901031624727106,-1.0633159973055741,-0.5863419575761152,-0.8036877846074377,-0.8706861197081426,0.4321503464624672,-0.3685610469281386,-1.0653526656828505,-0.7690157275351391,0.12004070057409794,-0.8366453966426661,0.20983445514443788,-0.02968230416267212,-0.2910468833607544,-0.42373070359759946,0.5578594902834212,-0.22568244343459334,-0.4547335828602433,-0.27543072118612844,0.7028958875294302,0.35984952803327636,-0.9103272692849482,0.8807286579172575,-0.6196069271660637,0.9816190615642061,0.41206655388824437,0.5213448146265802,-0.8989198089103945,0.23140737378691997,0.6122678273952145,1.4252447132834627,0.21372297815471306,-0.13257206668051638,-0.5308590166174756,0.7092776822930036,0.4901777389223794,1.2053238729335292,0.6337166978508363,-0.2838101380550652,-0.13142225138375513,-0.23013143972658306,0.4426083219012961,-0.8988379066465043,0.2560940424776552,-1.3203351592866968,-1.4268622756613611,0.7596253018614766,0.5778927728621462,0.05752191713539716,-0.43356683154493436,-1.3646303781520914,-0.8100617068977541,-1.2279506248279228,-0.3205853904565678,0.5719516964229351,-0.05407316477797052,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.05170651595737663
761,994009,-0.1785902725359178,-0.19518069349400463,-0.6321434775213289,-0.6830093344831724,-1.1821812029588874,-0.5863419575761152,-0.8036877846074377,-0.8706861197081426,0.4321503464624672,-0.3685610469281386,-1.0653526656828505,-0.7690157275351391,0.12004070057409794,-0.8366453966426661,0.20983445514443788,-0.02968230416267212,-0.2910468833607544,-0.42373070359759946,0.5578594902834212,-0.22568244343459334,-0.4547335828602433,-0.27543072118612844,0.7028958875294302,0.35984952803327636,-0.6553391507527163,0.8495320146068225,-0.6973356738534524,1.1260359022952489,0.41206655388824437,0.5213448146265802,-1.0162268378315236,0.23140737378691997,0.7364034346365694,1.4252447132834627,0.34823797341794716,-0.26095867398903644,-0.20955408622818741,0.7092776822930036,0.4901777389223794,1.2053238729335292,0.6337166978508363,-0.2838101380550652,-0.13142225138375513,-0.23013143972658306,0.4426083219012961,-0.8988379066465043,0.2560940424776552,-1.3203351592866968,-1.4268622756613611,0.7596253018614766,0.5778927728621462,0.05752191713539716,-0.43356683154493436,-1.3646303781520914,-0.8100617068977541,-1.2279506248279228,-0.3205853904565678,0.5719516964229351,-0.05407316477797052,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.051361565260565456
960,995006,0.37075946216912126,0.16386512977972395,-0.2760433418989741,-0.6445187103004419,-0.41332755797286697,-0.5863419575761152,-0.8036877846074377,-0.8706861197081426,0.4321503464624672,-0.3685610469281386,-1.0653526656828505,-0.7690157275351391,0.2176459497179068,-0.6530716280048795,0.15488817058972787,-0.14815628299515826,-0.3176356338336206,-0.31043903094849196,0.5540744685372336,-0.40403546846671107,-0.4325320834227399,-1.0778871164230166,0.681258983965384,0.39071446823529005,-0.40166639983066793,0.8384502578114288,-0.7560737217294883,1.2617154767254233,0.44438147016454255,0.49264677047325195,-1.1050538255232996,0.1948565036753393,0.7965099582865212,1.3139495599568802,0.4342998799112659,-0.3935372717093743,0.13934351513015614,0.6913776486281197,0.3232398861465335,1.5806896681218279,0.8345553799452387,-0.2882971921057333,-0.4045216569513941,-0.37790769587603545,0.5685576177143579,-0.8988379066465043,0.22755111752307,-1.4749509703918122,-1.3973208349009856,0.8356070676106986,0.6011712849035675,0.14027990500271148,-0.38299730138827665,-1.3646303781520914,-0.9049546522192087,-1.2279506248279228,-0.3205853904565678,0.974303906785265,0.4222153631584726,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.05108203100100772
1093,996004,-0.13929409710150034,-0.36417617060036367,-0.2760241704819638,-1.034014526054753,-0.6181198320114393,-0.5863419575761152,-0.8036877846074377,-0.8706861197081426,0.4321503464624672,-0.3685610469281386,-1.0653526656828505,-1.4585420224733752,0.07851225946615703,-0.8136440207943164,0.022621941018105253,-0.025727583570165406,-0.2963536245271238,-0.16988734574606984,0.7526862753383553,-0.22354470838466434,-0.4517118153092244,-0.40343416314390995,0.6791108320634982,0.2926042960141873,-0.5399555015088384,0.8203147652441295,-0.7073405462392367,1.1137279558112203,0.43050638871865954,0.5102936732549125,-0.9839519897381008,0.2566031856155371,0.7424062520271781,1.398596817965894,0.32242570441377105,-0.20735321852790353,-0.2312850385935775,0.5958665944881587,0.47520983578466947,1.120915292535467,0.633005713674097,-0.18341829668690807,-0.38999273850854715,-0.20235916090054346,0.3945902340017469,-0.8988379066465043,0.40098858484900873,-1.2711078904207078,-1.3631766351293868,0.6402779047948002,0.6533346132589611,0.05752191713539716,-0.43356683154493436,-1.3646303781520914,-0.7264799118759041,-1.2279506248279228,-0.3205853904565678,0.5719516964229351,-0.15477794536788173,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.0501161231153624
1324,997002,-0.20754161611314356,-0.39154582894556994,-0.8363053890962591,-0.6447046092305845,-0.6706989568960894,-0.5863419575761152,-0.8036877846074377,-0.8706861197081426,0.4321503464624672,-0.3685610469281386,-1.0653526656828505,-1.4585420224733752,0.07851225946615703,-0.8136440207943164,0.022621941018105253,-0.025727583570165406,-0.2963536245271238,-0.16988734574606984,0.7526862753383553,-0.22354470838466434,-0.4517118153092244,-0.40343416314390995,0.6791108320634982,0.2926042960141873,-0.5399555015088384,0.8203147652441295,-0.7073405462392367,1.1137279558112203,0.43050638871865954,0.5102936732549125,-0.9839519897381008,0.2566031856155371,0.7424062520271781,1.398596817965894,0.32242570441377105,-0.20735321852790353,-0.2312850385935775,0.5958665944881587,0.47520983578466947,1.120915292535467,0.633005713674097,-0.18341829668690807,-0.38999273850854715,-0.20235916090054346,0.3945902340017469,-0.8988379066465043,0.40098858484900873,-1.2711078904207078,-1.3631766351293868,0.6402779047948002,0.6533346132589611,0.05752191713539716,-0.43356683154493436,-1.3646303781520914,-0.7264799118759041,-1.2279506248279228,-0.3205853904565678,0.5719516964229351,-0.15477794536788173,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.04981512356692863
1457,998001,-0.3583188106033505,0.08994113213493177,-0.14417836523922675,-0.4758316040768102,-0.981029971360324,-0.5863419575761152,-0.8036877846074377,-0.8706861197081426,0.4321503464624672,-0.3685610469281386,-1.0653526656828505,-1.5539059212829718,-0.19657999162308382,-0.9814278179652568,-0.19177742298166278,0.08741982035673751,-0.27560555996597663,0.3910067434028984,1.1842530810340934,-0.008429852377699682,-0.4436757392020849,0.09284769654269086,0.6398438585609815,0.14348304223889413,-0.4786964780640176,0.7784324343360629,-0.657492317311938,0.9074539286483759,0.46190623245066825,0.5106379232269278,-0.7978925149057047,0.40107673589483817,0.6347783926099965,1.4651825284619493,0.10870375960611624,-0.053891512937921535,-0.6106059732634668,0.4288782703757495,0.5977052041684082,0.0757905771126597,0.3318120760764329,-0.03795004983461934,-0.4428067594929622,0.044388997164855795,0.11062389427227974,-0.8988379066465043,0.5509502544766955,-1.104244604777861,-1.251142674704991,0.2894164174891268,0.793016887895821,0.04464915793111466,-0.5167240018070519,-1.3646303781520914,-0.45923044706720817,-1.2279506248279228,-0.3205853904565678,0.07854332657518139,-1.0378093788804013,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.049432479618213176
1625,999000,0.19854900400068762,-0.40918390105429153,-1.1144035561280163,-0.761461366808495,-1.3639295863227425,-0.574392428197976,-0.8708189659225694,-0.7818598989242637,0.3807476949350899,-0.3685610469281386,-1.0653526656828505,-1.642144474573561,-0.19657999162308382,-0.9814278179652568,-0.19177742298166278,0.08741982035673751,-0.27560555996597663,0.3910067434028984,1.1842530810340934,-0.008429852377699682,-0.4436757392020849,0.09284769654269086,0.6398438585609815,0.14348304223889413,-0.5020139665609504,0.7745316403403945,-0.6617515130197098,0.9231710149722169,0.46190623245066825,0.5106379232269278,-0.7832274239718693,0.40107673589483817,0.6722663416119754,1.4651825284619493,0.10442932682489454,-0.062179412831811345,-0.5728036872372487,0.4288782703757495,0.5977052041684082,0.0757905771126597,0.3318120760764329,-0.03795004983461934,-0.4428067594929622,0.044388997164855795,0.11062389427227974,-0.8988379066465043,0.5509502544766955,-1.104244604777861,-1.251142674704991,0.2894164174891268,0.793016887895821,0.04464915793111466,-0.5167240018070519,-1.3646303781520914,-0.45923044706720817,-1.2279506248279228,-0.3205853904565678,0.07854332657518139,-1.0378093788804013,0.10020593868667367,-0.9255893992353913,-0.5308391485774211,0.10080301186635725,-2.4694299488328157,-0.21646634142069793,0.049104358577690584
