,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
158,990025,0.6163665412213326,0.2714230014058542,1.3709950172878653,1.2720774462904325,-0.26478228576605356,-0.3746248586566989,0.20484136632148306,-0.30497152025707125,-0.9057566859503426,0.1056552573114119,0.22425251476340627,1.494837891066466,-0.5875140241434232,1.0363552261561597,-0.5951400647113111,-0.09270450844179134,0.03728687045669572,0.08667634031129388,-0.2410498777239788,0.6894491674852635,0.3998363388825653,-0.6666330514133217,-0.3982636410131801,-0.549725495822576,-0.4955929069686359,-0.6797275207392474,-0.48610135653179914,-0.7740800388299504,0.18318366527337562,0.006461946321550227,0.5255307934770393,0.3358037612759135,0.35577148045461454,0.04847318168944095,0.0677761483877311,0.4136874611079188,-0.33553126522714133,-0.3072567195023056,-0.7585069063226604,0.35210355302693547,-0.14243166537915894,1.8032561247105456,0.2103220573197334,0.9865138486920629,4.804775524853853,-0.6445130175780913,-0.13459543767103357,-0.4243324676261174,-0.21895887023433766,0.15308690505735012,0.12993066448640775,-0.43609916673376276,-0.5493329171861557,1.9396739458836671,1.3331707403002178,0.26154894310508375,0.5364192077518614,-0.24110600262074136,-0.2025547653533686,1.2170177226169965,-0.7113352014346592,0.21646434339241477,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,1.6352167510485516,-0.3466811153008386,-0.5324450842919548,-0.9277792414727672,0.15880483600838835
263,991020,0.36897558012519477,0.6112494880337626,1.8816478745858987,0.5702310757633078,-0.36349759014758465,-0.34398372938837224,0.5622688746907811,-0.15706419995862667,-0.5603301998864371,0.1056552573114119,0.22425251476340627,1.342528034328856,-0.8433283837210739,1.0240601183097577,-0.4757969563757868,-0.1730736175125774,-0.05681706825402296,0.0003053681327120467,-0.3406082043189232,0.5638931840056173,0.3793472472524333,-0.8216012655796111,-0.5055940456769746,-0.5871083582529729,-0.9522376142353447,-0.7355242754208983,-0.49197471710675733,-0.7579891062879486,0.24009293974985696,0.04046713353383904,0.5519894035523191,0.3637315252279125,0.4065141587961708,0.10723390725413338,0.029161184752119585,0.14288146212207956,-0.41771652263523207,-0.30675901923477955,-0.7773832296783812,0.11634141870305643,-0.12907241213525916,1.9580784707423882,0.23496608824569204,1.0431619510158374,4.939842954099345,-0.6445130175780913,-0.12682008645453666,-0.3162479849907863,-0.0408859081890669,0.15308690505735012,0.12993066448640775,-0.37706998985456264,-0.5317639441122757,1.9396739458836671,1.3331707403002178,0.2720563920741112,0.394348601832746,-0.20590439558819212,-0.10402501530601256,1.234035080350896,-0.589239518729094,0.21646434339241477,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,1.758639291461583,-0.5171338984998801,0.24963422417434103,-0.9277792414727672,0.16042086004670164
513,992016,0.8054492621765081,0.5071362570756099,1.4551994073124295,1.1828604342448577,0.23920024122194922,-0.1633303868350631,0.27143581824652147,-0.10092702680734163,-0.5942170765617479,0.1056552573114119,0.22425251476340627,1.342528034328856,-0.8433283837210739,1.0240601183097577,-0.4757969563757868,-0.1730736175125774,-0.05681706825402296,0.0003053681327120467,-0.3406082043189232,0.5638931840056173,0.3793472472524333,-0.8216012655796111,-0.5055940456769746,-0.5871083582529729,-0.4955929069686359,-0.6797275207392474,-0.48610135653179914,-0.7740800388299504,0.24009293974985696,0.04046713353383904,0.5255307934770393,0.3637315252279125,0.35577148045461454,0.10723390725413338,0.0677761483877311,0.4136874611079188,-0.33553126522714133,-0.30675901923477955,-0.7773832296783812,0.11634141870305643,-0.12907241213525916,1.9580784707423882,0.23496608824569204,1.0431619510158374,4.939842954099345,-0.6445130175780913,-0.12682008645453666,-0.3162479849907863,-0.0408859081890669,0.15308690505735012,0.12993066448640775,-0.37706998985456264,-0.5317639441122757,1.9396739458836671,1.3331707403002178,0.2720563920741112,0.394348601832746,-0.20590439558819212,-0.10402501530601256,1.234035080350896,-0.589239518729094,0.21646434339241477,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,1.758639291461583,-0.5171338984998801,0.24963422417434103,-0.9277792414727672,0.1621304379933921
582,993012,0.2204875638016656,0.37987840276947243,1.5433951623453943,1.2853900251784642,0.22350376822367576,-0.13144989879888622,0.1290767704733331,-0.4496458765378844,-0.5442802379821238,0.1056552573114119,0.22425251476340627,1.19257590666627,-1.342356286517846,1.0236741547558854,-0.39813843203420873,-0.2561245507330267,-0.13218441128415276,-0.11036197536554102,-0.40529567962720003,0.37917178752798253,0.33334113333097193,-0.9279488920402977,-0.6139057911912645,-0.6952962296968953,-0.4955929069686359,-0.6797275207392474,-0.48610135653179914,-0.7740800388299504,0.3771479835948341,0.1162263797717109,0.5255307934770393,0.4562862508501901,0.35577148045461454,0.14181609559270175,0.0677761483877311,0.4136874611079188,-0.33553126522714133,-0.1754888515867052,-0.8052050711160458,-0.17569842481147682,-0.11557032699569117,2.1413931951182845,0.32004741630672834,1.1599935779633845,5.066776461471695,-0.6445130175780913,-0.1546599658282077,-0.1869819473323004,0.08808871433180666,0.15308690505735012,0.12993066448640775,-0.3024099176176772,-0.5093304157122754,1.9396739458836671,1.3331707403002178,0.3431765375346435,0.23125086641381123,-0.18031318695910603,0.005814651134051048,1.3653990720510538,-0.38868684353866817,0.21646434339241477,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,1.963283440752277,-0.8755003975128376,1.03863750417919,-0.9277792414727672,0.16334215443730027
826,994009,0.10401891747509669,0.3992016584623546,1.9754874149920083,0.8539083158192252,0.16152788685124989,-0.053441861088947495,0.5310543910801037,-0.07789302765698423,-0.5169588284392995,0.1056552573114119,0.22425251476340627,1.19257590666627,-1.342356286517846,1.0236741547558854,-0.39813843203420873,-0.2561245507330267,-0.13218441128415276,-0.11036197536554102,-0.40529567962720003,0.37917178752798253,0.33334113333097193,-0.9279488920402977,-0.6139057911912645,-0.6952962296968953,0.09878278951293168,-0.5843364656504447,-0.644526171424912,-0.780627435831059,0.3771479835948341,0.1162263797717109,0.45604758420116887,0.4562862508501901,0.31995629894747707,0.14181609559270175,0.12137120495380574,0.5481992666513292,-0.25845326721246215,-0.1754888515867052,-0.8052050711160458,-0.17569842481147682,-0.11557032699569117,2.1413931951182845,0.32004741630672834,1.1599935779633845,5.066776461471695,-0.6445130175780913,-0.1546599658282077,-0.1869819473323004,0.08808871433180666,0.15308690505735012,0.12993066448640775,-0.3024099176176772,-0.5093304157122754,1.9396739458836671,1.3331707403002178,0.3431765375346435,0.23125086641381123,-0.18031318695910603,0.005814651134051048,1.3653990720510538,-0.38868684353866817,0.21646434339241477,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,1.963283440752277,-0.8755003975128376,1.03863750417919,-0.9277792414727672,0.16458149220587634
941,995006,0.8262917512275705,0.9282839062594183,1.936443187331546,1.2677586523928253,-0.3519484689770303,0.23352979723582665,0.6445332727982643,-0.10078334375282447,-0.5295287811060935,0.1056552573114119,0.22425251476340627,1.1540376009242272,-1.672357291092926,1.035436265313608,-0.42631718570788146,-0.28145662939735755,-0.19823607651245978,-0.1346583466852123,-0.4207373091358599,0.24963631872899045,0.25606723287799826,-0.9198416858435273,-0.6444266990002026,-0.7751168946640796,0.698805987102343,-0.45496234868912433,-0.8363764886135229,-0.7831714024460599,0.4687150066170781,0.17115595988214108,0.3476270233291707,0.5209132125204684,0.3286550685632629,0.18148159837624211,0.15096813149319843,0.5912541472667827,-0.17684777883935926,-0.008915429393045838,-0.828061509916822,-0.45911823451343503,-0.11430232133839233,2.376114638385222,0.4342202890593028,1.264684389043364,5.1781093700666485,-0.4894995285792647,-0.20088086475120262,-0.10116737347990265,0.07416527185855683,0.15308690505735012,0.12993066448640775,-0.28677902225999163,-0.49591975432901236,1.7118421017298566,0.8754603359145786,0.4231856373335662,0.12867486920452437,-0.1854729403835973,0.1025554192023636,1.5025916176173375,-0.2753511249337327,-0.22451922616421777,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,2.122464725550205,-1.0358474595565261,1.5438793367734387,-1.0200483532782905,0.16578809955624962
1215,996004,0.29575415252598536,0.5892489865617749,2.2421686349355,1.2375336008651123,0.13200594739397603,0.07816806836544399,0.4278349005755085,0.2081974377290933,-0.859372958398424,0.1056552573114119,0.22425251476340627,1.1869795819236009,-1.3150681395764636,1.012451348131723,-0.3294421873997132,-0.3556119724376156,-0.15093782293702898,-0.20547075321209982,-0.5664190293251473,0.3391699879717012,0.3770085035708848,-0.9679139415965206,-0.6010539627674405,-0.6846786203116004,0.25645005248794717,-0.6032542970358825,-0.617317742541394,-0.7735496322778747,0.4062322068833302,0.09001974100320269,0.4655694143653737,0.45464164365867693,0.2992971844208689,0.15669908100242724,0.12777666427582438,0.7447517866187968,-0.2739633501490324,-0.2354704651048295,-0.8055035381685687,-0.280572868538726,-0.09494796850036705,2.113435986086595,0.28203325217261743,1.0680419883170318,5.06837258073718,-0.6445130175780913,-0.1415230316391475,-0.13214533798117423,0.13024122290364626,0.15308690505735012,0.12993066448640775,-0.28867383994036594,-0.5023778067369579,1.9396739458836671,1.3331707403002178,0.327099444653364,0.18986399460404857,-0.14847920459749747,0.18025431844334805,1.2926836877330765,-0.34952344158027054,0.21646434339241477,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,1.9225129116073236,-0.9081199118607414,1.1676469563966427,-0.9277792414727672,0.16629261726277567
1440,997002,0.9412250156246769,0.13558708742488843,2.5229937015824793,1.0980954822415623,0.5943033487165269,0.1346589924912942,0.3378888696541451,-0.15139346459320666,-0.8006016629730018,0.1056552573114119,0.22425251476340627,1.1869795819236009,-1.3150681395764636,1.012451348131723,-0.3294421873997132,-0.3556119724376156,-0.15093782293702898,-0.20547075321209982,-0.5664190293251473,0.3391699879717012,0.3770085035708848,-0.9679139415965206,-0.6010539627674405,-0.6846786203116004,0.25645005248794717,-0.6032542970358825,-0.617317742541394,-0.7735496322778747,0.4062322068833302,0.09001974100320269,0.4655694143653737,0.45464164365867693,0.2992971844208689,0.15669908100242724,0.12777666427582438,0.7447517866187968,-0.2739633501490324,-0.2354704651048295,-0.8055035381685687,-0.280572868538726,-0.09494796850036705,2.113435986086595,0.28203325217261743,1.0680419883170318,5.06837258073718,-0.9844397879394907,-0.1415230316391475,-0.13214533798117423,0.13024122290364626,0.15308690505735012,0.12993066448640775,-0.28867383994036594,-0.5023778067369579,1.9396739458836671,1.3331707403002178,0.327099444653364,0.18986399460404857,-0.14847920459749747,0.18025431844334805,1.2926836877330765,-0.34952344158027054,0.21646434339241477,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,1.9225129116073236,-0.9081199118607414,1.1676469563966427,-0.9277792414727672,0.16774855700052338
1597,998001,0.6423584874918902,0.7505299096072428,2.840251418598026,1.2348303602299873,-0.25009284611474947,0.31978419873465735,0.37221230577403325,-0.21077091133976686,-0.8515305984746047,0.1056552573114119,0.22425251476340627,1.1847028439358036,-0.8978950064228635,0.9832882576558758,-0.0496468210352884,-0.4737284352892346,-0.08933663438801295,-0.3533189925265527,-0.8034616222445295,0.4490089042162087,0.5231312477160732,-1.1238821657605695,-0.414163930390852,-0.5520253646905757,0.03941803096341912,-0.7445834237061879,-0.4098700901210576,-0.7402248965154412,0.3397670961660493,-0.09775483554489314,0.568473989041755,0.3669780277442709,0.2615771054253381,0.13236684743493735,0.09903685427163662,1.0723856237726253,-0.417859133486388,-0.4942651562477941,-0.8001875574625131,-0.2803881706915329,-0.05325613811445817,1.911975883858645,0.06711854161404586,0.7204123827581741,4.9822351068445325,-0.9740612034046313,-0.08541419125164149,-0.1234022171203289,0.21341085513126096,0.15308690505735012,0.12993066448640775,-0.2872013238729714,-0.4978168799323472,2.222618061666196,2.0585809498677805,0.23077993104176817,0.2374506288403038,-0.04660735752217809,0.29447777805172437,1.0953571115558873,-0.3495742073796135,0.6345858230003194,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,1.5588593929035637,-0.7869573681282135,0.7664016937980666,-0.6739913767103677,0.1689684853178267
1732,999000,0.3903369111685319,0.6907367664644792,2.3207515664240947,1.0405809486947597,0.17621925770817654,0.1751216593200332,0.6995230663790979,0.1523756010391093,-0.655863728036016,0.1056552573114119,0.22425251476340627,1.1453172446257331,-0.8978950064228635,0.9832882576558758,-0.0496468210352884,-0.4737284352892346,-0.08933663438801295,-0.3533189925265527,-0.8034616222445295,0.4490089042162087,0.5231312477160732,-1.1238821657605695,-0.414163930390852,-0.5520253646905757,0.14346278571767218,-0.7403237683133689,-0.3554367686981288,-0.7523019534600954,0.3397670961660493,-0.09775483554489314,0.5831972907230658,0.3669780277442709,0.24673653751185343,0.13236684743493735,0.10502223357560943,1.0992864434869207,-0.3962236880986025,-0.4942651562477941,-0.8001875574625131,-0.2803881706915329,-0.05325613811445817,1.911975883858645,0.06711854161404586,0.7204123827581741,4.9822351068445325,-1.029513975683563,-0.08541419125164149,-0.1234022171203289,0.21341085513126096,0.15308690505735012,0.12993066448640775,-0.2872013238729714,-0.4978168799323472,2.222618061666196,2.0585809498677805,0.23077993104176817,0.2374506288403038,-0.04660735752217809,0.29447777805172437,1.0953571115558873,-0.3495742073796135,0.6345858230003194,-0.5134532592412906,-0.20104513878613253,0.01419883153269456,0.3962607958438268,-0.6102448228540088,0.43707381631773073,0.3939085452535868,-0.05694878414568696,-0.6409431981997398,-0.640831225515357,1.5588593929035637,-0.7869573681282135,0.7664016937980666,-0.6739913767103677,0.17061659028960408
