,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
5,990025,-0.4080594492046247,-1.1010586305873105,0.08748716407743247,-0.55702749578121,-0.24363260963054617,-0.10965812309595563,-0.05944095177763571,0.08444288040902284,-0.18778118798331225,-0.473784595822256,-0.9977286728814561,-0.0287182771665343,0.10696310985579438,-0.6301309857498271,0.28326875469926427,0.4190692530990341,-0.4568051993973508,-0.4814085186817407,0.8432984215718544,-0.9939901204804569,-0.08142292086687108,-1.522939841523859,0.8441818987240384,0.9746930612617465,-0.17971937014875944,-0.1577334724907009,1.397380423839943,0.8056981290884252,-0.20956632040324266,-0.047226918616805155,-0.22967436145102188,-0.8755590170451605,-0.9189104065787752,-0.7614212755234706,0.22322868930274337,-0.10075251102746612,1.354016119519983,0.9797499580070268,0.4893288813728709,1.0388119326241874,0.7190258117123633,-0.316108983718854,-0.6515482741596905,-0.6764754787260996,0.08650826489653853,0.10386548962849355,-0.34368664946744454,-0.41909701256205517,-0.5455904592460307,-0.6977655669951102,-0.6544142594573384,1.0247828379175743,0.0519905258275329,-0.37007447071308136,-0.1539641966244583,-1.4124098743522848,-0.13571810441438656,-0.743864563433666,-0.20904905333024515,-0.3577294522488882,-0.32193138371937363,-0.3899674157976752,-0.3710456611360938,1.0973815726548877,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5438060129912315,-0.451851394976085,0.09047605967607968,0.03599105708068461,0.23067990407485578,1.2707160486249156,-0.4733485157852851,-0.21511188977350712,0.40139182264696727,0.05287066836840537
249,991020,-0.6935895525432922,-0.791160665614509,0.1277264498459279,-0.4044361858848967,0.12901765590392672,-0.5280477830056176,-0.6636433015891867,-0.08887216000450929,0.21211224137544563,-0.473784595822256,-0.9977286728814561,-0.16306552713882605,0.019199928894368522,-0.5942022658391898,0.3384652488779551,0.5036895238129698,-0.382511764591796,-0.1330633287717852,0.412234932556092,-1.1399708870935195,-0.450412670335219,-1.0464264760310182,0.8327647268429926,0.8538267973037579,-0.2647140951187663,-0.18978663126010092,1.2976568462028508,0.8776184146679478,-0.3891005503608108,0.018752834569552245,-0.37326626738536584,-0.8457500649295869,-0.9806108160272852,-0.7908416201936725,0.5523139902017042,0.07426799279013718,1.1183575709569948,1.2076915505172596,0.6269291284597681,1.0388119326241874,0.7190258117123633,-0.2825357878033697,-0.8579532085448333,-0.30203200283414317,0.3368387444645997,0.10386548962849355,-0.3413329270751938,-0.3742511633730845,-0.47805630596016796,-0.5067860250375117,-0.5127834987681984,0.9015725402345842,0.0519905258275329,-0.37007447071308136,-0.1539641966244583,-1.4124098743522848,-0.10882926442616295,-0.6011912325474398,-0.28586014079679695,-0.35177975290647656,-0.31363126062098845,-0.2865199372115096,-0.3710456611360938,1.0564462795713039,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5438060129912315,-0.451851394976085,0.09047605967607968,0.03599105708068461,0.23067990407485578,1.1767510888889838,1.7662050205930588,-0.06044312848020262,0.40139182264696727,0.051994322558331696
504,992016,-0.8774234988118477,-0.7359988921277018,0.7320496498304497,-0.40877644244391637,0.4322119505546587,0.03939219225283661,-0.43897059340058747,-0.5006989422961658,0.03596611239014036,-0.473784595822256,-0.9977286728814561,-0.16306552713882605,0.019199928894368522,-0.5942022658391898,0.3384652488779551,0.5036895238129698,-0.382511764591796,-0.1330633287717852,0.412234932556092,-1.1399708870935195,-0.450412670335219,-1.0464264760310182,0.8327647268429926,0.8538267973037579,-0.17971937014875944,-0.1577334724907009,1.397380423839943,0.8056981290884252,-0.3891005503608108,0.018752834569552245,-0.22967436145102188,-0.8457500649295869,-0.9189104065787752,-0.7908416201936725,0.22322868930274337,-0.10075251102746612,1.354016119519983,1.2076915505172596,0.6269291284597681,1.0388119326241874,0.7190258117123633,-0.2825357878033697,-0.8579532085448333,-0.30203200283414317,0.3368387444645997,0.10386548962849355,-0.3413329270751938,-0.3742511633730845,-0.47805630596016796,-0.5067860250375117,-0.5127834987681984,0.9015725402345842,0.0519905258275329,-0.37007447071308136,-0.1539641966244583,-1.4124098743522848,-0.10882926442616295,-0.6011912325474398,-0.28586014079679695,-0.35177975290647656,-0.31363126062098845,-0.2865199372115096,-0.3710456611360938,1.0564462795713039,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5438060129912315,-0.451851394976085,0.09047605967607968,0.03599105708068461,0.23067990407485578,1.1767510888889838,1.7662050205930588,-0.06044312848020262,0.40139182264696727,0.05193240865371318
544,993012,-0.6174969769075233,-0.6721250948361508,-0.715201875274627,0.14861226695934276,-0.12224298314037074,-0.3283932001049653,-0.39617135239660306,-0.4710917749994444,-0.026262158841329764,-0.473784595822256,-0.9977286728814561,-0.2717993431354837,-0.13859070190945774,-0.5400982223826759,0.40799650698070317,0.6798166602755351,-0.31921392884809924,0.2633182669881993,-0.0768152354657331,-1.406624371862415,-0.7820301274620733,-0.5537740204265575,0.8853771747676362,0.6581134818838263,-0.17971937014875944,-0.1577334724907009,1.397380423839943,0.8056981290884252,-0.5424017837884877,0.1338990480146373,-0.22967436145102188,-0.8019318110745202,-0.9189104065787752,-0.8665322154540014,0.22322868930274337,-0.10075251102746612,1.354016119519983,1.3246263868541015,0.8093238714430986,1.0388119326241874,0.7190258117123633,-0.2736265298466015,-1.0859926437702854,-0.03991092730379148,0.5638838199544425,0.10386548962849355,-0.3285994553775493,-0.32784097201214557,-0.38801762064496914,-0.27444144751089466,-0.3270356461736001,0.5701514437564486,0.0519905258275329,-0.37007447071308136,-0.1539641966244583,-1.4124098743522848,-0.02508731235155228,-0.45447125853502796,-0.40294074453338874,-0.367307994180201,-0.3631288517943056,-0.17226184565923297,-0.3710456611360938,0.9712942695127446,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5438060129912315,-0.451851394976085,0.09047605967607968,0.03599105708068461,0.23067990407485578,1.1160242606537283,3.5091705453560094,-0.13662425605710085,0.40139182264696727,0.05161471241351268
811,994009,-0.6650474033226955,-0.32466864999465433,-0.025436843544436316,0.1235834977211308,-0.13601944292883128,-0.3107328408323183,-0.41643240878024756,0.030417837027594073,-0.07914860311239216,-0.473784595822256,-0.9977286728814561,-0.2717993431354837,-0.13859070190945774,-0.5400982223826759,0.40799650698070317,0.6798166602755351,-0.31921392884809924,0.2633182669881993,-0.0768152354657331,-1.406624371862415,-0.7820301274620733,-0.5537740204265575,0.8853771747676362,0.6581134818838263,-0.05384022113283625,-0.13222513167489755,1.490310497068027,0.7269754129911492,-0.5424017837884877,0.1338990480146373,-0.05621568804226558,-0.8019318110745202,-0.8500413977376919,-0.8665322154540014,-0.2960859896630789,-0.25201173906999097,1.6243185691352886,1.3246263868541015,0.8093238714430986,1.0388119326241874,0.7190258117123633,-0.2736265298466015,-1.0859926437702854,-0.03991092730379148,0.5638838199544425,0.10386548962849355,-0.3285994553775493,-0.32784097201214557,-0.38801762064496914,-0.27444144751089466,-0.3270356461736001,0.5701514437564486,0.0519905258275329,-0.37007447071308136,-0.1539641966244583,-1.4124098743522848,-0.02508731235155228,-0.45447125853502796,-0.40294074453338874,-0.367307994180201,-0.3631288517943056,-0.17226184565923297,-0.3710456611360938,0.9712942695127446,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5438060129912315,-0.451851394976085,0.09047605967607968,0.03599105708068461,0.23067990407485578,1.1160242606537283,3.5091705453560094,-0.13662425605710085,0.40139182264696727,0.05127496304413337
1011,995006,-0.8656968075010835,-0.6315797085314786,-0.297983161373103,-0.26077294297022513,0.3801463861580266,-0.25837743309146477,-0.22344219438287852,-0.4902337157851215,-0.23463634546936224,-0.473784595822256,-0.9977286728814561,-0.34852361833317413,-0.30827539225953776,-0.5071672506213866,0.47641113831800896,0.786000787396046,-0.2133519849985174,0.3443864724848934,-0.37932699848270773,-1.5067852834975615,-0.9104665636840067,-0.1544607981781343,0.9826357090520479,0.5832664304218826,0.12865824555599387,-0.1189301289939803,1.4996787445247708,0.7318356070803997,-0.6129906188971289,0.20309093669859696,0.08320392579557134,-0.7660133824074946,-0.8530756144697247,-0.9416369785242538,-0.6841495311454922,-0.34589652955020955,1.7326813200826898,1.2136196306807105,0.8858391922061966,0.9731964619239866,0.8559168746022626,-0.2989757953404536,-1.3222524954110229,0.1972614397084058,0.7171890301461024,-0.0002110385922582705,-0.3147469410637073,-0.3136193049235573,-0.34095708352967036,-0.213714363814658,-0.16560412105050104,0.36194064496130385,0.11226806607772817,-0.40940276013179044,-0.29557145412667346,-1.473843622697185,0.04632961748694095,-0.3945312919755415,-0.4432102608034291,-0.3965500554331995,-0.41711905905267577,-0.08928822750221073,-0.5301965611957479,0.912268507310194,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5698192416135209,-0.34220849083515803,0.09822956062650319,-0.059965434772748384,0.10785552085500189,1.132700529908423,4.368222386334017,-0.4267261330426685,0.4903190534402219,0.050875757028912894
1196,996004,-0.7673858618962047,-0.7805277568597063,-0.22730899111091293,-0.31752252760792055,-0.09519556251387679,-0.2364009409266057,-0.17574092573057595,-0.36831634327218615,-0.16568125397616115,-0.473784595822256,-0.9977286728814561,-0.2900164920353807,-0.1220446159938716,-0.5075623946462563,0.3750418560975116,0.6435755424970796,-0.3435762110657379,0.38599018504771976,-0.2095209674201838,-1.4305468193711268,-0.8939999998016943,-0.3077013902053569,0.852203476916577,0.6262879153177869,-0.09622696560135081,-0.10685068254502013,1.564251902830664,0.5201711335072914,-0.6553883663742123,0.13607778190387582,0.026816497648735817,-0.8036764490071611,-0.8290257898851071,-0.7985652104239799,-0.32972257062522525,-0.3052315781492309,1.7610004419578422,1.4410535987967181,0.9201711632741966,1.0388119326241874,0.7190258117123633,-0.28308810431053183,-1.1944085611413926,0.09558573268608676,0.6285673328720437,0.10386548962849355,-0.34593106005873303,-0.2988376980349191,-0.3934137559154335,-0.2123005876723734,-0.3354753487332923,0.5307800951668505,0.0519905258275329,-0.37007447071308136,-0.1539641966244583,-1.4124098743522848,-0.05869253888774229,-0.3589951933087751,-0.45840005672759454,-0.33031197459145045,-0.28444358441284245,-0.1929963262101295,-0.3710456611360938,0.9654252494907756,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5438060129912315,-0.451851394976085,0.09047605967607968,0.03599105708068461,0.23067990407485578,1.0769035959335624,4.215995954927468,-0.08390747240422802,0.40139182264696727,0.04945483606549495
1421,997002,-0.9191102375325912,-1.2633558169384664,-0.33999641862844454,-0.40277791530512286,0.006466926822098993,-0.5884135668004884,-0.28391951669716636,-0.39082441727694694,0.03744227213611131,-0.473784595822256,-0.9977286728814561,-0.2900164920353807,-0.1220446159938716,-0.5075623946462563,0.3750418560975116,0.6435755424970796,-0.3435762110657379,0.38599018504771976,-0.2095209674201838,-1.4305468193711268,-0.8939999998016943,-0.3077013902053569,0.852203476916577,0.6262879153177869,-0.09622696560135081,-0.10685068254502013,1.564251902830664,0.5201711335072914,-0.6553883663742123,0.13607778190387582,0.026816497648735817,-0.8036764490071611,-0.8290257898851071,-0.7985652104239799,-0.32972257062522525,-0.3052315781492309,1.7610004419578422,1.4410535987967181,0.9201711632741966,1.0388119326241874,0.7190258117123633,-0.28308810431053183,-1.1944085611413926,0.09558573268608676,0.6285673328720437,0.08173006736979037,-0.34593106005873303,-0.2988376980349191,-0.3934137559154335,-0.2123005876723734,-0.3354753487332923,0.5307800951668505,0.0519905258275329,-0.37007447071308136,-0.1539641966244583,-1.4124098743522848,-0.05869253888774229,-0.3589951933087751,-0.45840005672759454,-0.33031197459145045,-0.28444358441284245,-0.1929963262101295,-0.3710456611360938,0.9654252494907756,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5438060129912315,-0.451851394976085,0.09047605967607968,0.03599105708068461,0.23067990407485578,1.0769035959335624,4.215995954927468,-0.08390747240422802,0.40139182264696727,0.048996652992538525
1501,998001,-1.2317166513499598,-1.2123784955433654,0.2575823047853784,-0.34405557530883346,-0.2039794694015445,-0.2866555072198465,-0.8506748749928889,-0.22189026717820223,0.12821699527347685,-0.473784595822256,-0.9977286728814561,-0.20772254172771887,-0.012984239119776577,-0.4696582863805457,0.24298804798567283,0.29212159914589386,-0.4435009517258385,0.937463520307074,-0.151406690633966,-1.34478321682653,-1.0144072712497225,-0.32523514274193877,0.7261321037034579,0.6377654977880041,-0.3189901019738789,-0.08161012510106876,1.6891056089240528,0.12305281120138792,-0.8150959354005367,0.02009515382963366,0.007814235874807953,-0.8468402174743066,-0.8090359470552348,-0.5772695069180951,0.04831846829958261,-0.27021536691119197,1.8190084374687934,1.860966720223548,1.1552941808735198,1.132839349023634,0.588874387565957,-0.34480831435418635,-1.1797604965135278,0.02513873798749652,0.5059465884991742,0.23180314276626793,-0.3790230522777421,-0.21968662526866395,-0.5175932304640046,-0.13034704113954387,-0.48250311168498433,0.7063983038659514,-0.017815211822371013,-0.35848753479504725,0.05948576828314267,-1.3430023308449293,-0.1932013254416975,-0.15579123648137166,-0.5278764831282787,-0.2204155129031264,-0.14775529358761452,-0.39831625227883566,-0.3216462204687789,1.006933066733415,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5108336780913478,-0.7068449360170491,0.08153040043377159,0.2077558139605485,0.4084138950396005,0.9318856522300901,4.407525642102832,0.13959435281013632,0.2548690383186847,0.04848422581700751
1659,999000,-1.6459181694299956,-1.0388443752058412,0.37165832477245436,-0.03847994490329612,0.07414207215667364,-0.3737454870646074,-0.34160390747751973,-0.1792247529508825,0.2834682787089774,-0.473784595822256,-0.9977286728814561,-0.20660955199348408,-0.012984239119776577,-0.4696582863805457,0.24298804798567283,0.29212159914589386,-0.4435009517258385,0.937463520307074,-0.151406690633966,-1.34478321682653,-1.0144072712497225,-0.32523514274193877,0.7261321037034579,0.6377654977880041,-0.3214279137147591,-0.07034455982628753,1.807445444746787,0.11205855292384756,-0.8150959354005367,0.02009515382963366,0.021859742506207987,-0.8468402174743066,-0.8017389054253675,-0.5772695069180951,0.04018128179070761,-0.28734843648443703,1.8190084374687934,1.860966720223548,1.1552941808735198,1.132839349023634,0.588874387565957,-0.34480831435418635,-1.1797604965135278,0.02513873798749652,0.5059465884991742,0.4629089403091588,-0.3790230522777421,-0.21968662526866395,-0.5175932304640046,-0.13034704113954387,-0.48250311168498433,0.7063983038659514,-0.017815211822371013,-0.35848753479504725,0.05948576828314267,-1.3430023308449293,-0.1932013254416975,-0.15579123648137166,-0.5278764831282787,-0.2204155129031264,-0.14775529358761452,-0.39831625227883566,-0.3216462204687789,1.006933066733415,3.8764439524251877,-0.9767819608563819,-0.47119799597912454,1.335219299125512,-0.5108336780913478,-0.7068449360170491,0.08153040043377159,0.2077558139605485,0.4084138950396005,0.9318856522300901,4.407525642102832,0.13959435281013632,0.2548690383186847,0.04798622284038545
