,galactic year,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
43,990025,-0.5248616497646004,-0.6194812136488012,-0.21606013822875225,-0.3505488819063411,-0.7254239724144024,-0.42006961703365514,-0.6261646948210408,-1.0252944540996725,0.5157224388161666,-0.04550753583630179,0.17696847530483908,-1.1962597822010426,-0.6298424304913239,-0.3406388419820146,0.4504586856652338,0.7187616376033179,0.16535464180983228,0.018045833823262365,0.18706405437430876,-0.5645994935215906,-0.3612805200345364,0.24432787746575552,0.39677283308559147,0.5905258062692784,-0.6753264194470618,-0.320879403287607,0.33656094021409855,0.10717543209735657,-0.3467313236153797,-0.9648435673542181,-0.06318617140141812,0.7805552380670819,0.047768980003894075,-0.6273712237284734,0.16861922015038266,-0.6393813067442323,0.045529332487057775,0.47739589648770747,0.9984409871978974,-0.3367880749198469,0.4830590261852583,-0.45608548065978943,0.3556088882237348,0.21151931042821345,-0.06303131980450957,0.18532319239592948,-0.16232098078147078,-0.506384975970496,-0.9264727950187474,-0.09772303237897038,-0.22418216512241262,0.5776748100107173,0.8139095117136057,-0.3506703030462425,-0.3602349414654352,-0.6322475291222807,-0.8083558862446363,-1.0264047836916634,-0.8396076476419322,-0.9721640259668282,1.3145524973228027,-1.0458807304349018,-0.3864743116546612,0.7244051655616477,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.39860019822691706,-0.7541229743905893,-0.013012821416302507,-0.10822668081098831,0.21299691676995253,-0.36457997461330216,-0.4290954494646955,-0.23956433267963498,0.20424365177310125,0.05710520076683224
238,991020,-0.29263873092035025,-0.08905959609335971,-0.4988527294153529,-0.3763288174992201,-0.272935852339618,-0.5098982179489707,-0.7009147531719652,-0.6222605349845335,0.5007950020709261,-0.04550753583630179,0.17696847530483908,-0.8186523108480734,-0.6738897008867463,-0.22379906738782768,0.36227214479579495,0.4857939429760873,0.09753739276289919,-0.10080115833668439,-0.4682578389019688,-0.4243178852965912,-0.3461571626690737,-0.18481936455153813,0.38378325167721045,0.5899868009838717,-0.6518991947819421,-0.5629472808680196,0.3994948751304039,0.16793695839359526,-0.21657682081225552,-0.6637683866940087,-0.13260296592651305,0.7292814729879552,0.06080515192468598,-0.47173348829293105,0.05717373355864714,-0.12350600729162052,0.24032437106032936,0.35580452893714404,0.9714006809402401,-0.3627096616505816,0.0822697822339931,-0.38105012726847176,0.08881442240570232,-0.18788189082428683,-0.30372167235926467,0.18532319239592948,-0.4299107728794836,-0.47781858923526016,-0.7820444120236263,-0.09772303237897038,-0.22418216512241262,0.3838632787240851,0.7385123927808194,-0.3506703030462425,-0.3602349414654352,-0.6322475291222807,-0.52206778639493,-0.8836131062847944,-0.8095083523366081,-0.7697357023779565,1.7223311204466847,-0.8732059077369864,-0.3864743116546612,0.7244051655616477,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.39860019822691706,-0.7541229743905893,-0.013012821416302507,-0.10822668081098831,0.21299691676995253,-0.2517091721276657,-0.1168985861462898,-0.23956433267963498,0.20424365177310125,0.05701487162987861
451,992016,-0.014245333682913789,-0.7154241540178284,-0.4001834492313106,-0.2251956894160221,-0.5650241582053299,-0.5916240243455303,-0.6551652068436287,-1.0397877069596326,0.15352443153459708,-0.04550753583630179,0.17696847530483908,-0.8186523108480734,-0.6738897008867463,-0.22379906738782768,0.36227214479579495,0.4857939429760873,0.09753739276289919,-0.10080115833668439,-0.4682578389019688,-0.4243178852965912,-0.3461571626690737,-0.18481936455153813,0.38378325167721045,0.5899868009838717,-0.6753264194470618,-0.320879403287607,0.33656094021409855,0.10717543209735657,-0.21657682081225552,-0.6637683866940087,-0.06318617140141812,0.7292814729879552,0.047768980003894075,-0.47173348829293105,0.16861922015038266,-0.6393813067442323,0.045529332487057775,0.35580452893714404,0.9714006809402401,-0.3627096616505816,0.0822697822339931,-0.38105012726847176,0.08881442240570232,-0.18788189082428683,-0.30372167235926467,0.18532319239592948,-0.4299107728794836,-0.47781858923526016,-0.7820444120236263,-0.09772303237897038,-0.22418216512241262,0.3838632787240851,0.7385123927808194,-0.3506703030462425,-0.3602349414654352,-0.6322475291222807,-0.52206778639493,-0.8836131062847944,-0.8095083523366081,-0.7697357023779565,1.7223311204466847,-0.8732059077369864,-0.3864743116546612,0.7244051655616477,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.39860019822691706,-0.7541229743905893,-0.013012821416302507,-0.10822668081098831,0.21299691676995253,-0.2517091721276657,-0.1168985861462898,-0.23956433267963498,0.20424365177310125,0.05719298167595055
563,993012,-0.23367518301198534,-0.08386853184704723,-0.7535645654239992,-0.05049525250172698,-0.1386800205436391,-1.0074997193863382,-0.47248991605136775,-0.7718015086129791,0.12713206168003102,-0.04550753583630179,0.17696847530483908,-0.37137266109895817,-0.7775241714838466,-0.12753782936804126,0.342765461408759,0.2067884176255875,0.008917933359815786,-0.5390732500514352,-0.9526461034177115,-0.20373215716991872,-0.3858365674963294,-0.870948635816623,0.41147454574103265,0.585376215773421,-0.6753264194470618,-0.320879403287607,0.33656094021409855,0.10717543209735657,-0.025894137668625895,-0.3904284351462139,-0.06318617140141812,0.7007843092380489,0.047768980003894075,-0.2786430403998962,0.16861922015038266,-0.6393813067442323,0.045529332487057775,0.22866889535698953,0.9933028563163612,-0.41701844582526426,-0.30380737635220467,-0.2719259350190854,-0.1303021651507909,-0.5218809832433198,-0.5298207426119242,0.18532319239592948,-0.7559585913176334,-0.3663942348008487,-0.5396536438840246,-0.09772303237897038,-0.22418216512241262,0.07694912194102356,0.6234624802215485,-0.3506703030462425,-0.3602349414654352,-0.6322475291222807,-0.22005513803235105,-0.8404348444659305,-0.8327844495019326,-0.46768443572606627,1.9758841931750475,-0.5303230883013673,-0.3864743116546612,0.7244051655616477,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.39860019822691706,-0.7541229743905893,-0.013012821416302507,-0.10822668081098831,0.21299691676995253,0.004265230390313257,0.3855298442924247,-0.23956433267963498,0.20424365177310125,0.05704223621152792
779,994009,-0.2551335629637362,-0.45513371138101283,-0.16468404075556597,-0.05947085709201048,-0.015097268600217708,-0.39270174093560145,-0.5849024404036904,-0.19450317114294535,-0.30713371681001667,-0.04550753583630179,0.17696847530483908,-0.37137266109895817,-0.7775241714838466,-0.12753782936804126,0.342765461408759,0.2067884176255875,0.008917933359815786,-0.5390732500514352,-0.9526461034177115,-0.20373215716991872,-0.3858365674963294,-0.870948635816623,0.41147454574103265,0.585376215773421,-0.5904951925053442,0.07535514171478326,0.23783805564427563,0.035696343403800304,-0.025894137668625895,-0.3904284351462139,0.018403408497189192,0.7007843092380489,0.04378748490810451,-0.2786430403998962,0.27876483155176984,-1.0626490216052253,-0.3111774160092946,0.22866889535698953,0.9933028563163612,-0.41701844582526426,-0.30380737635220467,-0.2719259350190854,-0.1303021651507909,-0.5218809832433198,-0.5298207426119242,0.18532319239592948,-0.7559585913176334,-0.3663942348008487,-0.5396536438840246,-0.09772303237897038,-0.22418216512241262,0.07694912194102356,0.6234624802215485,-0.3506703030462425,-0.3602349414654352,-0.6322475291222807,-0.22005513803235105,-0.8404348444659305,-0.8327844495019326,-0.46768443572606627,1.9758841931750475,-0.5303230883013673,-0.3864743116546612,0.7244051655616477,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.39860019822691706,-0.7541229743905893,-0.013012821416302507,-0.10822668081098831,0.21299691676995253,0.004265230390313257,0.3855298442924247,-0.23956433267963498,0.20424365177310125,0.056876064691363415
1035,995006,0.18512295363338868,-0.3558275296323593,-0.30700052591269994,-0.13175176852631387,-0.00972978697168379,-0.41595452635067387,-0.46589521146958085,-0.6043219769501632,0.3166084479256652,-0.04550753583630179,0.17696847530483908,-0.13130823517933873,-0.888928606984075,-0.03982247317018208,0.38543640770844745,-0.05625371059251429,-0.045644071054652076,-0.8950210239158013,-1.2376073118484665,-0.1050458932576896,-0.4779846518794061,-1.3893132445939715,0.4597075923215515,0.5777186251291365,-0.48223674089850677,0.2625413545536265,0.2020491059907584,-0.0554351937737678,0.129975384243694,-0.16090253339011576,0.18120311060659217,0.7055627018831166,0.04836297975034359,-0.20760938048274633,0.38113141415096313,-1.3684110510004253,-0.5351250821926105,0.18845127471462897,1.0440705192314828,-0.4548506492126354,-0.48213387028023563,-0.21885897576981925,-0.2888516634130099,-0.5837166239028172,-0.7280285852535079,0.3183193037173704,-1.1212851526583818,-0.28353626710167296,-0.39953634254135123,-0.11696635601473605,-0.29456275407358345,-0.15307318232990516,0.5838096865950653,-0.3645797052071535,-0.40326191558598384,-0.7797471078036518,-0.0533242653381894,-0.9064651675281512,-0.8977978905552442,-0.31553083759315353,1.918250289533194,-0.3004832968792085,-0.6246955518691047,0.7202583019062503,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.5622339679848242,-1.0116314497623533,0.0450896430083668,-0.08759905850923662,0.2729707632300504,0.24488288852474235,0.893084630637185,-0.5180352336802609,0.20709608315030334,0.05676355736748007
1111,996004,0.37678170749928974,0.15426411742936494,0.19942703336649087,-0.19337006481426103,-0.34703713594309266,-0.493842384376308,-0.28472913081539475,-0.7050442867346675,0.011520243340320506,-0.04550753583630179,0.17696847530483908,-0.2814286338036337,-0.7619947232442128,-0.030794351717795626,0.11489096635641147,0.14733635172882717,-0.13618801479969897,-0.4222345816543113,-1.186546831375236,-0.10376967663104147,-0.2808992083846868,-1.050121986070671,0.39179573123836114,0.6400282826499921,-0.6908746945285056,0.1597106530174294,0.1842942187438431,0.022286704299224382,0.01609224344323181,-0.31057127451824207,0.018403408497189192,0.6627507127690051,0.02221118808566349,-0.25119559387161217,0.4571256250257376,-1.1706912036287802,-0.3280372051213177,0.18201477435331503,0.9589618249333303,-0.4001750519541752,-0.4904266806351108,-0.22718171375230362,-0.23518134808477367,-0.8356334982682811,-0.6189421906035171,0.18532319239592948,-0.7119615486013565,-0.405385971561618,-0.4753185403845769,-0.09772303237897038,-0.22418216512241262,0.0186304088868512,0.596549191155711,-0.3506703030462425,-0.3602349414654352,-0.6322475291222807,-0.12358723950717217,-0.7397822180716007,-0.8210778660039216,-0.39667754223644935,2.1149439464816164,-0.5204779691087724,-0.3864743116546612,0.7244051655616477,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.39860019822691706,-0.7541229743905893,-0.013012821416302507,-0.10822668081098831,0.21299691676995253,0.09631177012011785,0.329342475308391,-0.23956433267963498,0.20424365177310125,0.057207900018742326
1437,997002,-0.07306768574342815,-0.2473748024653418,-0.3224935402963655,-0.43800166921847294,-0.2978323121994681,-0.5552952518483252,-0.2871495349548856,-0.48513714548797815,-0.25630109156480874,-0.04550753583630179,0.17696847530483908,-0.2814286338036337,-0.7619947232442128,-0.030794351717795626,0.11489096635641147,0.14733635172882717,-0.13618801479969897,-0.4222345816543113,-1.186546831375236,-0.10376967663104147,-0.2808992083846868,-1.050121986070671,0.39179573123836114,0.6400282826499921,-0.6908746945285056,0.1597106530174294,0.1842942187438431,0.022286704299224382,0.01609224344323181,-0.31057127451824207,0.018403408497189192,0.6627507127690051,0.02221118808566349,-0.25119559387161217,0.4571256250257376,-1.1706912036287802,-0.3280372051213177,0.18201477435331503,0.9589618249333303,-0.4001750519541752,-0.4904266806351108,-0.22718171375230362,-0.23518134808477367,-0.8356334982682811,-0.6189421906035171,0.2684326697613286,-0.7119615486013565,-0.405385971561618,-0.4753185403845769,-0.09772303237897038,-0.22418216512241262,0.0186304088868512,0.596549191155711,-0.3506703030462425,-0.3602349414654352,-0.6322475291222807,-0.12358723950717217,-0.7397822180716007,-0.8210778660039216,-0.39667754223644935,2.1149439464816164,-0.5204779691087724,-0.3864743116546612,0.7244051655616477,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.39860019822691706,-0.7541229743905893,-0.013012821416302507,-0.10822668081098831,0.21299691676995253,0.09631177012011785,0.329342475308391,-0.23956433267963498,0.20424365177310125,0.0571111107630996
1505,998001,-0.22577905111450092,-0.2832644904291116,-0.043041840079719854,-0.047677557197766354,0.031969171224063175,-0.8687214751062264,-0.34344892896357737,-0.46977442527510366,0.16526634781721497,-0.04550753583630179,0.17696847530483908,-0.32683081571873374,-0.5201492602520764,0.16268573671424075,-0.21741316696296045,0.23777674378055264,-0.2732658239340919,0.23165685660251534,-1.3433406651338573,-0.0709755367652257,0.10310374980365773,-0.8366997578580395,0.31923892098908885,0.7082376601449509,-1.0810046091671517,0.10824971569959999,0.08068850186031475,0.07588627418667931,-0.04447752430136794,-0.37897939895414184,-0.06947531151271184,0.5481239113232937,-0.015964536689481616,-0.2087792560258758,0.5729801438195414,-0.9057131072460691,-0.11843004090785829,0.18069295710337138,0.8432055666832601,-0.3435757868741376,-0.6501076355999045,-0.19274914373861177,-0.34008797627552534,-1.1348303428228619,-0.5806386762933272,0.01964444557205429,-0.3735149950834156,-0.5506999682954493,-0.47308417121387114,-0.06705682645896198,-0.12109694238114216,-0.08901045262646833,0.5550544130381617,-0.3519916441606765,-0.29810479325045924,-0.5521115060540182,0.05311345180215335,-0.4000599183024717,-0.6991136100508399,-0.3550702723330529,2.753466060090273,-0.7408187065760088,-0.19951670235500157,0.6498011647111727,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.154503960324391,-0.41213987640173677,-0.07066829012203733,-0.10277137049321083,0.1753962159304772,0.21527315084875545,-0.1263100199841902,0.12403085645855512,0.20424365177310125,0.056929834377683286
1748,999000,-0.6764310715325952,-0.027192652280234094,0.09966809574774162,-0.35436624262886435,-0.41077095761404864,-0.5042457501350549,0.23063107060230095,-0.2026181429242074,0.01518790686038388,-0.04550753583630179,0.17696847530483908,-0.32683081571873374,-0.5201492602520764,0.16268573671424075,-0.21741316696296045,0.23777674378055264,-0.2732658239340919,0.23165685660251534,-1.3433406651338573,-0.0709755367652257,0.10310374980365773,-0.8366997578580395,0.31923892098908885,0.7082376601449509,-1.0165629427793605,0.18138020424490983,0.056000391378148356,0.05711684824936686,-0.04447752430136794,-0.37897939895414184,0.021113096980632632,0.5481239113232937,-0.01772056932921127,-0.2087792560258758,0.5707970557964712,-0.9191578973594582,-0.08150859861101688,0.18069295710337138,0.8432055666832601,-0.3435757868741376,-0.6501076355999045,-0.19274914373861177,-0.34008797627552534,-1.1348303428228619,-0.5806386762933272,-0.3648905450674704,-0.3735149950834156,-0.5506999682954493,-0.47308417121387114,-0.06705682645896198,-0.12109694238114216,-0.08901045262646833,0.5550544130381617,-0.3519916441606765,-0.29810479325045924,-0.5521115060540182,0.05311345180215335,-0.4000599183024717,-0.6991136100508399,-0.3550702723330529,2.753466060090273,-0.7408187065760088,-0.19951670235500157,0.6498011647111727,-0.17676966676853997,-0.5869107565377001,-0.6297514163415525,0.4312967349332334,-0.154503960324391,-0.41213987640173677,-0.07066829012203733,-0.10277137049321083,0.1753962159304772,0.21527315084875545,-0.1263100199841902,0.12403085645855512,0.20424365177310125,0.05665142199220974
